eval/D_mean,train/callback_time,eval/M_high,train/epoch,train/pde_loss,train/time,eval/D_low,eval/R_low,eval/sd_mean,eval/M_mean,train/gls_loss,train/progress,eval/sd_high,train/mse,train/theta_loss,eval/ci_range,eval/M_low,eval/sd_low,eval/D_high,train/sol_loss,eval/R_mean,eval/R_high
0.7109641,0.000983683705329898,0.42260186597704885,22000,0.15911864845827203,0.021150338649749762,0.5828269347548485,0.5355487406253815,6.650018423330039,0.39846814,234.0127194366453,0.11,7.637350354343653,0.00209397473372519,0.0007272506481967866,82.72085571289062,0.375182580947876,5.78600459266454,0.8612795397639275,0.5244256506562225,0.53888214,0.5426568299531936
0.6001886,0.000992293119430543,0.42093289345502855,24000,0.10881913129705907,0.02153549993038173,0.42417837455868723,0.5359963357448578,6.045315692666918,0.37668425,198.26838993835466,0.12,7.592445553746074,0.002196668181568384,0.0009492348181083798,76.62489318847656,0.33854907378554344,5.206738109700382,0.8511090576648712,0.43120891900360586,0.5399383,0.5438456043601037
0.5233628,0.0010089704990386965,0.4197998486459255,26000,0.07678715197648874,0.021689017415046717,0.33282273411750796,0.5363493636250496,5.79413092462346,0.35824722,179.29347161865203,0.13,7.540241093374789,0.001834532362408936,0.0005045449361205101,72.60977172851562,0.30884788930416107,5.17557222628966,0.8437027812004089,0.38034453609585717,0.54166037,0.5472095787525177
0.46651554,0.0010221059322357176,0.41842165812849996,28000,0.06289249663101512,0.022272707581520085,0.2727153956890106,0.5365786179900169,5.76647915202193,0.34254903,167.27836650085467,0.14,7.473625778220594,0.0017182952724397182,0.0004146090941503644,69.53978729248047,0.28638269528746607,5.181814054958522,0.836853827536106,0.3493794209063049,0.5433191,0.5496706604957581
0.42197803,0.0010227035284042362,0.41717434152960775,30000,0.05265958341490476,0.022132615804672226,0.22795291282236577,0.5368132367730141,5.793451179051772,0.3287838,160.21720205688464,0.15,7.407606462948023,0.0017164500895887613,0.00048450022586621344,67.24295806884766,0.26602509096264837,5.187445203773677,0.8311660915613174,0.33340886439383105,0.5448353,0.5520245850086212
0.3862094,0.0010202621221542339,0.4157365202903747,32000,0.04518191383173688,0.022088072419166556,0.19691139087080956,0.5369830325245857,5.862624266650528,0.31650987,153.15160971832267,0.16,7.3114494676701725,0.0016494247829541564,0.0003779159451369196,65.23426055908203,0.24924253933131696,5.194241460412741,0.8182941272854805,0.31489986099302786,0.5461607,0.55358916670084
0.35674918,0.0010293828248977683,0.4147762469947338,34000,0.041073757410282186,0.021969698905944808,0.17226945757865905,0.5371282443404197,5.969711123865896,0.305449,147.76553792572025,0.17,7.271761109586805,0.0016014274442568421,0.000351559225236997,63.445777893066406,0.234224009886384,5.199353082571179,0.8109147042036056,0.30296183894574547,0.5472839,0.5547769024968148
0.3320094,0.0010298926830291778,0.4136764228343964,36000,0.03710220416402447,0.021837588429451063,0.15324902087450026,0.5372819125652313,6.150349718052894,0.29541257,142.98800057983422,0.18,7.682806474622339,0.0015789874596521258,0.0003587830578908324,61.697017669677734,0.22112245336174965,5.203903838992119,0.8015945836901665,0.2899421159029011,0.5483054,0.5560960590839386
0.3108293,0.0010294241905212385,0.41249013915657995,38000,0.0354895795101767,0.021699091315269536,0.13702929466962815,0.5374237522482872,6.359768071677536,0.28620955,139.69872982788092,0.19,8.2218402530998,0.0015455508837476373,0.0002827030548360199,60.13697052001953,0.20915108174085617,5.20845977589488,0.7887196704745292,0.2838087897449728,0.5492563,0.5574766471982002
0.29249555,0.0010297585725784293,0.410705517232418,40000,0.03177905465639195,0.021659197211265573,0.12455172128975392,0.5375462606549263,6.594666598923505,0.27772462,136.48892429351804,0.2,8.865979197435081,0.0016212263144552708,0.0003239341313019395,58.72941589355469,0.19878245256841182,5.212642683181912,0.7836892560124397,0.27645806938409867,0.5502308,0.5604273438453674
0.2765047,0.0010301295518875128,0.4093930810689926,42000,0.028152697450597775,0.021661460995674096,0.11426735036075115,0.5376691803336143,6.869304975283078,0.26987368,133.77567016601506,0.21,9.834473719820377,0.0015941365854814649,0.0002715286100283265,57.31829071044922,0.18897299282252789,5.2196957054547966,0.7783238664269435,0.2671165676414971,0.55115795,0.5610495939850807
0.2624115,0.001023713707923887,0.40843360051512717,44000,0.026821848863386503,0.02148887443542479,0.10551112834364176,0.537744265794754,7.195185820727299,0.26256135,131.2639729766843,0.22,10.95903650857508,0.0015029733767732978,0.0002589824434835464,55.997833251953125,0.18036114610731602,5.227007402572781,0.7680809065699574,0.2600931964814653,0.5519183,0.561203607916832
0.24985613,0.001033201694488527,0.4070858664810656,46000,0.025803470086306384,0.02166795432567597,0.09782297518104315,0.5378358736634254,7.568559437703628,0.25572026,129.4142826080323,0.23,12.323097488842903,0.0015560484025627375,0.0002521759597584605,54.785919189453125,0.17233182787895202,5.23118928540498,0.7580216169357298,0.25186236815899693,0.5526697,0.5620396688580513
0.23860505,0.0010333857536315892,0.4055181480944156,48000,0.023297194316401214,0.02169716811180114,0.09147223010659218,0.53795535415411,8.023057789641566,0.24931155,128.46672730636567,0.24,14.333489630371332,0.0015922868624329567,0.0003119359025731683,53.74909973144531,0.16502200700342656,5.234867939725518,0.7484445810317991,0.2448655101507904,0.55338687,0.5632143065333366
0.22837324,0.0010319356918334986,0.40410109311342235,50000,0.02536428158264607,0.021673027753830017,0.0841808408498764,0.5380495071411133,8.419465393262605,0.24318233,127.60579040908786,0.25,14.33661743067205,0.0015189895639196038,0.0002572392695583403,52.89739227294922,0.1562610249966383,5.240063706878573,0.7436865419149394,0.24816571511328253,0.5541218,0.564742511510849
0.21902521,0.001026294946670531,0.4032078556716442,52000,0.024849396550212927,0.021465195059776312,0.07819781750440598,0.5381470754742622,8.773158864059951,0.23732914,126.16594028091444,0.26,14.318166510201989,0.0014848135178908706,0.0002420812234049663,52.13532638549805,0.14882981441915036,5.245624668896198,0.7369067490100859,0.24147900550067433,0.55482423,0.5657339468598366
0.21045695,0.0010270578861236593,0.4021811217069626,54000,0.02542828837933489,0.021377853989601174,0.07301269844174385,0.5382422357797623,9.109386354821789,0.23176697,125.23539253616343,0.27,14.525390393100679,0.0014966943999752402,0.0002812345919664949,51.46305465698242,0.14213912934064865,5.25054190075025,0.7282939672470097,0.23801435529440648,0.55540395,0.5658478930592536
0.20258819,0.0010314093828201244,0.40076000690460206,56000,0.029163291526143508,0.021621107101440475,0.06871650479733944,0.5383293122053147,9.378970714803371,0.2264967,123.70511358642557,0.28,14.53052347060293,0.0016225153813138604,0.00043696374632418156,50.8686408996582,0.136633513122797,5.2542680175974965,0.7198359683156016,0.24179953737556897,0.5560178,0.5666676238179207
0.19532692,0.0010337606668472331,0.39954513981938367,58000,0.02690351372456652,0.02166166210174555,0.06449019014835358,0.5384316086769104,9.563929739114092,0.22147134,121.58352305984512,0.29,14.526344020850956,0.0014277234440669417,0.0005516904639080167,50.26905822753906,0.1309172075241804,5.259408813435584,0.7128296777606011,0.24316750343143936,0.5566886,0.5688722193241119
0.1886163,0.001031779170036318,0.39837580621242524,60000,0.02276027746079492,0.021586621165275547,0.061057659704238175,0.5385342299938202,9.691421642247587,0.2166833,119.23979753112796,0.3,14.521505264565349,0.0014243607874959707,0.00032747111981734633,49.609867095947266,0.12559923380613328,5.262906942516565,0.7050890028476715,0.23666839215159338,0.5574552,0.5719086959958076
0.18242705,0.001032630205154422,0.39678869321942334,62000,0.019794847937650073,0.021623082518577568,0.058767220191657546,0.5386268064379692,9.871469033748976,0.2121639,118.20707437133788,0.31,14.51657461002469,0.0014830159489065409,0.0010146978311240673,48.906497955322266,0.12195698823779821,5.266800278332084,0.6966878503561024,0.223887291789055,0.5583306,0.5754539147019386
0.1766732,0.00103148484230042,0.3956943064928055,64000,0.01989753022056532,0.021587704300880424,0.05596121232956648,0.538689661026001,10.075423176781358,0.20787962,118.1570923995972,0.32,14.51250403188169,0.0014530607732012868,0.00026981456903740764,48.33249282836914,0.11817425452172756,5.2702541230246425,0.6881898000836373,0.22204142294079052,0.5593433,0.5807022035121918
0.17130367,0.00102952647209168,0.3940363168716431,66000,0.018286047292174784,0.021603589534759514,0.05332509344443679,0.5387465238571167,10.257715773910446,0.20382522,117.53801609420783,0.33,14.507460175082088,0.001421940280124545,0.0011324574006721377,47.82740020751953,0.11472635772079229,5.273273144848645,0.682637369632721,0.2202776082307093,0.56040686,0.5834444239735603
0.16628566,0.0010261212587356593,0.39254132360219957,68000,0.017857004758552595,0.02138952982425686,0.05105503350496292,0.5388123318552971,10.420863939876048,0.20000413,116.98533613586426,0.34,14.50406382791698,0.001408294541761279,0.00023947478621266782,47.357566833496094,0.11232210863381624,5.276701343245804,0.6744834706187248,0.2204562057256703,0.56153834,0.5874527335166931
0.16159637,0.001025618195533751,0.391704847663641,70000,0.017758108032634536,0.021502213597297655,0.04931090222671628,0.5388766303658485,10.580452870037407,0.19640793,116.0581431465148,0.35,14.51829809229821,0.0014179826248437166,0.00019903428619727492,46.88153076171875,0.11037577483803034,5.279900867026299,0.6686518996953966,0.21628831164538875,0.5626993,0.5903609201312066
0.1572038,0.001028468728065488,0.39065831154584885,72000,0.01684473655594041,0.02160865986347206,0.047626286186277865,0.5389344036579132,10.73304745558506,0.19299756,114.71735901641853,0.36,14.564698562026024,0.0013708185870200396,0.0001986675342777744,46.436946868896484,0.10805467497557401,5.282439629081637,0.6625604033470154,0.21606861598044694,0.56377614,0.5911778256297111
0.1530771,0.0010262701511383053,0.3898444645106793,74000,0.017485745672485724,0.021595604062080324,0.045975187234580515,0.5390024170279503,10.862953557788083,0.18975773,113.49977529907207,0.37,14.563031494617462,0.0013588449219241738,0.00027936341939494014,46.01597595214844,0.10588778536766767,5.285885010380298,0.6554445698857311,0.2156223557293417,0.56484646,0.5923782616853714
0.14918546,0.0010274956226348862,0.38850023746490486,76000,0.01735520744009401,0.021624115943908676,0.044470109045505524,0.5391012907028199,10.967866829213952,0.1866497,112.51126270675658,0.38,14.561282424256206,0.0013464149087667465,0.00020069281163159758,45.64552307128906,0.10325498022139072,5.2892208797857165,0.6481174722313885,0.21660596043616584,0.5659025,0.5938627406954765
0.14550668,0.0010287011861801155,0.3871744975447655,78000,0.01828023143194151,0.02161103284358981,0.0428437034599483,0.5391587346792222,11.049795565307782,0.18366852,111.8729921035771,0.39,14.559340290725231,0.0013381129829213023,0.00022920622723177075,45.29192352294922,0.10093170050531626,5.292817892041057,0.6403475373983384,0.21952702277898842,0.5669764,0.5964664295315742
0.1420236,0.0010287623405456545,0.38593417778611183,80000,0.016743414828320903,0.021674084782600335,0.04135355995967984,0.5392273083329201,11.102740587216491,0.1807957,111.05486413955657,0.4,14.557755715213716,0.0013621165417134762,0.00023248835350386798,44.92471694946289,0.09813955873250961,5.2957380074076355,0.6349401891231538,0.22130378924310193,0.56800455,0.5977842330932617
0.13871682,0.0010294367074966443,0.38466590568423276,82000,0.016613998589222332,0.021755870580673194,0.03986373003572226,0.5393235489726067,11.124393816676832,0.17800775,109.9696237754822,0.41,14.555812394246459,0.0013068447588011622,0.0001891675783554092,44.63279724121094,0.09521511439234018,5.299149628262967,0.6277755588293082,0.22431993898749347,0.56895196,0.5978751227259635
0.13556723,0.0010316517353057858,0.38343352675437925,84000,0.017047160430112854,0.02173505473136899,0.03846028614789247,0.5393721982836723,11.127259900822537,0.17530224,108.80255118560791,0.42,14.554118155501783,0.0013016029261052608,0.00018911081133410335,44.35832214355469,0.09235461596399545,5.302706465590745,0.6213539734482766,0.22305995941162113,0.5698598,0.5981103241443634
0.13256781,0.0010294218063354491,0.38230060413479805,86000,0.01661784991913008,0.021679073572158845,0.036937315575778486,0.5394442528486252,11.130082445078049,0.1726835,107.62914751815795,0.43,14.552329364232719,0.0013289486523717642,0.000967945612501353,44.11930847167969,0.08956103026866913,5.307283520232886,0.6164906486868859,0.21813966092467324,0.5707477,0.5986297875642776
0.12971057,0.0010297219753265378,0.3813656948506831,88000,0.014898162451921939,0.021581753969192433,0.03583041671663523,0.5395116150379181,11.146145193413009,0.1701518,107.17545743560802,0.44,14.550469163805246,0.001295970636419952,0.00017943058628588915,43.89561462402344,0.08742326814681292,5.310832161922008,0.6080639168620084,0.21427336905896657,0.57161605,0.5999813541769982
0.12698148,0.0010221360921859714,0.3800628148019312,90000,0.014508768470026592,0.021402632832527142,0.03464864008128643,0.539564935863018,11.175434735297625,0.16769908,106.52088450241071,0.45,14.548699371516705,0.0012820962583646178,0.00028180921799503267,43.69754409790039,0.08511603325605392,5.313718528486788,0.6032761588692663,0.21119825293123717,0.57246655,0.6010264381766319
0.12436914,0.0010231415033340435,0.3790352545678614,92000,0.015076001230510878,0.02138457882404317,0.033431393560022116,0.5396143138408661,11.21548234940403,0.16532119,105.41434106445305,0.46,14.546944363974035,0.0012791295303031802,0.00042105658212676644,43.5258674621582,0.08307025693356991,5.317015061154962,0.6000395864248267,0.20721948480606125,0.5732062,0.6009978100657463
0.121868744,0.0010257922410965023,0.37815108969807615,94000,0.014061221973970554,0.021809807658195526,0.0323513307608664,0.5396793767809868,11.271801910942068,0.16301966,105.1127876167297,0.47,14.545577578246593,0.0012844223529100418,0.00025830481899902225,43.34437561035156,0.08088063672184945,5.320192931685597,0.5899710416793821,0.20291975331306417,0.5738758,0.6009715870022774
0.11947121,0.0010273538827896102,0.3766367413103578,96000,0.013650836373912154,0.02178127813339235,0.031155123887583614,0.5397458657622337,11.345029876567423,0.16079757,104.65450783538837,0.48,14.543671626597643,0.001330655999481678,0.1316125988960266,43.156864166259766,0.07913748510181903,5.323277087882161,0.5861436545848834,0.19774647767841874,0.57447666,0.6009502470493316
0.11717305,0.00103384530544281,0.37561169043183296,98000,0.012414751815842444,0.02179965448379517,0.030339781194925308,0.5398176595568657,11.423262640941315,0.15865375,103.99234954833959,0.49,14.543608180247247,0.0012624540831893682,0.00016063408111222088,42.96175003051758,0.07794479001313448,5.327258189208806,0.5828164592385291,0.19564757670462157,0.5750498,0.6009296864271164
0.11496438,0.0010327672958374064,0.37436753213405605,100000,0.013231080628000205,0.021910422801971422,0.029339044028893112,0.5398889139294625,11.501743672206066,0.15657823,103.56546059799184,0.5,14.57101944833994,0.001357631292194128,0.0004829495446756482,42.86102294921875,0.0764875765889883,5.330553860403597,0.575248447060585,0.1956886801347138,0.5756119,0.6009062543511391
0.11284119,0.0010294466018676758,0.37349969819188106,102000,0.011893642564537005,0.02177305221557622,0.02837191680446267,0.5399539798498154,11.587903109992423,0.15456049,102.57364025878914,0.51,14.635153883136809,0.001248080050572753,0.00015759379311930388,42.71013259887695,0.07477994430810213,5.334470758680254,0.5705748245120029,0.191199506290257,0.5761252,0.6008674874901772
0.11079906,0.0010349210500717203,0.37261345162987675,104000,0.013069542264682234,0.021880576372146607,0.02753818780183792,0.5400206297636032,11.683399715649319,0.15259385,102.6287418518068,0.52,15.434319362975653,0.0012342102127149701,0.0001562419201945886,42.601680755615234,0.07305864598602056,5.3388676722534,0.5668822184205042,0.1898819451928141,0.57658917,0.6008319064974785
0.10883236,0.0010359555482864372,0.3715678185224532,106000,0.012801715259323809,0.02197506308555609,0.026727425586432218,0.5400809988379478,11.778629227909585,0.15067628,102.14059000015276,0.53,15.615179948508738,0.001275378162972629,0.00018942035967484117,42.52106475830078,0.07120207510888577,5.342879064846784,0.5628613963723166,0.18690167503803967,0.5770424,0.6008007928729058
0.10693464,0.0010392975807189961,0.37046070843935003,108000,0.013007144198403698,0.022028289437294065,0.02585778464563191,0.5401395782828331,11.869960032234138,0.1487957,102.24863362121609,0.54,15.792275592684746,0.0012847604230046272,0.00018461390573065728,42.53470993041992,0.0693241035565734,5.348505720030516,0.5559250503778453,0.18697465250641138,0.5775198,0.6007662430405617
0.10510636,0.0010377478599548334,0.36930715367197975,110000,0.012711046373704446,0.022137813210487366,0.025074973423033952,0.5401966407895088,11.959386484552589,0.14695683,101.827737575531,0.55,15.847018733620644,0.001244329963810742,0.000139166324515827,42.50303268432617,0.06712282560765744,5.353279667906463,0.5522188842296591,0.18577856452763158,0.5779887,0.6007292956113816
0.10334415,0.0010372596979141176,0.36806690990924834,112000,0.012155930730979881,0.02200669109821321,0.02446448979899287,0.5402620270848274,12.04528826005433,0.1451542,101.1976500778194,0.56,15.92347202822566,0.0012173918075859547,0.0001320376031799242,42.43073272705078,0.06540120281279087,5.357311095576733,0.5456286236643787,0.18690042355656625,0.5784656,0.6008238419890404
0.10164502,0.0010383538007736192,0.3672365382313727,114000,0.013493613633210748,0.0220919390916825,0.023846362810581924,0.5403183102607727,12.141545516082106,0.14339606,101.06039444732673,0.57,16.047271573916078,0.001236463664099574,0.00036220901529304683,42.35203170776367,0.06331131588667631,5.361129972152412,0.540920476615428,0.18256227454543136,0.5789661,0.6014709562063217
0.1000015,0.0010371577739715584,0.36609517708420747,116000,0.015206654394161833,0.02198953449726099,0.02330899303779006,0.5403766572475434,12.249796233159335,0.14167836,101.35035525512711,0.58,16.976289404556155,0.001220129313878715,0.00014608386845793575,42.349510192871094,0.062226062547415494,5.365152144804597,0.5363597854971883,0.1793350145518783,0.57946354,0.6024430602788925
0.098407,0.0010384542942047145,0.36535076498985286,118000,0.017652601320529305,0.022022025585174552,0.022509786998853087,0.5404474049806595,12.366162786203228,0.13999051,101.80905596160869,0.59,17.481167754158378,0.0012137052835896611,0.00013522757217288017,42.47364044189453,0.06039156792685389,5.369408987462521,0.531432849168777,0.17790184321254476,0.57995987,0.6031469225883483
0.09685903,0.0010367736816406239,0.3644279681146144,120000,0.018176342733087932,0.022034153699874885,0.02164394031278789,0.5405168533325195,12.467710957285016,0.13833266,101.06730831146237,0.6,17.649117717519403,0.0012064437614753842,0.00012978565064258873,42.613311767578125,0.05849984548985958,5.373836727812886,0.5252560064196585,0.17926695482432875,0.5804454,0.6037932083010673
0.09536002,0.001036203622817992,0.3629768334329126,122000,0.016390546180191423,0.02209782111644741,0.02085216687992215,0.5405758410692215,12.57862514525871,0.13671441,100.61140773391719,0.61,17.96081750653684,0.0012095551937818527,0.00012685928959399462,42.70845413208008,0.05669403588399291,5.377132759895176,0.5228607714176178,0.17044954482466002,0.58090985,0.6041647881269455
0.09391012,0.0010433772802352934,0.3617313794791698,124000,0.018211824089987224,0.02212010669708246,0.020315746031701564,0.540650126338005,12.70077530027797,0.1351408,101.07618855285646,0.62,18.30641385167837,0.0012933964608237147,0.0008907406008802354,42.828269958496094,0.055650404281914236,5.381015525199473,0.5176044419407844,0.16805859619379082,0.5813199,0.6041520968079567
0.09250606,0.0010774587392807008,0.36100491955876346,126000,0.018739653600845504,0.025281082391738926,0.01985276322811842,0.5407005444169044,12.824423065813223,0.13360839,100.4242831344605,0.63,18.946264078840613,0.0012113210977986455,0.00011492336489027366,42.94968032836914,0.05461264541372657,5.385354359168559,0.5130222737789154,0.1663361351639031,0.5817403,0.6042568847537041
0.091145605,0.001094736456871038,0.36039501056075096,128000,0.017339100376120815,0.026936819911003076,0.01942887492477894,0.5407931745052338,12.946618895391348,0.1321153,99.37967010116587,0.64,19.326615286991,0.0011828630231320858,0.000201034577912651,42.98674392700195,0.053816329874098304,5.389843275770545,0.5096750408411026,0.16220166836678993,0.58216864,0.6045913100242615
0.0898251,0.001092927575111391,0.3592995084822177,130000,0.016253565154154784,0.025977784872055106,0.018987660901620983,0.5408781498670578,13.059852718020027,0.13065132,99.06284404373183,0.65,19.33741527609527,0.0012297079665586352,0.0006429125205613673,42.97932052612305,0.05283103883266449,5.393653432838619,0.5055783793330186,0.16075886114686655,0.5826349,0.6053107649087905
0.08854462,0.0010944440364837695,0.3583314217627047,132000,0.015077225961023937,0.026591200828552222,0.018474834458902478,0.5409917265176774,13.18324894559503,0.12921825,98.90102586364779,0.66,19.43850228562951,0.0012045925250276923,0.00011335905583109707,42.93844223022461,0.05147444838657975,5.3982253186404705,0.5013500839471815,0.15457772110402626,0.5830819,0.6073751538991928
0.08730235,0.001099229931831362,0.3568276390433309,134000,0.015801518879132326,0.026588297247886663,0.01809356170706451,0.5410878598690033,13.301339753200871,0.12781146,99.20698987960793,0.67,19.675007648766037,0.001187172718346119,0.00012647031689994037,42.9222526550293,0.050312914233654735,5.40257494430989,0.49612158387899374,0.15562326627224696,0.5834512,0.607351978123188
0.0860952,0.001104047536849972,0.35621045604348184,136000,0.017151392012718137,0.026868762254714938,0.01771588996052742,0.5411761984229088,13.418911975021635,0.12643035,99.66126318740838,0.68,20.09621514007449,0.0011932856868952513,0.00012409474584273994,42.951663970947266,0.04888712326064706,5.40651420596987,0.4921657927334308,0.152454881004989,0.58379495,0.6073258593678474
0.08491988,0.0010951513051986692,0.35545768737792965,138000,0.015366216131020337,0.02659533035755159,0.017270118556916715,0.5412755459547043,13.536758192956952,0.12507708,99.23521933364907,0.69,20.213278848677874,0.0012027057819068432,0.00012496883573476225,42.96398162841797,0.04762059925124049,5.41186094051227,0.4896154254674907,0.149398301593959,0.5841376,0.6072994709014893
0.08377731,0.0010962326526641844,0.35441644936799993,140000,0.016530224782298354,0.026861698031425452,0.01676285811699927,0.5413464844226837,13.653353937218586,0.12375749,99.007159526825,0.7,20.353826601058245,0.0012284725671634078,0.00014670976088382304,42.95545196533203,0.04662160594016314,5.416137434076518,0.48702783510088915,0.14909637295454733,0.5844191,0.6072760313749314
0.082663245,0.0011009329557418802,0.353298033773899,142000,0.018595941744744788,0.025536383867263767,0.016396333277225495,0.541444256901741,13.759007139955877,0.12247272,98.1211916999817,0.71,20.34899960272014,0.0011613934766501188,0.00010502422082936391,42.98723220825195,0.04591801520437002,5.421805568039417,0.4818316444754586,0.15234316577017307,0.5847086,0.6072536781430244
0.081577845,0.0010989173650741576,0.35239233523607255,144000,0.017566950737382292,0.02718722343444829,0.015834978967905044,0.5415501743555069,13.865727699196507,0.1212179,97.27420407867442,0.72,20.41769460774958,0.0011640687007457018,0.00013440655311569571,43.016204833984375,0.04543833900243044,5.427675985265523,0.47877099364995945,0.1479834281429647,0.5850046,0.6072269380092621
0.08051917,0.0011061718463897653,0.3517619997262954,146000,0.01760015713365275,0.02594813644886015,0.015395974833518266,0.5416497409343719,13.97844145606671,0.11998833,97.78769832611054,0.73,20.77227383852005,0.0011497820960357785,0.0001725081237964332,43.07284164428711,0.04473496228456497,5.433795892167836,0.47382492274045934,0.14365950043499506,0.58531743,0.6072011649608612
0.079483904,0.0011002808809280394,0.3509356729686259,148000,0.01749745776911737,0.026872626662254297,0.014927298435941339,0.5417375504970551,14.086601710951072,0.11877601,96.7689278450014,0.74,20.872565964236856,0.0012736176140606403,0.00012938471627421677,43.1526985168457,0.04387762704864144,5.439668847247958,0.47049898579716626,0.14302780803293055,0.58568466,0.6078962698578835
0.07847179,0.0011110819578170753,0.35019839778542516,150000,0.01853888298582752,0.025913675308227548,0.014341696701012551,0.541852605342865,14.193696277359358,0.11757968,96.53939816284164,0.75,20.92315829358995,0.001214964548125863,0.004460823256522417,43.22882843017578,0.042551448382437226,5.445926531683654,0.4679062232375143,0.13979628157615712,0.5860511,0.6084041744470596
0.077482305,0.0011065306663513147,0.3490161687135696,152000,0.01724501077074091,0.025632540822029128,0.013778411597013474,0.5419291198253632,14.301963687549826,0.11640268,97.13207336425818,0.76,21.03985114954412,0.0011976856039837003,0.00011657789582386613,43.31943130493164,0.041169997025281194,5.450626963283867,0.4635357134044165,0.1382805918678638,0.58635,0.6083836004137992
0.07651556,0.0010975766181945835,0.3482518203556536,154000,0.015626272768480748,0.025982822656631408,0.01325045651756227,0.5420552223920823,14.400771354186112,0.11524313,96.28133150863654,0.77,21.052076295018196,0.0013324272586032748,0.0015364410355687141,43.368045806884766,0.04015283547341823,5.458148114848882,0.4591779835522174,0.1373918239548803,0.5865854,0.608365124464035
0.07556927,0.0010967153310775786,0.34727959483861925,156000,0.01877608835743743,0.026565669059753418,0.012836294551379978,0.5421534538269043,14.499269225634634,0.11409948,96.28124606323232,0.78,21.1298163048923,0.001138334977440536,9.80206168605946e-05,43.461402893066406,0.03903454402461648,5.4664041846990585,0.4573498122394084,0.13651634705811766,0.5867673,0.6083507016301155
