eval/M_mean,eval/M_high,eval/sd_low,eval/R_high,eval/M_low,eval/D_high,train/pde_loss,eval/R_mean,train/epoch,eval/D_low,eval/D_mean,eval/ci_range,train/sol_loss,train/progress,eval/R_low,train/theta_loss,train/gls_loss,train/time,train/mse,train/callback_time,eval/sd_mean,eval/sd_high
0.811584,0.8306977868080139,6.905947939958423,0.8411039933562279,0.791868095099926,12.791712498664856,0.06808161187358197,0.8325116,22000,9.035375499725342,10.883699,42.3330078125,0.4028637259602552,0.11,0.8223922312259674,0.0014516013907268643,206.1547691726682,0.022797069668769876,0.0021684556268155575,0.0009810811281204194,7.106179604073986,7.474092883057892
0.8321648,0.8730248287320137,6.92038944689557,0.839859738945961,0.7932717069983483,16.862908029556273,0.0570596674839036,0.8295316,24000,9.13017134666443,12.932054,39.96780014038086,0.3648820576220747,0.12,0.8190245851874352,0.001256937743164599,191.8038883590702,0.022545731425285383,0.0019457840826362371,0.000989491820335387,7.736107194796205,8.79961394239217
0.8520073,0.9051388680934906,6.930951157119125,0.8391498029232025,0.7947436541318893,19.909224414825438,0.053125031894538426,0.8291276,26000,9.222238087654114,14.824782,38.79912567138672,0.33361249251663705,0.13,0.8188950151205063,0.001966077834367752,178.8778804168708,0.022484900355339114,0.0020878715440630913,0.0009907023906707776,8.417272198013961,10.176902543753386
0.86815166,0.9244284927845001,6.937453534919769,0.8397187143564224,0.7955863818526268,21.750622987747192,0.0500261759366839,0.8304142,28000,9.304239559173585,16.375841,38.01728820800781,0.3098038192093374,0.14,0.8193968787789345,0.0004439666518010199,169.53503263092003,0.02220504093170164,0.0016805004561319947,0.0009926809072494463,8.99335132073611,11.345417937263846
0.8815347,0.9417143136262893,6.946181901730597,0.8420349851250648,0.7965269416570664,23.716265964508057,0.049047950995620294,0.83201134,30000,9.389603757858277,17.694872,38.040626525878906,0.2986369513422245,0.15,0.8198344826698303,0.00047417590394616127,164.5434303970343,0.022251806497573814,0.0016808711225166917,0.0010022660493850739,9.471113842446357,11.559261661022902
0.89287746,0.9544428795576095,6.952212960459292,0.8432327151298523,0.797661554813385,25.793955326080322,0.04527906581386928,0.83330745,32000,9.492586779594422,18.907671,37.87028884887695,0.2802112598717218,0.16,0.8201832890510559,0.0039867861196398735,159.94799883270332,0.022121670126914916,0.0018661601934581995,0.000993754506111146,9.939562420205524,12.528523476794362
0.9026373,0.9650807440280914,6.957929139025509,0.8434344619512558,0.7987950474023819,27.64970245361328,0.0423165135686286,0.834125,34000,9.599095320701599,20.06291,37.735939025878906,0.26422113375365697,0.17,0.8205974265933037,0.0003583154466468841,155.14770851135253,0.022290236949920654,0.001539458753541112,0.0009921562671661385,10.485379659238138,14.485470484942198
0.9116576,0.9794984370470047,6.963368772994727,0.843311159312725,0.7998228579759598,30.324300670623778,0.03875513688661149,0.8344544,36000,9.68370008468628,21.236055,37.82127380371094,0.2532115104198455,0.18,0.8210228443145752,0.0011562514118850231,149.87383003997834,0.02252260017395024,0.0016445579240098596,0.0009949229955673216,11.061827857745811,15.238230605609715
0.92019695,0.9914646834135056,6.972035998478532,0.843208484351635,0.8008645281195641,32.568736934661864,0.034123999893898124,0.8342906,38000,9.794623708724975,22.436085,37.95499038696289,0.23094501905888346,0.19,0.8212970659136772,0.0006421275902539492,146.23353759765573,0.022921790242195195,0.0015101484023034573,0.0010010806322097773,11.738835611328897,18.47319877706468
0.9282465,1.0038862198591232,6.97907799622044,0.8430879130959511,0.8017736583948135,35.08053178787231,0.031554992192890485,0.8339275,40000,9.897318077087402,23.644144,38.17705154418945,0.21427288597077135,0.2,0.8215142771601677,0.00029775724397040904,143.623227722168,0.022852364897728024,0.0015731282765045762,0.0010069072246551476,12.515185234462843,19.92350560612976
0.9358997,1.0146012425422668,6.987030326854438,0.8429871365427971,0.8028922349214553,37.654539585113525,0.029478229367639896,0.8332997,42000,9.96661925315857,24.869343,38.321014404296875,0.207496925853193,0.21,0.8214867785573006,0.00025708836619742215,140.90667927551257,0.022858506083488484,0.001515328069217503,0.001015477657318115,13.225444829895753,20.4904081299901
0.94315267,1.0247779428958892,6.994786043651402,0.8428939655423164,0.803732217848301,40.067070960998535,0.021616876727901378,0.8324591,44000,10.092816805839538,26.102005,38.20676803588867,0.18990938612818734,0.22,0.8202340260148049,0.00028984530945308506,137.52803786468505,0.022891955256462003,0.001501321094110608,0.0010144894123077339,13.898568817530759,21.654143044725057
0.95021087,1.0369782119989395,7.0025458466261625,0.842830128967762,0.8047043323516846,43.17560892105102,0.023934265111805898,0.8312255,46000,10.182126235961915,27.382034,38.33329772949219,0.1926991317123178,0.23,0.8153696343302727,0.0005098324036225677,133.17735520172178,0.022805630803108243,0.0014164351159706712,0.0010084817409515378,14.386511110521566,21.613247226923704
0.95669264,1.0413823693990707,7.012593396939337,0.8427540212869644,0.8058557763695717,44.65926008224487,0.021722078022081467,0.83008826,48000,10.260796570777893,28.607183,38.48918533325195,0.17815616407990517,0.24,0.8136175617575645,0.0011058178497478366,131.61749474334772,0.022959411025047338,0.0013802724424749613,0.001017838120460508,14.875754136492365,21.90488213673234
0.96292776,1.0511459946632384,7.0221082656644285,0.8426903575658798,0.806772954761982,45.83788547515869,0.021340419627493216,0.8286192,50000,10.353947043418884,29.74944,38.83545684814453,0.16805058498680608,0.25,0.8071267664432525,0.0006146617233753204,131.71017838287335,0.022973529934883097,0.0013539036735892296,0.001010771751403807,15.402002991270274,22.855566069483757
0.96879303,1.0575516521930695,7.03124733408913,0.8426331922411918,0.8079207792878151,47.556648921966556,0.023185955372173342,0.827483,52000,10.457041382789612,30.854467,39.24198913574219,0.1643917235061523,0.26,0.8066590785980224,0.0007781932363286614,130.28075368499796,0.02298653662204741,0.0013324387837201357,0.001014265060424807,15.830745306418976,22.845612792298198
0.9742831,1.0628239184617996,7.038255117367953,0.8425714135169983,0.8088967144489289,48.16450662612915,0.022016539929201842,0.8265244,54000,10.562230443954467,31.863235,39.51207733154297,0.15919521754235014,0.27,0.806651546061039,0.000881343090441078,128.4915407257077,0.022901913523674017,0.0013047088868916035,0.00100775599479675,16.19422122077359,22.83940934576094
0.9794005,1.0666253089904785,7.0472904946655035,0.8425168693065643,0.8099968001246453,48.2219838142395,0.018487557140877523,0.8255257,56000,10.677415132522583,32.754982,39.7769775390625,0.15220120274275548,0.28,0.8057483360171318,0.00021572411060333252,126.78770721435521,0.022742255449294983,0.0013171544997021556,0.0010074113607406604,16.559563173265715,22.928806813433766
0.98408943,1.0691534370183944,7.061551418155432,0.8424639031291008,0.810796496272087,48.2134877204895,0.01839820327446798,0.8242484,58000,10.793358039855956,33.51213,40.09669494628906,0.15052122896909703,0.29,0.8011699870228768,0.0002784653624985367,125.64256072998046,0.022804176926612785,0.0012831540079787374,0.0010094485282897917,16.917412543350732,23.36023235693574
0.988317,1.069566187262535,7.082070142496377,0.8424188524484635,0.811420239508152,48.20461015701294,0.014023946004221223,0.82284856,60000,10.90462167263031,34.127163,40.23186111450195,0.14535908941924633,0.3,0.7964443296194077,0.00040963490027934313,124.84801668548602,0.02282113003730775,0.0012971559772267938,0.001007354736328126,17.233709299261683,23.379509802907705
0.9923357,1.0722503900527953,7.104376202914864,0.8423697277903557,0.8125272795557976,48.19794492721557,0.01534338487754576,0.8214552,62000,10.976198148727416,34.632557,40.40865707397461,0.15485116863250714,0.31,0.7937900066375733,0.00020996663079131395,123.88135708618144,0.023028999805450426,0.0012357254745438695,0.0010071479082107548,17.460702499175177,23.374102963134646
0.99621123,1.077191200852394,7.115110999438912,0.8423170611262322,0.813692507147789,48.19102849960327,0.012896616926416735,0.81997246,64000,11.06245687007904,35.06723,40.579593658447266,0.1574791548103099,0.32,0.7891123026609421,0.00013299185957293957,121.28603997421266,0.022975435733795197,0.001221436308696866,0.0010094531774520858,17.594002879288215,23.368841456249356
0.9998646,1.0802126199007034,7.124444504734129,0.8422641173005104,0.8148293703794479,48.183968257904056,0.010690334957907898,0.8184,66000,11.186693954467774,35.40473,40.7335205078125,0.14676679861545538,0.33,0.7844432562589645,0.00012823025463148952,121.76981177520756,0.02296704781055451,0.0012245060643181205,0.0010124384164810162,17.764394347414214,23.363073030486703
1.0035025,1.0861136227846147,7.132498791906983,0.8422088131308556,0.8158041253685951,48.17546825408935,0.014661655125208208,0.81662387,68000,11.260048699378967,35.707787,41.11534118652344,0.14469968385994383,0.34,0.7760193750262261,0.00031967967515811324,120.44733334732045,0.022927833676338147,0.0012250436702743173,0.001006664991378781,17.926800263560533,23.35668932646513
1.0070802,1.0927389979362487,7.141325110569596,0.8421628549695015,0.8165179580450058,48.1687427520752,0.01577958532690538,0.8148854,70000,11.374857020378112,35.970882,41.47093963623047,0.13821975991874919,0.35,0.7734792798757553,0.0035998038947582245,118.61809027481078,0.02297692155838013,0.0011502153938636184,0.0010110938549041757,18.067868985366076,23.35266824811697
1.0106503,1.099463939666748,7.152375462464988,0.8421236529946328,0.8174660950899124,48.161040210723876,0.015950697790598548,0.8130198,72000,11.470774102211,36.17477,41.748260498046875,0.13796566032618274,0.36,0.7673290863633155,0.0015633122529834509,115.87622999954218,0.02296645736694337,0.001264452817849815,0.0010089744329452516,18.171594431498445,23.347350396215916
1.0140978,1.1031969875097274,7.161653065122664,0.8420710593461991,0.8184823796153069,48.15199584960938,0.01586251968983561,0.8110757,74000,11.543743562698365,36.319916,41.908348083496094,0.13534301675483573,0.37,0.7614398509263992,0.0005164081230759621,112.55020677947962,0.02292169344425207,0.001137535204179585,0.0010064980983734149,18.281304090370046,23.34235697053373
1.0174608,1.106203442811966,7.171375630423427,0.8420283377170563,0.8194249868392944,48.14507427215576,0.015927219186443808,0.80898285,76000,11.659343886375428,36.415638,42.094886779785156,0.1324546711742881,0.38,0.7536452919244766,0.00015652106958441436,111.67801558303836,0.022815794587135285,0.0010927937692031264,0.0010024436712265034,18.41348544227159,23.336817510426044
1.0208378,1.1145302295684814,7.18087573768571,0.8419804081320763,0.8205441653728485,48.13737955093384,0.013755881794611903,0.8066849,78000,11.761669945716859,36.474766,42.2132682800293,0.13027682366594678,0.39,0.7442052647471428,0.00012053929822286591,109.16083101272561,0.022766277551651004,0.001078947214409709,0.0010044018030166645,18.51157325514239,23.331717401742935
1.0240966,1.1181243479251861,7.190750038716942,0.841920904815197,0.8215838208794594,48.13137617111206,0.010187620792887183,0.8042746,80000,11.865657711029053,36.510277,42.25276184082031,0.12566943537443928,0.4,0.7353681340813637,0.0006224203389137983,106.03305694198606,0.02283377528190614,0.001109134522266686,0.0010046606063842751,18.578962078737096,23.326473170891404
1.0271782,1.1194385409355163,7.205841108225286,0.8418774127960205,0.8225439384579658,48.125936126708986,0.010380000424105681,0.8018466,82000,11.989754724502564,36.514595,42.300601959228516,0.12852412892878107,0.41,0.7297661155462265,0.0013882105704396963,106.13616750717186,0.02277743339538573,0.0010701642604544759,0.001001465201377869,18.62578024599521,23.32129213027656
1.0300673,1.119809877872467,7.229255884885788,0.8418215304613114,0.8234426900744438,48.11886682510376,0.00836294405069204,0.7995314,84000,12.086664652824402,36.495705,42.329185485839844,0.1269523278325803,0.42,0.7281818836927414,9.771648910827935e-05,104.66002062225337,0.022789570331573503,0.0010640237014740705,0.0009996118545532236,18.650339978266857,23.317829333245754
1.0328617,1.120955190062523,7.249719742685556,0.8417773365974426,0.8242581024765968,48.11176166534424,0.00932955953781496,0.79714954,86000,12.19089879989624,36.477486,42.39265060424805,0.12870389441773322,0.43,0.7232750907540322,0.0022592179011553526,103.7873759841917,0.022676173210144045,0.0010597025975584984,0.0010005518198013274,18.670234588722728,23.314157780259848
1.0357362,1.1269048273563385,7.268428010866046,0.8417342960834503,0.8256589964032173,48.10481042861938,0.009397899019066203,0.7946973,88000,12.270543599128723,36.46262,42.44990158081055,0.13183308790624126,0.44,0.7168503195047379,0.00019024606444872916,101.77854516983015,0.022724942922592157,0.001026416546665132,0.000996647357940681,18.648066448636683,23.31049218773842
1.0385948,1.134917390346527,7.298432127572596,0.841702064871788,0.8265836983919144,48.098564529418944,0.008937014360097223,0.79223675,90000,12.377437281608582,36.452713,42.4753532409668,0.13597959238290794,0.45,0.7098247215151787,0.00011216042912565172,99.84720059967042,0.022821355342864964,0.0009970403043553233,0.0009976935386657735,18.612506713891136,23.307330859825015
1.041412,1.1383800953626633,7.32459956780076,0.8416538491845131,0.8274599134922027,48.09294347763061,0.009860362396226268,0.7898514,92000,12.49326641559601,36.448742,42.55069351196289,0.13595470203459256,0.46,0.7071775704622268,8.18053085822612e-05,97.94130244064326,0.02290349578857423,0.0009825837332755327,0.0010048824548721312,18.56098408856067,23.303741263225675
1.0441674,1.1422201961278915,7.371735782362521,0.8416053056716919,0.8282753154635429,48.08433990478515,0.008058772256481479,0.7874999,94000,12.591129446029663,36.45586,42.61396026611328,0.13532919725030673,0.47,0.7040147632360458,8.141233411151916e-05,95.76392473602289,0.022812282085418644,0.0009763748967088759,0.001000040411949159,18.5008595319641,23.300450993701816
1.0467931,1.1436509013175964,7.417167525272816,0.841563893854618,0.8290784746408463,48.07732391357422,0.00879049224674236,0.7852042,96000,12.685664916038514,36.466206,42.680877685546875,0.13173172285407775,0.48,0.7015830680727959,0.00012726668501272798,94.67569524002094,0.022754999041557318,0.0009586772648617625,0.0009996237754821744,18.45082751138283,23.2970361597836
1.0494184,1.1458453774452209,7.474150392226875,0.8415129244327545,0.8298664137721061,48.07093830108643,0.007711018626578188,0.7829611,98000,12.794094347953797,36.479336,42.75028610229492,0.1296745494678618,0.49,0.6986633867025376,0.0003776738012675196,93.16108803939815,0.022830579280853313,0.0009651255095377564,0.0009978066682815522,18.39956979192077,23.293597996234894
1.0519717,1.1509399920701981,7.532029005233198,0.841465063393116,0.8310551598668099,48.063545608520506,0.007064359633659471,0.7808645,100000,12.902368974685668,36.493347,42.75119400024414,0.13315126226842475,0.5,0.6984210520982742,0.0037895338609814644,91.85631485366814,0.022728299260139473,0.0009710713638924062,0.0009937423467636136,18.315200159919915,23.29087541438639
1.0545071,1.153851518034935,7.568672671914101,0.8414236977696419,0.8321284294128418,48.05649967193603,0.009275796774367344,0.77887404,102000,13.013664031028748,36.514626,42.78974914550781,0.13490401855111128,0.51,0.6982333049178123,0.00043438852299004793,91.2458052101136,0.022650762319564862,0.0009316576761193573,0.0009873563051223798,18.218131882104476,23.287522234022617
1.057049,1.1580288141965867,7.6515709748491645,0.8413780361413956,0.832886628806591,48.04968004226684,0.00828325749037326,0.7770357,104000,13.091778683662415,36.540977,42.8059196472168,0.13361324565112587,0.52,0.6982526749372482,0.00040349754272028804,89.86517530441276,0.022840084910392754,0.0009277957724407315,0.0009898636341094942,18.114609510238683,23.284236062318087
1.0595956,1.1635134398937226,7.717496086843312,0.8413325101137161,0.8339456900954246,48.041195964813234,0.008059752787463348,0.7753024,106000,13.202213954925536,36.569782,42.75324249267578,0.13292927770316637,0.53,0.6982746124267578,0.00011834106408059597,89.13974351119963,0.022796900033950837,0.000914714066311717,0.000993554711341859,18.004057139558935,23.28133308328688
1.0622175,1.1684336453676223,7.7774929464794695,0.841290794312954,0.8350651398301124,48.03364562988281,0.010494464936200527,0.773592,108000,13.293244624137879,36.614002,42.72423553466797,0.1370760543271905,0.54,0.6981492608785629,9.17329452931881e-05,87.61489731216427,0.022890494942665165,0.0009054256370291114,0.000992730021476749,17.875439318849452,23.27764634974301
1.0649406,1.1792294651269912,7.840157020837069,0.8412400424480438,0.8362825974822045,48.02507734298706,0.01210648704017513,0.77188194,110000,13.382546257972717,36.668568,42.769935607910156,0.13529570212960249,0.55,0.6973590746521949,0.00010351631499361247,86.94674163055458,0.022959069371223394,0.0008807171834632754,0.0009948220252990754,17.744610665728235,23.273662012070417
1.0678042,1.188096934556961,7.884331489913166,0.8411936268210412,0.83697779327631,48.01663236618042,0.01513518637535162,0.77016103,112000,13.4811461687088,36.73938,42.850318908691406,0.13627030757069622,0.56,0.694945402443409,0.00011387348058633506,86.0716397094728,0.02294422519207003,0.0008869023877196014,0.0009981342554092392,17.609945598098896,23.270244197919965
1.0708495,1.201766377687454,7.968817837536335,0.8411488622426987,0.8375673100352288,48.00816822052002,0.017366901140077964,0.7683648,114000,13.599335217475891,36.83233,43.00428009033203,0.13601789592951505,0.57,0.691303439438343,0.00038240302819758654,84.97093226623542,0.024004069685935946,0.0008547167526558042,0.001040133833885191,17.47131348770865,23.26682135462761
1.0741075,1.21475949883461,8.009353745728731,0.8411143496632576,0.8389320448040962,47.99905204772949,0.017047720432048656,0.7664516,116000,13.711689376831053,36.942398,43.1607666015625,0.13322303402423916,0.58,0.6838545188307762,0.00043631670996546745,82.95459163665794,0.024059913516044574,0.0008557816036045551,0.0010416065454483012,17.33344263890952,23.26296791434288
1.0775884,1.2319708198308945,8.080114517360926,0.8410716161131859,0.8403039276599884,47.98870077133178,0.019471239192760514,0.76443815,118000,13.78575656414032,37.073246,43.32881164550781,0.13324892867356464,0.59,0.6740965873003006,0.0012480885488912463,81.25568858718864,0.024077870130538963,0.0008417450007982552,0.0010423941612243653,17.188692036607513,23.259859532117844
1.0813818,1.2490759789943693,8.11563681345433,0.8410214811563492,0.8413011521100998,47.978432178497314,0.020976475663366717,0.76229656,120000,13.876210522651673,37.233944,43.50689697265625,0.13143406751751902,0.6,0.665371659398079,0.00010282524453941733,78.68502201461786,0.024063089489936886,0.0007767820497974753,0.0010393545627594002,17.03810743235983,23.25659622438252
1.0855554,1.2735224038362503,8.14647909719497,0.840982335805893,0.8426774278283119,47.96927289962768,0.022501853356836344,0.7600053,122000,13.992561388015748,37.419796,43.70262908935547,0.12730928734690042,0.61,0.6545806735754013,0.0004610775504261255,76.4790542678835,0.02394515979290008,0.0007590927998535335,0.0010378060340881369,16.88896319107609,23.25311303138733
1.0901425,1.2995529472827911,8.182203071191907,0.8409480452537537,0.8437077805399895,48.13657884597778,0.022701077183475714,0.75755364,124000,14.108992958068848,37.629257,43.90945816040039,0.12168853007629502,0.62,0.6427490144968033,0.00018364291463512927,73.91287121581993,0.023980668902397143,0.000791262777056545,0.001037826061248778,16.750222968519665,23.250519298017025
1.095203,1.3300143718719482,8.215237455442548,0.840898934006691,0.844475981593132,48.640127372741695,0.023072465058998178,0.7549801,126000,14.203200602531433,37.868103,44.13812255859375,0.11945476572960609,0.63,0.6300631836056709,0.00034031993709504604,71.76506560134882,0.02383856093883519,0.000708513252902776,0.0010262424945831263,16.61355363669858,23.247052263468504
1.1007116,1.3640509963035583,8.260870981030166,0.8408559575676918,0.8453178986907005,50.57591180801391,0.02187266915244987,0.7524168,128000,14.332198786735535,38.12583,44.36418151855469,0.11491965856775657,0.64,0.6199152290821075,0.00012752506881952286,68.98309635925284,0.02391301465034484,0.0007694053347222507,0.0010381741523742653,16.47509891765744,23.244636692106724
1.1066625,1.3973920524120331,8.312954287976027,0.8408160790801048,0.8464221864938736,51.942754840850824,0.020474396093981276,0.7498631,130000,14.426164746284487,38.392654,44.56341552734375,0.10833803108334521,0.65,0.6160438060760498,0.00016549861175008118,66.44672745323172,0.023912904739379886,0.000650258269160986,0.0010391104221344025,16.341179278772323,23.242521984502673
1.1130234,1.4304184854030608,8.339382149279118,0.8407726436853409,0.8480643510818482,52.975934219360354,0.0215941104409285,0.74733645,132000,14.543802547454835,38.674004,44.755149841308594,0.10417176940664656,0.66,0.6115599110722542,0.03125846013426781,64.49248946380635,0.024062082529067996,0.000755630957428366,0.0010483654737472512,16.210249028717435,23.24025360867381
1.1197256,1.4651548147201536,8.39963189791888,0.8407281801104546,0.8488395020365715,54.21909389495849,0.020242975811241227,0.7448492,134000,14.655670642852785,38.96383,44.94927215576172,0.1004447807259857,0.67,0.6082369580864906,8.017026993911713e-05,62.420756643295285,0.02405412805080415,0.0005996012478135526,0.0010452439785003675,16.081070381886605,23.237604647874832
1.1266901,1.4973248332738875,8.359939861111343,0.8406958639621734,0.8502122059464454,55.37071142196655,0.021343743680743498,0.7424158,136000,14.776580452919008,39.265778,45.18474197387695,0.09853042253479372,0.68,0.6053698495030403,0.0003641242510639131,60.70211292076114,0.023945307135582013,0.0005781837971881032,0.0010493683815002424,15.950496271252632,23.234969936311245
1.1338619,1.5245559126138686,8.292793296277523,0.8406409710645676,0.8513310343027115,56.58698968887328,0.020918127991259118,0.7400623,138000,14.879954600334168,39.577953,45.3997917175293,0.09597788356617068,0.69,0.6040519937872887,0.005259872879832983,59.18687379074097,0.024072258710861216,0.0005848457803949714,0.00104682672023773,15.821127224184762,23.232070868834853
1.1412656,1.5494264364242554,7.910093828104436,0.8405983537435532,0.8524967089295388,57.658605575561516,0.022206213271478217,0.7378153,140000,14.979522085189819,39.903385,45.654579162597656,0.09601423195377012,0.7,0.6040127038955688,5.7597037084633484e-05,57.95974271583555,0.02362444913387301,0.0005889555322937667,0.001024948716163636,15.690946236636956,23.228809237480164
1.1489371,1.576993590593338,7.648380263708532,0.840558597445488,0.8540839105844498,58.92560901641845,0.02079851240070998,0.73566103,142000,15.067051625251771,40.228947,45.91350173950195,0.0929537934884432,0.71,0.6039959162473678,0.0005362485535442829,56.21663892936699,0.023224640369415215,0.0007019410841166973,0.0010073952674865732,15.559235716250068,23.224765295162797
1.1568677,1.6075607895851136,7.350278401281685,0.8405084609985352,0.855199059844017,59.89112739562988,0.020892162234988028,0.73358315,144000,15.188393330574037,40.561646,46.231101989746094,0.08958076514676204,0.72,0.6040132626891136,0.001071927952580154,54.25120290565487,0.0234205815792084,0.0005712286219932139,0.0010099676847457923,15.42626398061252,23.22156149893999
1.1650153,1.6391648948192594,7.148863049224019,0.8404693022370339,0.8559763744473458,60.804189872741695,0.022029280411312344,0.7315841,146000,15.27903401851654,40.89976,46.60691452026367,0.08733180908113732,0.73,0.6040320307016372,7.178580563049763e-05,52.31245837402345,0.023355494141578684,0.00046098424354568124,0.0010086641311645502,15.29112492026835,23.217946477234364
1.1734124,1.6672477424144745,6.916585506405681,0.8404284760355949,0.8571603387594223,61.75803909301757,0.022257775825681246,0.72961986,148000,15.396870326995852,41.251507,47.00092697143555,0.08499566412344577,0.74,0.60399731695652,0.0007689935155212879,50.278545516967775,0.02355903208255769,0.0005650182720273733,0.0010187402963638293,15.153175006627862,23.214906454086304
1.1820375,1.6987753450870513,6.533235753886402,0.8403812348842621,0.8584641888737679,63.2236120223999,0.02189293376519347,0.72766626,150000,15.522669529914856,41.618942,47.38135528564453,0.08275103602930868,0.75,0.6034876614809036,0.0006615812308155,48.33440757942218,0.023385664939880396,0.000405688100727275,0.0010155360698699948,15.010780896232106,23.211327427998185
1.1908655,1.7297396153211593,5.9624722809530795,0.8403468802571297,0.8596764594316483,64.89397583007812,0.020811911141965508,0.72572964,152000,15.636777997016909,41.99898,47.752593994140625,0.07940742518752793,0.76,0.6024893462657929,0.0014107227325439453,46.19192375755317,0.02326265060901636,0.0005341219948604703,0.0010101372003555329,14.865735398206832,23.207543045282364
1.1999375,1.7588921070098877,5.515039071906358,0.8402969539165497,0.8607292398810387,66.461474609375,0.01825261549348945,0.7238309,154000,15.75456063747406,42.38763,48.04606246948242,0.0741239393427968,0.77,0.6001716122031212,0.00013015858712606132,43.51266271209706,0.023299942493438728,0.0004384006606414914,0.0010111140012741115,14.72014349398078,23.20371433161199
1.2091751,1.7921810060739516,5.162818101234734,0.8402658805251122,0.8619029134511947,67.80790424346924,0.01639607185253403,0.72198266,156000,15.865941786766053,42.784424,48.29644012451172,0.07053513141907723,0.78,0.5989371404051781,0.0003298913943581283,41.44664930915814,0.023492902040481545,0.00042151662637479603,0.001021694779396057,14.574624879039167,23.19946722127497
1.2185484,1.8230432212352752,4.895173013210297,0.8402300238609314,0.8632410496473313,69.02874221801757,0.014165481117670426,0.7201767,158000,15.974146962165834,43.189285,48.49520492553711,0.06717379773966943,0.79,0.5981449455022811,0.00019472579879220575,39.665784624099835,0.02333229184150695,0.00038123971899040043,0.0010158642530441258,14.429343751247,23.19503417238593
