train/pde_loss,eval/R_mean,train/time,eval/R_low,eval/sd_low,eval/D_low,train/gls_loss,eval/R_high,eval/M_mean,eval/M_high,train/sol_loss,train/callback_time,train/theta_loss,eval/D_high,train/mse,train/progress,eval/ci_range,train/epoch,eval/D_mean,eval/sd_high,eval/M_low,eval/sd_mean
0.6439475148916228,0.7142061,0.02151461195945738,0.48250733092427256,9.026643144898117,1.2216027140617371,1983.3790087585378,0.7794677913188934,0.7082805,0.9277061685919762,4.7392846844494265,0.0010359259843826304,0.18071311712265015,1.4426963180303574,0.0030732559971511364,0.01,277.2762145996094,2000,1.3254968,190.84203206002687,0.6227083340287208,40.5792974345386
0.059974233737215395,0.7735746,0.02027801263332367,0.7276133164763451,4.550594068132341,1.4553607553243637,220.4163915176391,0.8033909991383552,0.6790002,0.6969725772738457,0.40856698636710764,0.0009634782075881932,0.07929887622594833,1.5611620008945466,0.0017395413015037775,0.02,23.741174697875977,4000,1.5227249,8.477312745526433,0.6686809420585632,5.779604912502691
0.07114967914717288,0.7031881,0.020322687864303586,0.6857714340090751,3.730641258880496,1.5654681652784348,170.82637831878657,0.7245192870497703,0.71379435,0.7270443335175514,0.3175674310028551,0.0009695620536804202,0.03350827842950821,1.623983845114708,0.0015723510878160596,0.03,16.30154800415039,6000,1.5973133,4.501073563005775,0.6984273359179497,4.096484854933806
0.06402557514747612,0.68602395,0.020444291114807077,0.6812917247414589,3.154315974097699,1.6240193724632264,156.71969786071827,0.6926965042948723,0.7381433,0.7495471492409707,0.29218360221385875,0.0009703413248062138,0.03649922460317612,1.663449662923813,0.0016136858612298965,0.04,19.42162322998047,8000,1.645469,3.7287839979398996,0.7272897705435752,3.4318326256470755
0.05444673955859614,0.7004998,0.02052997851371764,0.6921457082033158,3.029929002514109,1.6391726315021515,148.91798088073682,0.7116289421916008,0.75099045,0.7573914170265198,0.27898442681133645,0.0009718852043151863,0.01264992542564869,1.6677974790334702,0.001407548552379012,0.05,23.073287963867188,10000,1.6574223,3.485316247679293,0.7453692138195038,3.169037042069249
0.05372937855822956,0.704497,0.02061278200149544,0.6990332514047622,2.755948464618996,1.6153924584388732,141.63093013763378,0.7212606251239776,0.7537984,0.7603467732667923,0.26793568436801335,0.0009770679473876964,0.007189217954874039,1.6569092720746994,0.0013148796278983355,0.06,26.17902946472168,12000,1.6419752,3.953922330401837,0.7423116579651833,3.1085387233179063
0.05694130021473399,0.7005209,0.0205712634325027,0.6922898083925247,2.577160921646282,1.5766229659318924,135.2759775199893,0.7151247665286063,0.7533517,0.7595263332128525,0.2607281036973,0.0009740014076232898,0.019438281655311584,1.6479425013065339,0.0013302438892424107,0.07,31.458730697631836,14000,1.6142907,3.656801185570657,0.7444105669856071,2.8275440683355555
0.07069492455199347,0.6944475,0.02039704501628873,0.6889702409505845,2.327552915085107,1.4959017992019654,132.92721659851065,0.700600004196167,0.75215524,0.7589567348361015,0.2616900465860963,0.0009713119268417371,0.003064802149310708,1.5861451655626297,0.0012308919103816152,0.08,38.211055755615234,16000,1.5393996,2.7515202818904068,0.7458979964256287,2.510552547639236
0.1499631542102431,0.7679361,0.020441028237342854,0.6917803063988686,2.4582925892900676,1.4390294075012207,232.25561632537824,0.8046742334961892,0.6680852,0.7530701428651809,0.4557391865924017,0.0009676735401153556,0.008665327914059162,1.7120362937450408,0.0015586883528158069,0.09,68.99140167236328,18000,1.6211568,9.090666822157795,0.6429761782288551,3.8541666328674182
0.10064466800680372,0.7174581,0.020432327866554294,0.6939068213105202,2.3451081186067313,1.716734665632248,158.77228338623067,0.7409578844904899,0.70183676,0.7138308137655258,0.31555575761199,0.0009735150337219261,0.005838038865476847,1.7676162838935852,0.001446818234398961,0.1,48.69328308105469,20000,1.7434329,2.6397937675938006,0.6856619000434876,2.44124289508909
0.06777156801242336,0.67816305,0.020595976710319448,0.6589351445436478,1.688875796389766,1.7698526233434677,138.9962636642455,0.6968392416834831,0.7316184,0.748785549402237,0.27274257814884106,0.0009755735397338872,0.0024335512425750494,1.8021164566278458,0.0013162677641957998,0.11,39.42388916015625,22000,1.7888415,2.384694362990558,0.7128005653619767,2.0387538478244096
0.04268792470777395,0.6592761,0.020609957695007317,0.6284877553582191,1.363861735444516,1.7723818510770797,119.74435668563855,0.6952381119132042,0.7458468,0.7681996703147889,0.23782844880968332,0.000983174681663515,0.0017227355856448412,1.8044997155666351,0.0011555354576557875,0.12,37.91270446777344,24000,1.7950393,2.358262619236484,0.7141208201646805,1.7585012888594065
0.030670681412797527,0.64769936,0.02066661083698268,0.6221777051687241,1.1879633297212422,1.7674068063497543,109.20868009948728,0.6936835885047913,0.75521743,0.7781469941139221,0.21955918943881944,0.0009986221790313676,0.008407210931181908,1.8043301939964294,0.0010759345022961497,0.13,37.248741149902344,26000,1.7905785,2.3325402580667287,0.7151306301355362,1.5933626506788034
0.026051698432303903,0.64093447,0.020727756619453423,0.6178711488842964,1.0235460940748453,1.717984575033188,101.97880614471443,0.6924840480089187,0.76253796,0.789269769191742,0.2072205431610346,0.0010043896436691315,0.00281450804322958,1.8041643679141999,0.001030230545438826,0.14,37.04372787475586,28000,1.7778589,2.314468444092199,0.7162123695015907,1.4670119876682293
0.02453159193880858,0.635534,0.02085509157180783,0.6107330024242401,0.90935777843697,1.6526855885982514,95.96869946670544,0.6914671286940575,0.7697561,0.8050135716795921,0.19674147906154363,0.0010088309049606345,0.003286000806838274,1.8040161192417146,0.0009653606684878469,0.15,36.94187545776367,30000,1.7580264,2.297332306625321,0.7170600786805152,1.3642134841007647
0.02404332479252477,0.63071454,0.020912947177886918,0.6045665666460991,0.8172802787157707,1.594453838467598,90.77623237228444,0.6904360502958298,0.77825385,0.8304266422986984,0.18803118580579734,0.0010069004297256472,0.000529412180185318,1.8039219588041306,0.0009232887532562017,0.16,37.22792053222656,32000,1.7341675,2.2770331765059377,0.7180952817201615,1.2780484145478113
0.022524901700206074,0.626838,0.020795530080795235,0.6025323182344436,0.7196382721303962,1.551131710410118,85.51009601593024,0.68962292522192,0.78829396,0.8580112218856811,0.17875191527605064,0.0010056298971176112,0.008410113863646984,1.8037983030080795,0.0008634367259219289,0.17,37.65364456176758,34000,1.7099354,2.2621966141741723,0.7190501973032951,1.203263801372876
0.022549382127821434,0.6235424,0.020986932277679383,0.5986131742596627,0.6262891649384983,1.524783045053482,80.01881134033225,0.6887323826551437,0.7993903,0.8851398676633835,0.16744876023382,0.0010148928165435785,0.0006108751986175776,1.8036449939012527,0.0008062793640419841,0.18,38.15557098388672,36000,1.6876074,2.2413373924791813,0.7203357562422752,1.1347978870253428
0.02173717597662482,0.6203453,0.021297693133354254,0.5930109918117523,0.5592305402387865,1.5192336648702622,74.65280039215088,0.6878840923309325,0.81105167,0.9126789584755898,0.15577858811616938,0.0010244039297103854,0.002928207628428936,1.8034854143857957,0.0008656320278532803,0.19,38.49855041503906,38000,1.668987,2.2227552777621895,0.7214849278330803,1.072745017316063
0.01934946900675999,0.6171338,0.021428713917732205,0.5862640261650085,0.5142714668181725,1.5167002230882645,71.06824610900877,0.6871876507997513,0.8235737,0.9438454151153565,0.14794949045777323,0.0010314787626266488,0.0012901732698082924,1.8032584488391876,0.0008298545144498348,0.2,38.66439437866211,40000,1.6538459,2.206905710045247,0.7227443844079972,1.017885422508698
0.015498105813516311,0.61392474,0.021409545540809587,0.580671739578247,0.4824931391340215,1.506901004910469,68.23072414207446,0.686589215695858,0.8361502,0.9667872563004494,0.14189634076505886,0.0010280681848525972,0.00032944598933681846,1.803105252981186,0.0007401302573271096,0.21,38.70699691772461,42000,1.6407241,2.1887391107156873,0.7238016292452812,0.9698214868099471
0.012329689676873366,0.6110343,0.021526383042335468,0.5788704141974449,0.46133558644214645,1.4941979080438614,65.96361051750185,0.6860956490039826,0.84801614,0.9811215758323669,0.13725439967215167,0.001029183149337771,0.0007113972678780556,1.8029909521341323,0.0007142596878111362,0.22,38.6287841796875,44000,1.6287227,2.1686956402845667,0.7246807828545571,0.9277286289749705
0.009778703876188946,0.6087336,0.02161843717098237,0.5789009720087052,0.4491390376642812,1.4804806292057038,63.82172114562998,0.6854183778166771,0.8588376,0.9900276616215706,0.1327463289797308,0.001031731724739072,0.0002364376123296097,1.802851203083992,0.0006852653459645808,0.23,38.3858642578125,46000,1.6175764,2.1442501107230774,0.7258567497134208,0.8911737450398505
0.009490177934174395,0.60693806,0.02144837880134579,0.5789362445473671,0.4319315165048465,1.4730498552322389,62.521480913162065,0.6847113505005836,0.8686709,0.9976302936673165,0.1302274104617532,0.0010270820856094324,0.00030417676316574216,1.8027013123035431,0.0006884560571052134,0.24,38.144813537597656,48000,1.6073294,2.1240612026304007,0.7269574761390686,0.8585884525933319
0.00817461772437671,0.6054786,0.021449411630630442,0.5789763629436493,0.4148715262999758,1.4658265322446824,61.14179529762281,0.6839988633990287,0.87759674,1.00319242477417,0.12739148981124182,0.0010285286903381334,0.0008779927156865597,1.8025718122720717,0.0006667408160865307,0.25,37.86295700073242,50000,1.5979495,2.11763599072583,0.7276014655828476,0.8291852117031037
0.007801787820528293,0.6042631,0.021503319740295415,0.5790060147643089,0.3973593331465963,1.4595054179430007,60.021270071029626,0.6830486238002776,0.885762,1.0088270604610443,0.12518368925526777,0.0010314851999282905,0.0003072930849157274,1.8024784594774246,0.0006737179937772453,0.26,37.5746955871582,52000,1.5893373,2.1097298653330654,0.7281073153018951,0.8023374183894703
0.00774538844951895,0.6032117,0.021473114490509013,0.5790472567081452,0.38021373184164986,1.4540489584207534,59.138390621185145,0.6819881156086922,0.89340186,1.0159848183393478,0.12345353981107435,0.0010317634344100919,0.00026296061696484685,1.802349328994751,0.0006506736390292645,0.27,37.30671310424805,54000,1.5814064,2.0994832622818653,0.7287659555673599,0.7775922933685839
0.00813147966435643,0.6023043,0.02162233364582064,0.5790834993124008,0.36555806727847084,1.4490063607692718,58.34549606132512,0.6810241743922234,0.9007639,1.026512372493744,0.12186626243591332,0.0010337357521057141,0.00044178645475767553,1.8022093176841736,0.0006500274175778031,0.28,37.06524658203125,56000,1.5740544,2.086962817702443,0.7296177849173546,0.7547484988438858
0.008786645258893278,0.6015675,0.021408659934997517,0.5791154459118844,0.3532135655405,1.4417466878890992,57.68762218093864,0.6800152257084847,0.90804183,1.039276260137558,0.12053003756329446,0.001028429508209235,0.0002465822908561677,1.8020833998918533,0.0006276288768276572,0.29,36.86453628540039,58000,1.5671036,2.069837134331465,0.7307696804404259,0.7336225042297309
0.009366883568814969,0.6009701,0.02149648082256308,0.5791492387652397,0.3389297089597676,1.4333494633436203,57.079092039108204,0.6788253009319306,0.91531926,1.0536585599184036,0.11941839245334275,0.0010298831462860134,0.00017445872072130442,1.8019640862941741,0.0006165114464238286,0.3,36.722347259521484,60000,1.5604193,2.0632558909710497,0.7314772203564643,0.7138686585560208
0.01009376612817872,0.60042655,0.0214111571311951,0.5791867941617965,0.3221170241886284,1.425330713391304,56.36610465049746,0.6776743248105049,0.92255795,1.0669535100460052,0.11810939435660843,0.0010328496694564846,0.00189794204197824,1.8018624007701873,0.000621198327280581,0.31,36.63771057128906,62000,1.5539709,2.0521026453934614,0.7324333012104034,0.6951985237475518
0.010877641513710876,0.5998633,0.02146605515480041,0.579217754304409,0.3011099324794486,1.419357532262802,55.668092855453565,0.6761417657136918,0.9298295,1.0815722167491912,0.1167753357663749,0.0010322800874710064,0.01038131583482027,1.8017475754022598,0.0008927023154683411,0.32,36.62850570678711,64000,1.5478392,2.0288908679503956,0.7336695984005928,0.67727075166741
0.012838097176048884,0.5991808,0.021422203779220546,0.5792560696601867,0.2781851428153459,1.4164896845817565,55.10036992835996,0.674719150364399,0.93721205,1.0982638955116273,0.11557173572480647,0.0010316091775894184,0.0002895639627240598,1.8016475647687913,0.0005829963483847678,0.33,36.74937438964844,66000,1.542117,2.0125755458138896,0.7347281754016877,0.6599063224984212
0.014456396294408471,0.59842104,0.021367279410362167,0.5792026996612549,0.25648770315456204,1.4146116942167282,54.21428931427005,0.6735878035426139,0.94462955,1.1139979720115663,0.11345474642515184,0.0010286867618560793,0.0009294087649323046,1.8015117287635802,0.0007099570357240736,0.34,36.98381423950195,68000,1.536801,1.9800434820354014,0.7355406671762467,0.6429958136325998
