eval/D_high,eval/sd_mean,eval/R_mean,train/epoch,train/time,train/pde_loss,eval/sd_high,eval/R_high,eval/D_low,eval/sd_low,eval/D_mean,train/mse,train/progress,eval/ci_range,eval/R_low,train/sol_loss,train/theta_loss,train/gls_loss,train/callback_time
1.0055880546569824,43.74525588331744,0.5229285,2000,0.020793068528175418,31.7837923377751,218.06552559137307,0.918779520690441,0.015488950628787279,9.493302600458264,0.23276539,0.004503203555941582,0.01,299.5434265136719,0.2988253369927406,5.7899491788446955,0.21333399415016174,2034.6095296783483,0.0010274940729141251
0.015154004865325987,6.977030560839921,0.48911774,4000,0.01974999427795412,2.010807492733004,9.182163025252521,0.5166295826435089,0.013545415946282446,5.335406225640327,0.014418638,0.004008390009403229,0.02,88.24254608154297,0.47191583514213564,0.8669587455987926,0.0871405377984047,401.74047335815504,0.0009672653675079363
0.013496329891495407,4.699229730758816,0.53390867,6000,0.019780985951423715,0.7122725384980421,5.2172352792695165,0.5626295566558838,0.010592547873966397,4.379738366696984,0.012370906,0.005700556095689535,0.03,86.41151428222656,0.5186084181070327,0.6596189332604431,0.04929744824767113,299.3695393600455,0.0009720683097839338
0.010463670082390308,4.509777063271031,0.5736904,8000,0.019952453970909143,0.2816924959588795,4.8780218930915,0.5780825525522232,0.008258730894885958,4.345802590250969,0.0090397075,0.0024257285986095667,0.04,82.53654479980469,0.5655571863055229,0.5505778514444811,0.03443196788430214,245.3643685379025,0.000976675868034363
0.009514245972968634,5.698637488530949,0.54962057,10000,0.019841214656829826,0.27060673810169145,6.139032542705536,0.570828041434288,0.007977615157142282,5.038402776699513,0.008300075,0.0031155026517808437,0.05,89.75917053222656,0.5278101027011871,0.5655445342063875,0.015807947143912315,249.79190045166038,0.0009733974933624283
0.008974728197790681,6.911878926446661,0.5033444,12000,0.020014555454254186,0.27426662546023733,7.57776292739436,0.5262971445918083,0.008103752392344177,6.475645594764501,0.008290087,0.0023363272193819284,0.06,97.04737854003906,0.4879882298409939,0.599674146413804,0.014294225722551346,260.8656371231075,0.0009748299121856694
0.008814748213626444,8.469800062011927,0.47362903,14000,0.019995665073394776,0.30702213506586723,8.987538213841617,0.48734276816248895,0.00801899516955018,7.618878572247922,0.00827784,0.004944159183651209,0.07,104.08072662353516,0.4610989257693291,0.6050794502645742,0.02628299966454506,262.95833769226084,0.000976969480514526
0.00848559287842363,8.704832785762846,0.45661908,16000,0.019918659806251578,0.32617229628004135,8.968726336024702,0.46319531872868536,0.00795196439139545,8.493055566214025,0.008170305,0.0030509349890053272,0.08,103.4445571899414,0.4502155214548111,0.6175746230781054,0.006877298932522535,264.65962354278645,0.0009756048917770384
0.00865613033529371,8.573537894524634,0.44903448,18000,0.019887070417404163,0.3374675350561749,8.977060648612678,0.45659988224506376,0.007880650530569255,8.165240986272693,0.008208192,0.0025271798949688673,0.09,107.9489517211914,0.44289698675274847,0.625791515752672,0.004464678931981325,267.2051549987799,0.000977755308151247
0.04738827925175414,12.028387432685122,0.4733332,20000,0.019899265408515988,0.5599658680092551,37.79360419139259,0.5574094176292419,0.0076583381625823675,7.522557151969522,0.012089822,0.011115012690424919,0.1,207.92884826660156,0.4402703545987606,1.6350723921507604,0.006897078827023506,801.4967457199102,0.0009723930358886713
0.017440870543941854,11.090429863892496,0.5760793,22000,0.01988002192974093,0.26987172929942604,13.964293571189042,0.5970612242817879,0.012800104497000576,10.058769793249667,0.0160009,0.003560503711923957,0.11,112.17509460449219,0.5387000560760498,1.1573484189510377,0.0019297291291877627,567.4941743011487,0.0009745995998382596
0.017291841795668006,11.592294393340126,0.5862666,24000,0.020117911577224715,0.15392760441079736,12.95264381915331,0.6041394963860511,0.012873649620451033,10.115690948441625,0.015151081,0.0028809537179768085,0.12,111.38111114501953,0.5417670845985413,0.5439074191004022,0.0011462003458291292,276.5952303237925,0.0009799253940582279
0.01720146872103214,11.63231709630539,0.5944755,26000,0.019949804186821032,0.1081624356452376,12.421986972913144,0.6151843816041946,0.011870053503662348,10.16312304418534,0.014228222,0.0023338969331234694,0.13,106.85245513916016,0.5454324394464493,0.45122781954705665,0.0008001995156519115,230.66420303344734,0.0009953296184539752
0.01716512064449489,11.564097990398295,0.60119975,28000,0.019970981478691103,0.07503972050687324,12.350772437639534,0.627414821088314,0.010941584454849362,10.201831138692796,0.013494722,0.002180318580940366,0.14,102.16291046142578,0.5483117535710335,0.4061374177932742,0.0006811193889006972,210.27029595947263,0.0010045338869094861
0.017120093386620284,11.581455564592034,0.6082957,30000,0.019989332318305925,0.05907195291575042,12.31829293537885,0.6420814111828804,0.010182965896092355,10.235772118903697,0.012888397,0.002171611413359642,0.15,98.2736587524414,0.5509610667824745,0.38051456657052,0.0005835134070366621,198.715276512146,0.0010052609443664583
0.01708779241889715,11.717117451829836,0.6146114,32000,0.019820376038551323,0.05037270192010331,12.871062476187944,0.6490695729851723,0.009382234700024129,10.264684539288282,0.012354363,0.0020395449828356504,0.16,95.03937530517578,0.5532155469059944,0.3587867420613768,0.000487959390738979,190.8283837966922,0.0010046948194503771
