eval/D_high,train/progress,train/gls_loss,train/time,train/sol_loss,eval/M_high,train/pde_loss,eval/R_mean,eval/sd_high,train/callback_time,eval/sd_mean,train/epoch,train/theta_loss,eval/ci_range,eval/R_low,eval/D_low,eval/R_high,eval/sd_low,eval/D_mean,eval/M_low,train/mse,eval/M_mean
0.6970247343182563,0.1,456.10474019775336,0.02213201156854629,0.9637345281958645,2.604694640636444,0.7996864129695891,0.7641784,32.70323583856214,0.0010944988727569526,10.55006264289841,20000,0.00291777728125453,89.2296142578125,0.7489065378904343,0.6031944572925567,0.7872053295373909,6.462364760227501,0.6298522,1.8889751434326172,0.004569247293553753,2.3604984
0.660516208410263,0.2,380.0847508956938,0.022009500312805002,0.6330410618543599,2.024483007192612,0.04972210580557559,0.7707648,29.73504867404699,0.0010658924221992458,15.334889824478887,40000,0.0003163666697219014,11.428278923034668,0.7641207426786423,0.6467703893780709,0.7782124042510986,6.4892253605648875,0.6537469,1.9267707109451293,0.0037462149552884437,1.9811734
0.6602785602211952,0.3,417.05254927673235,0.02216559038162223,0.26719417881965857,2.022385150194168,0.01724148540666794,0.7731612,60.49558017402887,0.0010735289812087866,33.509736574615815,60000,0.00010385266068624333,20.517959594726562,0.7643427804112435,0.6415938630700111,0.780946359038353,6.616517435759306,0.65064967,1.8851567417383195,0.004162050654995281,1.957973
0.6598283231258393,0.4,432.9013343856799,0.02230446276664733,0.1778985897116347,2.0606698632240295,0.0079487811787986,0.77359337,60.55697789415717,0.001080890309810631,41.784733572904955,80000,8.411123417317867e-05,23.6677188873291,0.7641584873199463,0.6409439295530319,0.7893202424049377,6.7564480123110116,0.6489069,1.8857320338487624,0.004338109202450083,1.979636
0.6629185855388642,0.5,442.1775829284681,0.022021720826625787,0.17546680462360453,2.226921093463898,0.007116523068165463,0.77045286,64.76773824542761,0.001065386736392973,46.952130449557444,100000,6.475960981333628e-05,28.438796997070312,0.7509341195225716,0.6411629304289818,0.7881893530488013,6.823201512452215,0.65151256,1.8899585276842117,0.0043878531923052,2.0255673
0.6623885676264762,0.6,441.7152041503901,0.021953386116027738,0.16535607841759778,2.4127436995506284,0.006460508658946476,0.76620096,64.65405691415071,0.0010627538919448878,49.751920725996605,120000,0.00010428306268295273,30.217267990112305,0.7447845324873924,0.6396163672208786,0.7868399754166603,6.949126848485321,0.6520292,1.8934279471635818,0.004370357966003916,2.083061
0.6621663570404053,0.7,461.90438631896905,0.022031978023052033,0.15098229094892712,2.5435178399086,0.006639183618710383,0.7622457,64.72068279981613,0.0010618351340293878,52.04276791279747,140000,4.8590623919153586e-05,34.50743103027344,0.7374766692519188,0.6262727692723274,0.7855570375919342,7.021167629864067,0.6492135,1.8999824732542039,0.004472610911051786,2.151213
0.6620430946350098,0.8,460.27821811065803,0.021546801197528775,0.16500060381219095,2.6376002371311187,0.0073500442609889735,0.76009655,64.67113681137562,0.0010366692781448325,53.325983006823144,160000,5.54523358005099e-05,35.0158805847168,0.7378140568733216,0.61905407756567,0.7844284281134606,7.078408822417259,0.64504313,1.9032989680767058,0.004419319227966488,2.2181342
0.6619300246238708,0.9,447.1982081909163,0.020857251203060066,0.14590521657466837,2.7670680344104768,0.006509231278370102,0.7586455,64.64114300906658,0.00100103600025178,53.91293568717956,180000,4.1637744288891554e-05,37.06028747558594,0.7365507304668426,0.618179976940155,0.7829601719975471,7.135246240068227,0.6419059,1.903966063261032,0.00431138887216799,2.28081
0.6617972895503044,1.0,453.4360443450926,0.02103337723016736,0.13945216976106292,2.799264496564865,0.005779827486281322,0.7550565,64.61145710200071,0.001008257222175589,54.26439043430146,200000,5.8741061366163194e-05,40.06901550292969,0.7230018958449363,0.6111879840493202,0.7819175019860267,7.235747156664729,0.638953,1.9048819303512574,0.004396072209649696,2.3370705
