eval/D_low,eval/ci_range,eval/sd_high,train/gls_loss,eval/R_mean,eval/M_low,train/sol_loss,eval/M_mean,eval/R_high,eval/D_high,eval/sd_low,eval/R_low,train/pde_loss,eval/D_mean,train/progress,train/time,train/callback_time,eval/M_high,train/mse,train/epoch,eval/sd_mean,train/theta_loss
1.2578625112771988,113.32245635986328,18.74614357948294,575.422349745171,0.64579827,0.6932553678750992,1.2962310205459533,0.7944331,0.6729427397251115,9.499981188774102,4.275065450929105,0.6035702705383301,1.694275698848822,3.0474489,0.1,0.025154489088058334,0.0010869760632514945,1.0673691570758819,0.006359377721929954,20000,8.884851063601673,0.010918604210019112
12.42994601726532,50.83795166015625,72.61717170476913,535.3280190689051,0.6521345,0.9176849111914634,0.386176555146277,1.0898049,0.6649630665779114,89.65995349884034,19.044157583266497,0.6414087608456611,0.03942182338852396,59.698593,0.2,0.02573998342752453,0.0010706226825714063,1.160422796010971,0.005913174899807216,40000,58.27264043521136,0.0005782447988167405
14.375985932350158,53.23861312866211,71.90438136458397,499.8660944946271,0.6611195,0.9339793756604194,0.17164128250628669,1.167702,0.6825687929987907,476.93135223388674,22.777931112796068,0.6424325704574585,0.015224478829698827,148.26814,0.3,0.026362180662155225,0.0010850279569625818,1.3542219758033753,0.005516455828491601,60000,61.97450378928333,0.003060128539800644
16.538754940032963,53.57498550415039,71.40961829572916,473.21160375213594,0.6641643,0.94582709223032,0.16830422590002597,1.239944,0.6830194666981697,666.6645538330079,26.855888171121478,0.6434402629733086,0.017019451468577747,303.31757,0.4,0.02569746708869952,0.0010841529726982114,1.4003888547420502,0.005269674557610449,80000,61.72115536170701,0.00012514044647105038
19.15631036758423,54.14632797241211,71.15460950881243,453.93031157074097,0.66247714,0.9605775609612465,0.15810788881778712,1.2913475,0.6827184662222863,1363.1283416748042,30.503520788624883,0.6449474588036537,0.01790289007232081,493.7733,0.5,0.026207858324050703,0.0010888359665870739,1.4774645745754242,0.0050125382543075745,100000,61.36386236362159,0.0001860474148998037
21.879875040054323,54.28105545043945,70.855931378901,447.9593000930784,0.6629074,0.9786114484071732,0.1609858380451803,1.3322601,0.6824721097946167,1882.227346801758,33.74258605763316,0.646914093196392,0.020737003686954164,733.5585,0.6,0.02635566661357856,0.001092603743076319,1.5084629416465758,0.004887903064093541,120000,61.314617494121194,0.00011645779886748642
24.48741364479065,55.35259246826172,70.63241507858038,428.7020903671247,0.6659721,0.994926954805851,0.15486197270155164,1.3635601,0.6906594187021255,2798.989288330078,35.683262068778276,0.6475432783365249,0.019587229550257247,993.6482,0.7,0.025972129166126064,0.001082335770130162,1.5436474621295928,0.004741015936294594,140000,61.16101366787528,0.0001106347335735336
26.981560802459718,56.081966400146484,70.40120903402567,434.08930612792875,0.66996545,1.0063314884901047,0.1619035555444659,1.3898537,0.6964933454990387,2950.7602600097657,38.79924975335598,0.6480464622378349,0.02187826792488336,1249.9448,0.8,0.026420510518550808,0.0010994693160056987,1.5583617448806764,0.004769044457492391,160000,61.17751461131764,0.00021628964168485254
29.6974214553833,56.08977508544922,70.19438799470663,430.2463028335574,0.6720142,1.0168770223855972,0.16142118763401989,1.412687,0.6962493479251861,3795.808038330078,42.37479818984866,0.6485781610012055,0.020503359035891393,1527.6552,0.9,0.026255980086326326,0.0010954817533493034,1.5803889334201813,0.0046762339814798584,180000,61.23125644915272,3.054071930819191e-05
32.83525466918945,55.61204147338867,69.92273330688477,422.3532675094595,0.6738261,1.0331695914268493,0.15022215613276002,1.4328496,0.6960678726434708,4416.53271484375,46.17805331945419,0.6490496173501015,0.020461290196142925,1825.5403,1.0,0.0257965312480926,0.0010836978077888436,1.603138703107834,0.004607644017459799,200000,61.6143853785884,2.8795990147045814e-05
