train/epoch,eval/sd_mean,eval/R_mean,eval/R_high,eval/D_mean,eval/D_high,eval/D_low,train/time,train/theta_loss,eval/R_low,train/mse,train/progress,eval/sd_high,train/gls_loss,train/callback_time,train/sol_loss,eval/sd_low,eval/ci_range,train/pde_loss
34000,2.6347913523703546,0.32964242,0.35599357187747954,0.0068708807,0.009617001679725946,0.005121461988892406,0.02130327010154716,0.0010974640026688576,0.31347148343920705,0.0013808541698381305,0.17,4.291890410240739,118.86559194564816,0.0009750974178314209,0.26228692112863033,2.0974833343643695,40.815269470214844,0.03530232746875841
36000,2.5569148424910964,0.32709545,0.35559684634208677,0.006623209,0.00956693987827748,0.00479621822014451,0.021742841124534673,0.005292105488479137,0.30737699270248414,0.001379945664666593,0.18,4.205460974480957,115.95968032073979,0.0009868193864822408,0.25744258521497315,1.968157762894407,39.95467758178711,0.034635471684159716
38000,2.4804080647364675,0.3243488,0.3552821882069111,0.006394218,0.009517833404242993,0.004477184789720923,0.021980608105659532,0.00045905110891908407,0.30052126571536064,0.001321040210314095,0.19,4.172591585665941,113.15245845413185,0.0009974937438964797,0.2520354630723602,1.8308748840354383,39.3279914855957,0.03220844801329086
40000,2.403602751623839,0.3214781,0.3548718437552452,0.006175432,0.009486029343679547,0.004119328130036593,0.021953319907188473,0.0010867728851735592,0.2941419884562492,0.001282969955354929,0.2,4.15165489539504,110.65425289916972,0.000995310902595524,0.2476729647144676,1.6697098617441952,38.98809814453125,0.032785542297526275
42000,2.3274239529908467,0.31863046,0.3543457120656967,0.0059625884,0.009446610300801692,0.003754039487103,0.021833071947097722,0.0002841405221261084,0.2890366159379482,0.001258015283383429,0.21,4.125848785042761,108.34535811996464,0.0009955263137817407,0.24317053432762684,1.5372898982604966,38.917457580566406,0.030705228151986338
44000,2.2554936764160325,0.3159683,0.35382058173418046,0.0057557365,0.009416596638038753,0.0034156005945988,0.022083251357078573,0.0002420038654236123,0.2860772781074047,0.0012233739253133535,0.22,4.084083181805906,104.97332658767675,0.0010001848936080939,0.23480444193631445,1.4501798170385882,38.71076202392578,0.027486147727584447
46000,2.1918626164999577,0.31348857,0.3529624171555042,0.005557185,0.009360084822401403,0.0031209840555675326,0.02190610897541043,0.00036351586459204555,0.2833052508533001,0.001252841902896762,0.23,4.0479300310835225,102.58690861511255,0.0009966720342636105,0.22951776964962511,1.4209950168151408,38.57645034790039,0.028077492818469163
48000,2.135056646016892,0.31118086,0.351984266936779,0.005364063,0.009321276494301855,0.0028062494937330486,0.021972106695175207,0.002000623382627964,0.2808248966932297,0.0012440768769010901,0.24,3.991314477752892,99.79244219207786,0.0009992202520370563,0.22418000407516972,1.3915163173805922,38.464019775390625,0.027176806753268504
50000,2.0838450729769344,0.30903092,0.35110450610518446,0.005177069,0.009261995693668723,0.0025204260367900134,0.02209233129024502,0.0005088280886411667,0.27864373475313187,0.001169516472145915,0.25,3.937394462991503,97.25367314147954,0.0010044229030609134,0.2192567859962579,1.3626389350974932,38.37285232543945,0.02859585373592555
52000,2.0394988978550828,0.30705592,0.3501383230090141,0.004996953,0.009222193993628022,0.0022742172062862665,0.021958710193634007,0.0029742203187197447,0.27728987485170364,0.0011528899194672704,0.26,3.9156558224931355,94.99782543945315,0.0009996978044509918,0.2140419613569975,1.3588919216999784,38.26408767700195,0.028474309939192623
54000,2.0029506259700556,0.30523735,0.349697782844305,0.004824317,0.009180602105334402,0.0020450944430194795,0.021798710823059075,0.00029441522201523185,0.2760167308151722,0.0011055441573262215,0.27,3.874874097527936,92.92205022811915,0.000994070887565612,0.20963465274870366,1.3593584822956473,38.14421081542969,0.028128912011394315
56000,1.9734152319368958,0.30354667,0.348984032869339,0.0046588546,0.009153262083418668,0.0018318561662454159,0.02169541800022127,0.00023775975569151342,0.2747434854507446,0.0010851953411474824,0.28,3.8590045704040676,90.75998625564559,0.0009974684715271043,0.20500120834261218,1.3597826764453202,37.970802307128906,0.02715583614422938
58000,1.949442560628277,0.30196676,0.34851448610424995,0.004499714,0.00913142738863826,0.0016295225330395624,0.022019232988357573,0.00022622209507972002,0.2734808221459389,0.0010726283071562648,0.29,3.828742232872173,88.94158253478999,0.0010059554576873756,0.2014900503009552,1.3603309052996337,37.85973358154297,0.02763226314587511
60000,1.9297940822085367,0.30050087,0.34788803979754446,0.004345239,0.009084217110648753,0.0014138306869426742,0.02205144202709195,0.0005388990975916386,0.27264211103320124,0.001057303394190967,0.3,3.803025058005006,86.84257753753641,0.0010060402154922503,0.1970326734706757,1.3607754255644977,37.7882080078125,0.027805878921877563
62000,1.9138104773730793,0.29916185,0.34743099063634875,0.0041943938,0.009037349955178797,0.0011784641887061299,0.022141105651855442,0.0002109236957039684,0.27230080738663676,0.001009610714390874,0.31,3.7773218646179885,84.90790220642111,0.0010073618888854963,0.19299834022670967,1.3612288341391832,37.8140869140625,0.026484786882763765
64000,1.8999945313077082,0.29797116,0.3468549005687237,0.004048431,0.008996330667287111,0.0009918578492943198,0.02214447510242466,0.0005955623928457499,0.27229961529374125,0.0009990253020077944,0.32,3.746604541083799,83.39947937011732,0.001006437420845037,0.18979689411073988,1.3616374606499448,37.93178939819336,0.02415245180972856
66000,1.8892866006632254,0.2969393,0.34648071452975276,0.0039086826,0.008954408834688366,0.000842130184173584,0.022098004579544094,0.0001715255348244682,0.2723090320825577,0.0009777171071618795,0.33,3.7217938748653983,82.19564454269418,0.001002411007881171,0.1858842031210665,1.3619945268146694,38.086204528808594,0.02225111497286711
68000,1.8831708094536832,0.29602692,0.3461940437555313,0.003775404,0.008918200875632467,0.0007205923204310239,0.02210378527641301,0.00016169417358469218,0.27231749817728995,0.0009520372841507196,0.34,3.696770773967728,81.01294462203968,0.0009994531869888254,0.1822894084528092,1.3625344086904079,38.20804214477539,0.021016976809361914
70000,1.8799015532480552,0.29521978,0.345967448502779,0.0036481686,0.008890127995982766,0.0006077006910345517,0.02208885014057168,0.0001750281808199361,0.2723261989653111,0.0009545285138301551,0.35,3.682273207232356,79.96932417297376,0.0010024799108505266,0.17939765141904362,1.362878069630824,38.36155700683594,0.021302824489306704
72000,1.8793775634459542,0.2945301,0.34565971940755846,0.0035268525,0.00886030721012503,0.0005065430988906883,0.022150479555129988,0.00024220781051553786,0.27233710289001467,0.0009158100001513958,0.36,3.657818288775161,78.58171227645883,0.0010012848377227784,0.175206343971193,1.3633419875986874,38.472660064697266,0.020511282487306774
74000,1.882403847065116,0.29393986,0.3452004171907902,0.0034114383,0.008826166368089618,0.00042280926427338276,0.022195080280304032,0.00015903409803286195,0.2723474770784378,0.0009050201624631882,0.37,3.6274099082220346,77.63653366470326,0.0009984183311462357,0.1716740925908091,1.3637217169161886,38.582115173339844,0.018876540549797993
76000,1.8886294196521962,0.29342952,0.34477979913353923,0.0033016296,0.008797935908660293,0.0003503751599055249,0.022063685297966,0.00023534352658316493,0.27235701456665995,0.0009310956811532378,0.38,3.6082321661524484,76.76541643905612,0.0009966887235641506,0.16925041282176995,1.3641304918564856,38.738372802734375,0.018140372250694793
78000,1.897862565529067,0.29300106,0.3443005204200745,0.003197539,0.008775258134119213,0.0002917732650530525,0.021997274160385147,0.00014222413301467896,0.2723651736974716,0.0009137979359366,0.39,3.589951287722216,75.47356562042252,0.000993123769760132,0.1658948365226387,1.3644811348058283,38.82889938354492,0.01598538030660709
80000,1.9090582475085587,0.2926531,0.344031085819006,0.0030989433,0.008742860937491066,0.00024932475062087176,0.022033146500587457,0.0001278627460123971,0.272375563532114,0.0008560637943446636,0.4,3.563866729382427,74.85162524414055,0.0010007207393646206,0.16445841902494446,1.3649928587256,38.95769119262695,0.015115213218145051
82000,1.9218995717801004,0.2923685,0.34374722316861156,0.0030056818,0.008706088131293655,0.00021514136315090582,0.022086133718490605,0.0009525955538265407,0.27238351106643677,0.0009041557204909623,0.41,3.5406515817157933,73.9738276290893,0.0009998471736907982,0.16195359654724656,1.3652682770043612,39.037967681884766,0.014066081896307871
84000,1.9376647390945436,0.29214925,0.3432951368391514,0.002917556,0.008666728297248483,0.00019235337313148194,0.022154492735862764,0.00013022281927987933,0.2723926819860935,0.0008337220642715693,0.42,3.512093267636376,73.35880427932742,0.0010000722408294654,0.1604383889064195,1.3656221562996507,39.11387252807617,0.01283778142894153
86000,1.9555301830740504,0.29198396,0.3431010231375694,0.0028342325,0.008636905485764146,0.00017268775227421428,0.02207691085338593,0.0001381571200909093,0.27240013182163236,0.0008234740816988051,0.43,3.4925605170428753,72.43074465942352,0.0010006463527679422,0.15833346991986066,1.3659770891536027,39.153770446777344,0.011727278237231104
88000,1.9738440303361344,0.29185227,0.34286141619086263,0.002755323,0.008612285158596933,0.00015630919442628511,0.022040914416313177,0.00023309516836889088,0.27241083830595014,0.0008777435286901891,0.44,3.462016728008162,71.61756356811507,0.0010010659694671645,0.15646227462589746,1.3664678583154455,39.20287322998047,0.01188931795302779
90000,1.9920716797616997,0.29174477,0.34261547327041625,0.0026805357,0.008591748541221023,0.0001433905024896376,0.022046478986740017,0.00013758997374679893,0.27241816744208336,0.0008051840122789145,0.45,3.4489721292629825,71.18669496154773,0.0009956204891204807,0.15566717945784334,1.3669112755451351,39.2849006652832,0.011784295320394409
92000,2.0095351750254244,0.29167327,0.34237227141857146,0.002609554,0.008561992412433026,0.00012979948878637514,0.0219899117946625,0.0002727684914134443,0.27242782413959504,0.0007980618975125253,0.46,3.4376246039755634,70.57719599533054,0.0009969950914382963,0.15430912374705089,1.3672574306838214,39.373321533203125,0.011732934928964855
94000,2.0263531243576467,0.2916244,0.3420470796525478,0.002542145,0.00854046430904418,0.00011923600141017232,0.022007884860038757,0.0006859453860670328,0.2724347248673439,0.000893883581738919,0.47,3.4213008009828574,69.38222211074839,0.0009973466396331805,0.15114485202729766,1.367723138537258,39.39726257324219,0.011543517262325645
96000,2.0427980749901558,0.29158786,0.34173107147216797,0.0024780415,0.008518054755404588,0.00011015071395377163,0.02204994130134583,0.0012189719127491117,0.2724412076175213,0.0007767379865981638,0.48,3.400731791043652,68.98896720123291,0.0009987730979919424,0.1493836375698449,1.3680524774827063,39.466453552246094,0.012639048774028187
98000,2.0611027383487315,0.29158333,0.34110740274190904,0.0024170715,0.008476518490351729,0.00010273031875840388,0.0219832922220229,0.00010387986549176276,0.2724474646151066,0.0007719705463387072,0.49,3.370581747731193,68.0036662139895,0.0009951004981994653,0.1466200345307587,1.3685203157365322,39.481712341308594,0.012803453374537633
100000,2.0795150332691263,0.29159772,0.3404324077069759,0.0023589528,0.008454021811485288,9.608295003999956e-05,0.022002863287925698,9.430219506612048e-05,0.27245494574308393,0.0007702051661908627,0.5,3.3625713840592644,67.66535867691047,0.0009980273246765119,0.1456439862772823,1.3689726387383416,39.54048538208008,0.014037620493443655
102000,2.0982141603145,0.29161164,0.3400943547487259,0.0023034993,0.008431101357564325,8.874774011928821e-05,0.021949835419654774,0.00010155989730264992,0.272463733702898,0.0007416779990307987,0.51,3.3418309467379,66.9393974018096,0.000989356637001037,0.14366498459875568,1.3693511369638145,39.65029525756836,0.014932881121872925
104000,2.116933300626919,0.2916365,0.3398800745606422,0.002250554,0.008409801521338522,8.280036527139601e-05,0.02185437440872192,0.00015877766418270767,0.2724719025194645,0.0007433578139171004,0.52,3.3157428377307903,65.9592627258301,0.0009868776798248285,0.14160608012974224,1.3698115275474265,39.749019622802734,0.015951849920325934
106000,2.133941518867031,0.29167145,0.3396991603076458,0.0021999332,0.008389164204709232,7.711779326200486e-05,0.021836613655090327,0.0002042927371803671,0.27247902750968933,0.0009744861745275557,0.53,3.3005772158503524,65.16495963287352,0.000982722163200381,0.14004169878363643,1.3702250726055354,39.880733489990234,0.015933811423252373
108000,2.1490979916746835,0.29172057,0.3395144499838352,0.0021515007,0.008361149532720442,7.169543569034431e-05,0.021833965539932214,8.787553088041022e-05,0.2724876686930656,0.0006989914691075683,0.54,3.286468941951169,64.20089947700497,0.0009830858707427957,0.13751047769188915,1.3706864410778508,39.99869155883789,0.016340849843109014
110000,2.162641787408696,0.2917774,0.339336758852005,0.0021051213,0.008332767803221935,6.713578950439114e-05,0.021884301304817232,8.171691297320649e-05,0.272495798766613,0.0006951941759325564,0.55,3.267449617851522,63.263321695327846,0.0009792743921279868,0.13522478844970479,1.3710689323488623,40.12415313720703,0.016253095367574123
112000,2.1744399807534847,0.29183853,0.3389234326779841,0.0020606725,0.008305062679573885,6.286914922384312e-05,0.02203084647655487,7.554080366389826e-05,0.2725028969347477,0.0006752390181645751,0.56,3.2502437941730005,62.08152446556097,0.0009889838695526136,0.132223942834884,1.3714616710785776,40.23137664794922,0.01637376208137719
114000,2.1854085625964217,0.29189843,0.3385050430893898,0.002018042,0.008276483207009732,5.933902857577777e-05,0.021952026963233943,0.00014659055159427226,0.27250861898064616,0.0006639794446527958,0.57,3.233940084464846,61.22108087730408,0.0009883481264114373,0.1297927233651287,1.3718914764467627,40.34811782836914,0.01526821425161322
116000,2.1949783310883504,0.2919491,0.33835016936063766,0.0019771163,0.008248452004045245,5.6018768009380435e-05,0.02222589564323433,0.0009603869402781129,0.272516218572855,0.0006634527817368507,0.58,3.221146221039814,60.6463569583894,0.00100344514846802,0.12928721309080748,1.3723866257350892,40.48477554321289,0.015358782646479073
118000,2.202004323769313,0.29197806,0.33822060525417325,0.0019377971,0.008225856977514922,5.266735588520533e-05,0.02286419010162355,9.663168020779267e-05,0.272524680942297,0.0006537903100252151,0.59,3.2054174866061653,59.935974504470856,0.0010212565660476657,0.12768710184842302,1.3727807730901986,40.62271499633789,0.015272038185270469
120000,2.2069289404002483,0.29197016,0.3380900479853153,0.0018999985,0.008209893782623112,4.980422818334773e-05,0.023098086595535278,0.0006342990091070533,0.27253260985016825,0.0006599478074349463,0.6,3.1903607596177586,59.4927535705566,0.0010296330451965334,0.12661552210152174,1.3732405262999237,40.77737045288086,0.014995102111017344
122000,2.210213594710427,0.29193068,0.33791100755333897,0.0018636386,0.00819036706816405,4.739286669064313e-05,0.023052165985107377,8.434998017037287e-05,0.2725390776991844,0.0006220646318979561,0.61,3.170472435886038,58.4950233154297,0.0010272585153579727,0.12400021621212373,1.373804674949497,40.91127395629883,0.013865531479590569
124000,2.212365856095298,0.291863,0.3377891160547733,0.0018286393,0.008165308996103704,4.517345496424241e-05,0.023040782928466747,0.00014810400898568332,0.27254652306437493,0.0006190822459757328,0.62,3.156349802156908,57.926560115814176,0.0010274996757507371,0.12207904233783462,1.374316104920581,41.02385330200195,0.013144901300431258
126000,2.214409577755811,0.29176491,0.337670885771513,0.0017949289,0.008140817680396137,4.34250500802591e-05,0.023073469996452312,0.00021916731202509254,0.2725545853376389,0.0006294661434367299,0.63,3.136080072727054,57.02035116767896,0.0010290758609771725,0.11954741331562407,1.3746745506068692,41.106788635253906,0.012592764157336196
128000,2.216006690421771,0.2916391,0.3375789888203144,0.0017624344,0.008121183793991803,4.178171329840552e-05,0.023033651471138016,7.6287891715765e-05,0.27256333604454996,0.0007111986633390188,0.64,3.1142952735535765,56.41069574546808,0.0010220642089843733,0.11832343485578875,1.3749965699389577,41.1636848449707,0.01210564017912842
130000,2.2171433059720913,0.29149255,0.3374763190746307,0.0017310905,0.008099784655496472,4.001949246230652e-05,0.022815808057785048,8.626448106952012e-05,0.27257048785686494,0.0005991378566250205,0.65,3.1043689756188515,55.670254362106306,0.0010208077430725162,0.1165704530067742,1.3753559411270544,41.202980041503906,0.011642812093836304
132000,2.21803676568691,0.2913252,0.33737509697675705,0.0017008382,0.008083334309048947,3.8311987918859816e-05,0.022663846135139457,0.0003514779673423618,0.2725800260901451,0.0006024022586643696,0.66,3.095814236439764,54.975607690811074,0.0010214114189147916,0.11492138249054544,1.3758000161033124,41.228939056396484,0.01100418194627856
134000,2.218933717732669,0.29114473,0.33725629970431326,0.0016716262,0.00806726785376668,3.683774984892807e-05,0.022701967716217016,0.0003616322064772248,0.2725872367620468,0.0005867216386832297,0.67,3.089869034010915,54.03338150596617,0.001021678328514092,0.11255398465693008,1.376263701240532,41.22319412231445,0.010212798078078827
136000,2.2202185987332306,0.2909498,0.3371297277510166,0.0016434096,0.00805564234033227,3.5702731929632135e-05,0.022858016133308446,0.002003148663789034,0.2725954204797745,0.0006236061453819275,0.68,3.0805516929831356,53.42476368522639,0.0010186209678649887,0.11109768289327589,1.3766150717856362,41.180057525634766,0.009442159580998127
138000,2.22154879094579,0.29074657,0.3369781292974949,0.0016161326,0.008041439019143582,3.5116954950353826e-05,0.022799564361572277,9.011229121824726e-05,0.2726022206246853,0.0006432594382204115,0.69,3.073639131616799,52.92304701423636,0.001018868684768675,0.11022838736325487,1.377028482966125,41.13039779663086,0.009210403260542097
140000,2.2227553469119203,0.2905386,0.33677694201469416,0.0015897523,0.008015576447360217,3.405132392799715e-05,0.022907555699348464,7.822149927960709e-05,0.27261134088039396,0.0006097230361774564,0.7,3.06308793951757,52.3761416797636,0.0010231946706771885,0.10904774149879855,1.3774429535260424,41.075408935546875,0.009094858151860489
142000,2.223751606077116,0.29032728,0.3365618228912353,0.0015642175,0.007994215469807383,3.32327793330478e-05,0.022771783590316813,7.083123637130484e-05,0.27261826023459435,0.0005716852028854191,0.71,3.0510824290104193,52.198537094116226,0.0010191189050674466,0.10870212924480457,1.377839079941623,41.046138763427734,0.009482544149388593
144000,2.2249063803643483,0.29012018,0.33634229004383087,0.00153949,0.007974334480240935,3.217260746168904e-05,0.022139402508735678,7.830436516087502e-05,0.27262359857559204,0.000607771915383637,0.72,3.041211405070497,51.78784914398193,0.0010011655092239389,0.10764899481087914,1.3784244540147483,41.010963439941406,0.009271409081527963
146000,2.2260662565933584,0.2899218,0.33597458302974703,0.0015155323,0.007955405977554616,3.117947262580856e-05,0.021673013567924424,6.278300861595199e-05,0.27263247668743135,0.0005641540046781301,0.73,3.0304199899546775,51.34475531387328,0.0009781483411788897,0.10694935854524394,1.3788862444926053,40.980167388916016,0.009363480934291155
148000,2.2272858812330014,0.28973192,0.33567273542284964,0.0014923098,0.007930703670717769,3.024650350198499e-05,0.021674248456954964,6.151317211333662e-05,0.2726405464112759,0.0005596940172836185,0.74,3.018267860170452,50.96673193168633,0.0009784753322601308,0.10583737775683416,1.3794117898214608,40.944217681884766,0.009114779720082886
150000,2.2290798227920625,0.2895554,0.33547389805316924,0.0014697912,0.007884622225537891,2.9363531621129368e-05,0.021673125743865977,6.633669545408338e-05,0.2726481556892395,0.0005550395580939949,0.75,2.9975882149301465,50.59192338180535,0.0009788343906402632,0.10471921243146057,1.3799089298117906,40.90384292602539,0.009000257111853009
152000,2.231157318178289,0.28938246,0.33533748537302016,0.0014479433,0.007836777623742807,2.871371311812254e-05,0.021772091388702387,0.0003067348152399063,0.27265736162662507,0.0005599023425020278,0.76,2.972803579177706,50.21243698120102,0.0009781434535980212,0.10406057559326262,1.3803181645926088,40.86172103881836,0.00916388171701689
154000,2.233695141111897,0.2892187,0.3352122440934181,0.0014267379,0.007812790758907794,2.7961201885773336e-05,0.021931006908416706,7.402505434583873e-05,0.27266483902931216,0.0005675008869729936,0.77,2.9554804321378447,49.82824544525149,0.0009751987457275381,0.1027766574546694,1.3807862997055054,40.814369201660156,0.008949690993409597
156000,2.2373827950907392,0.28906512,0.3350993447005749,0.001406149,0.0077935923705808804,2.7265567405265755e-05,0.022018690943717976,5.682377377524972e-05,0.272672351449728,0.0005462797125801444,0.78,2.9409111652057613,49.469522468567,0.0009749733209610001,0.101489417165518,1.3811906945193186,40.76472091674805,0.008724078191211435
158000,2.241984773962927,0.2889197,0.3350056909024715,0.0013861479,0.007778796332422642,2.682498243302689e-05,0.021953545212745732,7.841930346330628e-05,0.27268041744828225,0.0005467444425448775,0.79,2.930664783343672,49.176042184829726,0.000973692417144772,0.10120398393645884,1.3817625149386004,40.7159538269043,0.00891736475471407
160000,2.2471997664917063,0.2887842,0.33494277819991114,0.0013667096,0.007765924080740659,2.6244922082696576e-05,0.0219301924705506,6.275645137066022e-05,0.2726913683116436,0.000542591733392328,0.8,2.91983398492448,48.96651035690308,0.0009755065441131597,0.10068243924528332,1.382182989618741,40.67344284057617,0.009054947110940714
162000,2.253283585611121,0.28865668,0.3348636247217655,0.0013478119,0.007749895565211773,2.5643073240644298e-05,0.021434620976448004,8.0121259088628e-05,0.27269955798983575,0.0005388063145801425,0.81,2.9113072319887574,48.67724630737314,0.0009692584276199343,0.09954115304723374,1.3826613372657448,40.63401412963867,0.008960185431526027
164000,2.2606199723078237,0.28853923,0.33478150367736814,0.001329433,0.00772455574478954,2.5113686297117967e-05,0.02214009332656864,9.021873847814277e-05,0.272710045427084,0.0005370078724808991,0.82,2.9067649098578836,48.39436518669118,0.0009749214649200429,0.09865351668000195,1.3831572636263445,40.593894958496094,0.009001723344204914
166000,2.2691983356346275,0.28842837,0.3346609532833099,0.0013115518,0.007705501432064919,2.4673341795278247e-05,0.021909372568130452,0.00033527944469824433,0.2727185472846031,0.0005853300099261105,0.83,2.9250354622490704,48.191504089355504,0.0009712108373641961,0.09810618511959919,1.383519932278432,40.55365753173828,0.008934122527600273
168000,2.279647886450245,0.28832373,0.3345836989581585,0.0012941485,0.007680991047527638,2.4270530866488115e-05,0.021708434820175128,0.00020802525978069752,0.27272811233997346,0.0005360652576200664,0.84,3.0714626947883517,48.041479360580475,0.0009685946702957148,0.09685216429829592,1.3840161787811667,40.513816833496094,0.008670426150783886
170000,2.2929097339115105,0.28822246,0.3344865806400776,0.0012772053,0.007663374487310642,2.3825260541343596e-05,0.02186792719364163,0.0005537485121749341,0.2727391332387924,0.0005936400266364217,0.85,3.223036101553589,47.754304723739835,0.00097349500656128,0.0953876216746865,1.3844281871570274,40.47096633911133,0.008847207223647235
172000,2.309610245313563,0.28812298,0.3343821793794632,0.0012607048,0.007636132207699117,2.351470188841631e-05,0.02201165413856508,0.00013775282423011959,0.2727500185370445,0.0005375579348765314,0.86,3.434097161516547,47.68513256073012,0.0009775347709655765,0.09496869441121807,1.384829921880737,40.434410095214844,0.008449157284572725
174000,2.329029408725759,0.28802827,0.33426550179719927,0.0012446282,0.007616942352615295,2.3267625556400164e-05,0.021875320076942442,7.245372398756444e-05,0.27276286110281944,0.0005556240794248879,0.87,3.6310905998107046,47.64893456077571,0.0009730358123779307,0.09517831788584592,1.3853540556738153,40.39974594116211,0.009333882495993739
176000,2.349817072439085,0.2879418,0.3341545306146145,0.0012289566,0.007604955090209837,2.3012118344922782e-05,0.022030773282051136,0.00017100447439588606,0.27277335301041605,0.0005555973039008677,0.88,3.821952518774196,47.58706792831416,0.0009729367494583121,0.095401923902333,1.385740505065769,40.37293243408203,0.009336155391181801
