train/epoch,eval/sd_mean,eval/R_mean,eval/R_high,eval/D_mean,eval/D_high,eval/D_low,train/time,train/theta_loss,eval/R_low,train/mse,train/progress,eval/sd_high,train/gls_loss,train/callback_time,train/sol_loss,eval/sd_low,eval/ci_range,train/pde_loss
178000,2.3719731368621093,0.28786206,0.3340835183858871,0.0012136764,0.007586943451315162,2.2486357465822948e-05,0.021904117226600645,5.192765092942864e-05,0.2727833062410355,0.0005187256610952318,0.89,3.9313983637839556,47.41151172447221,0.0009722639322280898,0.0947461200207472,1.386276216362603,40.35539627075195,0.009036430054809922
180000,2.396151067730534,0.28778806,0.33397427722811696,0.0011987741,0.007559648854658007,2.200332414759032e-05,0.021862521767616275,5.460068859974854e-05,0.2727932304143906,0.000538722553756088,0.9,4.062489978969097,47.19633873176584,0.0009712802171707132,0.0939530276991426,1.3867823203327134,40.32896041870117,0.00908895142830445
182000,2.4214418263578454,0.28772098,0.33388266786932946,0.0011842337,0.007539425755385307,2.1685351384803653e-05,0.021905258893966717,0.00022615173656959087,0.2728055872023106,0.0005294709699228406,0.91,4.244652634952217,47.098735860824505,0.0009761308431625366,0.09394558741524814,1.3872684707166627,40.29755783081055,0.009054629829479407
184000,2.446779933508923,0.28766328,0.3337441138923168,0.0011700426,0.007520460267551243,2.1269084254527115e-05,0.021813422799110527,0.00012283437536098063,0.2728128395974636,0.0005290649132803082,0.92,4.399070725776255,47.021767642974964,0.0009772876501083346,0.09438920742645858,1.3877552060876042,40.274017333984375,0.0093567256301176
186000,2.4717443494262255,0.28760248,0.33358659222722054,0.0011561875,0.0075016545015387185,2.0811289232369745e-05,0.021826446294784505,5.211795723880641e-05,0.27282231524586675,0.0005106600001454353,0.93,4.4914569007232785,46.761080432891816,0.0009744178056716924,0.09330625667423019,1.3881273189326748,40.2416877746582,0.009430332000483781
188000,2.4972260195818743,0.28754497,0.33342740386724473,0.001142658,0.007484205474611368,2.0361170300020603e-05,0.021920731663703924,6.279803346842527e-05,0.2728327177464962,0.0005080082337372005,0.94,4.501615813933313,46.77522925186162,0.0009765243530273432,0.09300054002553236,1.3886119209928438,40.21330642700195,0.00963874807767569
190000,2.5224868577994024,0.28748503,0.3332610674202442,0.0011294413,0.007467088638804849,1.990846430999227e-05,0.021933861970901452,7.017354801064357e-05,0.27284770756959914,0.000533907616045326,0.95,4.546668671537191,46.734709066390955,0.0009764554500579849,0.094011862769723,1.38911297544837,40.19071960449219,0.009990921442629794
192000,2.5456485352187883,0.2874182,0.33313468024134635,0.0011165257,0.007447033678181468,1.9562033185138716e-05,0.02196005749702458,5.456867438624613e-05,0.27285908833146094,0.0005118505214340985,0.96,4.563894332386553,46.590329822540234,0.000980372667312619,0.0946539079286159,1.3896339951315895,40.17327880859375,0.010417171676759584
194000,2.5653362676224285,0.287346,0.3330550193786621,0.0011039007,0.007427721109706904,1.9080646825386794e-05,0.02194762039184565,5.4051721235737205e-05,0.2728763438761234,0.0005035028443671763,0.97,4.562598955817521,46.63453775596635,0.0009792662858962972,0.09579098217189332,1.3901426660595462,40.174495697021484,0.010803862108034105
196000,2.5821001465962827,0.28727525,0.33296655490994453,0.0010915579,0.007414976158179342,1.8540434302849464e-05,0.021939719438552892,0.0003981073386967182,0.2728868119418621,0.0004977089120075107,0.98,4.561269679106772,46.42810333061218,0.0009768923521041855,0.09496660041809073,1.3906395761296153,40.18037796020508,0.010375884172506638
198000,2.5966889710823504,0.28720167,0.33284342736005784,0.0010794887,0.0074026209535077185,1.8005533593168366e-05,0.022083523392677273,0.00023848465934861451,0.2728981629014015,0.0005035971407778561,0.99,4.560133721679449,45.91274615478509,0.000977260828018194,0.09376714188233018,1.391142324428074,40.1644172668457,0.010506310602533611
200000,2.6091213985119897,0.2871211,0.3327501267194748,0.0010676838,0.007384551002178341,1.7644628360358184e-05,0.021431805133819593,7.548296707682312e-05,0.2729079626500607,0.0005144450115039945,1.0,4.557200055569409,45.87477830696106,0.0009664584398269671,0.0943612330146135,1.3915535528212786,40.155086517333984,0.01010373252944558
