train/epoch,eval/D_high,eval/R_high,eval/R_mean,eval/sd_mean,train/theta_loss,eval/D_low,eval/R_low,train/pde_loss,eval/sd_low,eval/sd_high,train/time,train/mse,train/callback_time,train/gls_loss,eval/D_mean,train/progress,eval/ci_range,train/sol_loss
2000,1.1218109399080276,0.9535558119416235,0.47370112,36.27198724541813,0.1865275353193283,0.028501546988263727,0.23559038005769253,69.39543087983147,8.910292317159474,199.349860474467,0.023854094028472904,0.008987911976873875,0.0010134519338607776,2308.6188589782614,0.19900411,0.01,365.873779296875,6.843088656723467
4000,0.0346098966896534,0.5056628450751305,0.4930895,7.122075556544587,0.06804431229829788,0.027285453816875815,0.4761849336326122,2.009813017189502,5.818345211446285,8.733099536038935,0.02309936702251442,0.005371844861656427,0.0009649839401245099,703.3925975189183,0.032256804,0.02,138.3062286376953,1.6545275751352297
6000,0.026600576424971222,0.5004483461380005,0.4874582,5.408110657706857,0.031892962753772736,0.02186540816910565,0.47870475649833677,1.1236397313624615,5.100806849077344,5.771351943258196,0.023115890264511118,0.007487414870411158,0.0009519909620285055,437.6544905853282,0.024043746,0.03,131.32225036621094,1.054165729522707
8000,0.021686478285118937,0.49666846767067907,0.48914355,5.436053928220645,0.029597043991088867,0.018880580086261034,0.4803916268050671,0.9824126079641283,5.057562910951674,6.059879681561141,0.02321649694442749,0.003710950957611203,0.0009574464559555075,361.32615702819794,0.020095853,0.04,125.47117614746094,0.8641142788827415
10000,0.01975595806725323,0.491022153198719,0.47778586,7.425075432751328,0.08232662081718445,0.018216922087594865,0.4641157753765583,1.1381227036230275,6.0569613124243915,8.944192877970636,0.023208992838859535,0.0048456816002726555,0.0009628562927246076,371.61986880493265,0.01882412,0.05,132.1996307373047,0.8806690523624418
12000,0.020028297696262597,0.4707941502332687,0.45383397,10.79730825824663,0.0068334005773067474,0.018454061169177294,0.4394431643188,1.2067390082329514,9.180057351477444,12.524882564321159,0.02323569810390471,0.003694945713505149,0.0009642165899276735,381.562263122558,0.019054636,0.06,127.11396026611328,0.8936116595566262
14000,0.02020357921719551,0.4425717040896416,0.43247446,14.634909724351019,0.014385493472218513,0.018327733082696796,0.42318939715623854,1.22096794843115,12.631008983589709,16.28701649606228,0.02325609111785891,0.004615185782313347,0.0009626294374465941,390.82535914611884,0.019127427,0.07,128.98574829101562,0.9075906813442698
16000,0.019494596077129243,0.43160662502050395,0.42038372,16.442865059245378,0.008977149613201618,0.017670793319121005,0.4110128752887249,1.1411491398550615,15.516771422699094,17.79299001209438,0.02325887703895571,0.006665847264230251,0.0009665940999984771,395.4151691436756,0.018437415,0.08,125.44046783447266,0.9212616491615799
18000,0.03111783820204435,0.4505795523524284,0.41318473,20.620473065413535,0.002282597590237856,0.017022202583029868,0.40155974477529527,1.1481830804105835,17.12356423959136,36.83078717440364,0.023279023408889814,0.004210368264466524,0.0009695990085601796,488.7268617706303,0.01878213,0.09,163.49000549316406,1.098941694229841
20000,0.01798736383207142,0.40738191828131676,0.39417112,25.509476689621806,0.003575738752260804,0.016226039780303837,0.3796660043299198,1.0582149589415653,22.619737638160586,27.476250333711505,0.023297972559928975,0.009321358986198902,0.0009681291580200188,404.23634133911145,0.01710128,0.1,116.47209167480469,0.8616881722211827
22000,0.016567739332094787,0.3813401460647583,0.37651002,25.51616066414863,0.000734788307454437,0.014416461088694632,0.37163249403238297,0.4696375456061229,24.93158341385424,26.379715744405985,0.023254593968391392,0.003375360742211342,0.0009640412330627438,321.7593228454594,0.015308753,0.11,80.11162567138672,0.6455302536487577
24000,0.016357407625764608,0.37998032942414284,0.3736139,26.13159143552184,0.0005948022590018809,0.013534486154094338,0.3645705714821815,0.20630381608242232,24.97862773016095,28.46089554950595,0.023435227036476124,0.0031875960994511843,0.0009659141302108776,266.2112041778553,0.014658236,0.12,70.36366271972656,0.5040013777911686
26000,0.016256886767223474,0.379490315169096,0.36843613,27.937785835626226,0.0005731828860007226,0.01312938469927758,0.3536261297762394,0.12869806093536248,25.020086532458663,32.70452292636037,0.023504090309143064,0.003018558258190751,0.0009779367446899436,245.03791293334962,0.014235855,0.13,63.906673431396484,0.4046757173836221
28000,0.016164652816951276,0.37913312688469886,0.36332604,28.96132681868039,0.00040986042586155236,0.01231347166467458,0.3458067215979099,0.10985727282939478,25.056381663307548,32.758960127830505,0.023616353392601038,0.0029708161018788815,0.0009841731786727884,234.46595817565907,0.013838785,0.14,59.69322204589844,0.37017830552160735
30000,0.016086835507303478,0.3788022123277187,0.35899603,30.27160396222025,0.0003576385206542909,0.011792932986281812,0.3397450804710388,0.08048650320153675,25.090219918638468,37.520093470811844,0.023414807438850403,0.0029500832315534353,0.00098174881935119,228.27015530395533,0.013464275,0.15,56.82442092895508,0.3103398786038161
32000,0.015997964749112727,0.3785566702485085,0.35497293,31.683351527433842,0.0002959731500595808,0.0116225111996755,0.3298314593732357,0.05671673471806574,25.12367833405733,39.53695623204112,0.02328908574581145,0.003003409132361412,0.0009733110666275016,227.99296354675255,0.013175506,0.16,54.3408317565918,0.2700539344549187
34000,0.015920853056013585,0.37837579995393755,0.35059354,32.93731186711894,0.00030130971572361887,0.01117523703724146,0.3216980196535587,0.054023291647434246,25.152259645983577,40.85259512066841,0.023439466953277602,0.00301157939247787,0.0009901987314224268,227.6122111129759,0.01291464,0.17,52.38821792602539,0.23711858677118972
36000,0.015846266131848096,0.3781857766211033,0.3467768,34.0146479337709,0.0002241825859528035,0.010784224304370583,0.31944608613848685,0.0536409319222439,25.183093501254916,42.3838765360415,0.023515844941139216,0.0029246555641293526,0.0009981567859649663,222.31791357421847,0.012658189,0.18,51.15916061401367,0.21090978970378635
38000,0.015797106549143788,0.3780282773077488,0.34385327,35.00138501377983,0.00022138158965390176,0.010748391901142896,0.31909259259700773,0.04200092476909037,25.212370790541172,43.846927024424076,0.023571364760398904,0.002930113347247243,0.0009985606670379593,221.63956494140635,0.012451777,0.19,49.8719596862793,0.18845023645460554
40000,0.01572332601062953,0.37788437083363535,0.34141967,35.73650080459193,0.000210853511816822,0.0105925174895674,0.31860558688640594,0.036461021616822166,25.235627265647054,43.79054633900523,0.023777790784835873,0.0028225877322256565,0.0009970738887786893,219.02673558044484,0.012277756,0.2,48.75117111206055,0.17179820067435556
42000,0.015664190286770463,0.3777621313929558,0.33967388,36.313438794236966,0.00020007540297228843,0.010481177270412445,0.3186467573046684,0.029376768340356713,25.2585981041193,43.674589041620486,0.024156414628028818,0.002861475571990013,0.0010119656324386577,216.71819101715104,0.012115917,0.21,47.73588562011719,0.16569041845202465
44000,0.015608456404879689,0.3776162765920162,0.33855486,36.715181283264734,0.0002647492801770568,0.010480917803943158,0.31869233697652816,0.02952006941707811,25.281263887882233,43.59847838059067,0.02400430333614348,0.0028751182835549116,0.0010090652704238911,216.59513311767572,0.011993876,0.22,46.805259704589844,0.1750790047645564
46000,0.015565407229587434,0.3775242604315281,0.33817917,37.06385054990936,0.00019766237528529018,0.010481833247467875,0.31874868646264076,0.030212427823804334,25.301962392404675,43.53051166981459,0.024091536998748712,0.0028626222629100084,0.0010118449926376386,218.6481962127686,0.011906449,0.23,46.28577423095703,0.16858301267772885
48000,0.015502014663070437,0.3774319998919964,0.338241,37.420301757819416,0.00018032941443379968,0.010482683381997048,0.3188034564256668,0.03385493959742602,25.326839461922646,43.42742944136261,0.02430905807018282,0.002922104438766837,0.001005783915519712,218.28728114318815,0.01181528,0.24,45.9570426940918,0.15763855195045526
50000,0.015429372549988328,0.3773383542895317,0.3385459,37.84937523460636,0.0001899576309369877,0.010481333523057402,0.31884298026561736,0.025325544638792084,25.348124420270324,44.119070284068584,0.023873926997184727,0.002946280175819993,0.0009917552471160858,222.3224980926511,0.011736825,0.25,45.71361541748047,0.14613203126192092
52000,0.015385063202120363,0.37722799479961394,0.3389675,38.29054482880747,0.00014130875933915377,0.010231886617839336,0.3188790656626225,0.02944415198382921,25.36653825081885,45.075276494026184,0.02350479209423067,0.002905739936977625,0.0009793331623077408,220.14410775756798,0.011646294,0.26,45.609676361083984,0.13121423217654243
54000,0.015312935318797832,0.3771136373281479,0.33951807,38.647719870540584,0.00014293479034677148,0.009982671006582677,0.31890186220407485,0.024751078549306853,25.39352234452963,45.064717531204224,0.023369469881057783,0.0028891079127788544,0.0009813890457153283,216.90865037536605,0.0115492875,0.27,45.53045654296875,0.1322133872434506
56000,0.015266660135239366,0.37697782292962073,0.34008655,38.92575566796586,0.00010356565326219425,0.009753369842655957,0.31892957985401155,0.02239217966515573,25.420754123479128,45.051698479801416,0.023796904921531727,0.0028755427338182926,0.0010036243200302133,217.2272105026247,0.011450934,0.28,45.612056732177734,0.1334955039396882
58000,0.01522110071964562,0.3768688179552555,0.34039912,39.254839309687284,0.00011572014045668766,0.009673792775720358,0.3189509458839893,0.02816544055228586,25.44900099746883,45.44557090848684,0.02404897117614747,0.0029653117526322603,0.0010163108110427853,218.70715733337425,0.011357909,0.29,45.71382522583008,0.11985857904329868
60000,0.015188242727890612,0.37676153257489203,0.34067348,39.62382721859031,0.00012420756684150547,0.009670328698121011,0.31898054108023643,0.017320355561561876,25.47321366146207,46.63644898682833,0.02396785223484039,0.0029273033142089844,0.0010087168216705298,221.62497953796338,0.011274852,0.3,45.99781036376953,0.10682747358456271
62000,0.015153677319176495,0.37664175033569336,0.3410166,39.86659649116475,0.00017772111459635198,0.009639418916776776,0.31900605410337446,0.014198785523301897,25.496746180579066,46.62473984062672,0.023980429887771514,0.00298045645467937,0.0010070891380310077,217.856820365906,0.011197525,0.31,46.0389289855957,0.1163887886144222
64000,0.015114980656653643,0.37653354853391646,0.341639,40.064993240235545,9.021766163641587e-05,0.009633653447963297,0.31902879029512404,0.011697729083360149,25.516648031771183,46.61480579525232,0.023973339438438556,0.002855073194950819,0.001012970209121703,217.03567416381853,0.011129163,0.32,46.08373260498047,0.12513267102092518
66000,0.01507964867632836,0.37643649950623514,0.34235227,40.237418046666555,0.00011037510557798669,0.009623524057678879,0.31905016079545023,0.016945015030214585,25.532683543860912,46.60506434738636,0.02405833423137667,0.0027884729206562042,0.001010132431983946,211.9333051300049,0.011065321,0.33,46.008060455322266,0.13112787078320956
68000,0.015050627198070288,0.37631123289465906,0.34296575,40.41519114433322,0.00010654931247700006,0.009467360726557673,0.31907536163926126,0.015649261235259476,25.556765450164676,46.59354230388999,0.02409333872795106,0.0027877839747816324,0.0010139620304107696,210.24384190368662,0.010998368,0.34,46.14651870727539,0.12493882077559802
