train/mse,eval/ci_range,eval/M_mean,eval/D_high,train/time,train/gls_loss,eval/R_mean,eval/sd_mean,eval/M_low,train/theta_loss,train/sol_loss,train/callback_time,train/epoch,eval/D_mean,eval/D_low,eval/sd_low,train/pde_loss,eval/M_high,train/progress,eval/R_low,eval/R_high,eval/sd_high
0.0023981023114174604,57.759971618652344,0.7757086,1.2839105159044266,0.02309150028228758,225.8659729690556,0.6993406,11.573559059761465,0.7645704731345176,0.0007504707318730652,0.4283248087614767,0.0009900989532470636,22000,1.2731836,1.2604027897119523,11.083651916123927,0.17956333616375958,0.7844509020447731,0.11,0.6809842720627785,0.7110409453511238,12.552636349573731
0.0018440677085891366,52.42041015625,0.78293294,1.283258792757988,0.02296279954910276,191.94206548309336,0.7051064,11.585020551690832,0.7664700821042061,0.0006706984713673592,0.3590069448798887,0.0009829660654068007,24000,1.2573004,1.2201716423034668,11.109837470576167,0.1244003524370491,0.7954836815595627,0.12,0.6846197649836541,0.7148726627230644,12.353443913161755
0.0018523626495152712,49.563480377197266,0.7884983,1.2826459020376206,0.023067999362945492,176.17480947876012,0.70706916,11.846544422054043,0.7676686331629753,0.011820399202406406,0.3214985359758137,0.0009960501194000262,26000,1.2341015,1.1598481386899948,11.1350231571123,0.09678220837190721,0.8035184025764466,0.13,0.686754859983921,0.7148583099246025,13.020378071814775
0.0019513536244630814,48.9459228515625,0.79249364,1.2821662932634355,0.022637364387512276,166.41698457336403,0.7078256,12.138103054719977,0.768485888838768,0.000543359259609133,0.3037181524038317,0.0009978585243225109,28000,1.2069248,1.1034822046756745,11.165708024054766,0.0906413219226526,0.8074437066912651,0.14,0.6884929239749908,0.7146186873316764,13.224524608813226
0.0015628720866516232,48.8127326965332,0.79600364,1.2818042427301406,0.022466039538383442,156.03610346221942,0.7081925,12.535212847962976,0.7689747303724289,0.0006071178941056132,0.2738423570841554,0.0009994027614593493,30000,1.1793076,1.0481862843036651,11.189975473098457,0.08061323662474758,0.8135212659835815,0.15,0.6899898245930671,0.7144730895757675,14.829212124459445
0.0014995664823800325,48.587013244628906,0.799458,1.2814471930265428,0.022382667660713184,146.6790409317013,0.7077046,13.017234825761989,0.7694303900003433,0.0024515888653695583,0.2502179675400245,0.0009985383749008198,32000,1.1518521,0.9964610233902931,11.217966512776911,0.06945412392541779,0.819294486939907,0.16,0.6909333676099777,0.7142717942595482,15.648427279666066
0.0014828998828306794,48.07886505126953,0.80258524,1.2810966044664382,0.02272127878665923,139.35685079956056,0.7066621,13.425919077891324,0.7700011640787124,0.0006599681219086051,0.23492424897849568,0.0010031995773315402,34000,1.1246951,0.9441059485077858,11.234259605407715,0.055998564281501,0.822583083808422,0.17,0.691765907406807,0.7140534222126007,16.085948888212442
0.001452138414606452,47.36079025268555,0.8051321,1.2807350486516953,0.02313619244098667,134.96171428680432,0.7052375,13.72097048140131,0.7705267339944839,0.10698007047176361,0.2272525946795938,0.0010157642364502005,36000,1.0982372,0.9001930221915245,11.258984915912151,0.04844675076240683,0.8239799588918686,0.18,0.6920649453997612,0.7139160007238388,16.08399711549282
0.0014239494921639562,46.84834289550781,0.8071292,1.2803955048322677,0.02323954868316651,132.78357910156217,0.70420235,13.973842934187916,0.7710425376892089,0.0004177447408437729,0.2164489477276812,0.0010176622867584203,38000,1.0730017,0.8602290183305741,11.275940760970116,0.043723444772418525,0.8242560788989067,0.19,0.6923575192689896,0.7138148099184036,16.268440056592226
0.0013770796358585358,46.241477966308594,0.8088634,1.2797799855470655,0.02333185791969303,130.65092345047003,0.7035243,14.249422891344874,0.7715875968337059,0.00029471254674717784,0.20695354922115763,0.001013528466224666,40000,1.0491992,0.8276046648621559,11.2917291931808,0.0382724821190351,0.8253632798790932,0.2,0.6925591751933098,0.7137045055627823,16.861258307471868
0.0013394742272794247,45.64445877075195,0.8104329,1.2792148828506469,0.023291948437690668,128.73244203567512,0.70334214,14.528979107314212,0.7720722660422326,0.0003547469386830926,0.199169687107206,0.001014745354652405,42000,1.0269454,0.7972850561141968,11.304485984146595,0.033796040972694626,0.8266086935997009,0.21,0.6927089244127274,0.7136145278811454,17.497395258396853
0.0014494804199784994,45.2415657043457,0.8117998,1.278724843263626,0.023175704121589688,126.69823077011097,0.7031373,14.75994204202046,0.7724003627896309,0.00045864621642977,0.19701155510544788,0.0010093532800674457,44000,1.0061389,0.7716060772538185,11.317778564989567,0.03776068763108926,0.8274100616574287,0.22,0.6928738281130791,0.7135107666254044,17.47946222312748
0.0013429215177893639,44.84866714477539,0.8130702,1.2779857397079468,0.022474367499351524,124.34202259063716,0.70279485,14.952351282064159,0.7728024542331695,0.0002758834161795676,0.19383535738289412,0.000993940830230711,46000,0.9866461,0.7486917778849602,11.326274927705526,0.0368052898584866,0.8288998261094094,0.23,0.693035289645195,0.7134384244680405,17.573357047513127
0.00125374854542315,44.674537658691406,0.8143637,1.277608048915863,0.022598860979080104,122.82050685501119,0.7024304,15.168195460191262,0.7731491416692734,0.00023444001271855086,0.1889882261529559,0.00100091278553009,48000,0.9682302,0.7252368241548538,11.339964135549963,0.036459170055575724,0.8316117033362389,0.24,0.6931573987007141,0.7133695036172867,18.069521710276604
0.0012812336208298802,44.42133331298828,0.8155125,1.2771346181631087,0.022563691258430472,120.25055065917981,0.7022755,15.404752783601483,0.7735693037509919,0.00023333518765866756,0.17774363476783056,0.0009939397573471066,50000,0.9508124,0.7038202926516532,11.359483492560685,0.034499931294005366,0.8323172822594642,0.25,0.6932813495397567,0.7132804691791534,18.844514852389693
0.0012256893096491694,44.16276931762695,0.81648886,1.276261505484581,0.02282341408729552,119.48215268325822,0.7023684,15.647653090709355,0.7739735528826713,0.00023249875812325627,0.17287161365151382,0.0010071158409118673,52000,0.9343639,0.6859121486544609,11.372084962204099,0.03205225853575411,0.8324168980121612,0.26,0.6933914378285408,0.7131944254040719,19.318429520353675
0.0012105428613722324,43.93375015258789,0.8173596,1.2755150824785233,0.02283292365074153,118.12093796157845,0.7025706,15.83232974030954,0.7743776589632034,0.0002480230468790978,0.1689325568675995,0.001005113244056698,54000,0.91883415,0.6691361337900161,11.386076058261096,0.0359600152494385,0.8325284779071808,0.27,0.6934642672538758,0.7131013199687004,19.324017921462655
0.0012964931083843112,43.82297897338867,0.8182106,1.27490094602108,0.02339609789848331,117.07528353500373,0.70297873,15.957266117187423,0.7749248623847962,0.00019888636597897857,0.1691337924078109,0.0010200129747390786,56000,0.9040561,0.6519169956445694,11.399113084189594,0.03553734578937294,0.8331428185105324,0.28,0.6935395315289498,0.7131157577037811,19.318566704168916
0.001224262174218893,43.80668258666992,0.819142,1.2743087232112884,0.023403148651123046,116.67804492568948,0.7036845,16.09982825207867,0.7753787234425544,0.00025004541384987533,0.1623752425089473,0.0010216127634048485,58000,0.8900183,0.6371611103415489,11.40927029773593,0.03384017404727638,0.8360325694084167,0.29,0.6936109066009521,0.7168243303894997,19.315007841214538
0.00121922860853374,43.799320220947266,0.82009006,1.2730074375867844,0.023318200111389208,116.9802805061341,0.70455515,16.28740773750469,0.7758525386452675,0.0004386923974379897,0.15176727265864554,0.0010175164937973001,60000,0.8767783,0.6247029796242713,11.418336839415133,0.029263214491540547,0.8381547495722771,0.3,0.6936727687716484,0.7211470454931259,19.86107206903398
0.0012540583265945315,43.880577087402344,0.8210957,1.2725033193826676,0.023104967117309607,119.0259021034241,0.70536685,16.524793589931157,0.7762937664985656,0.0001843915379140526,0.1459684135988359,0.001009332418441771,62000,0.8642538,0.6142267242074013,11.426490196026862,0.028345798944588715,0.8412901893258095,0.31,0.6937376141548157,0.7223798871040344,21.26065050251782
0.0012877971166744828,43.928123474121094,0.82212013,1.2719982445240021,0.02349831652641302,118.75299007415781,0.7059871,16.76950991301882,0.7768173605203629,0.00018317863577976823,0.14661548889428405,0.0010144165754318248,64000,0.85234386,0.6029253706336022,11.435566889122128,0.028844629503553685,0.8433851286768913,0.32,0.6937892824411392,0.7223358884453773,21.904033748432994
0.0011909558670595288,43.947696685791016,0.8230762,1.2713979005813598,0.02349219727516181,115.92019928741442,0.70642906,16.976969238330163,0.7773697569966316,0.00037242661346681416,0.14414016887545586,0.0010131950378417986,66000,0.84086776,0.5891369774937629,11.44541862886399,0.03294719297066335,0.8445993587374687,0.33,0.6938590168952942,0.7222951292991638,21.90362443216145
0.0011776499450206757,43.892303466796875,0.8241206,1.2703299969434738,0.023380344867706345,112.12166823577874,0.70658714,17.156784327623125,0.7778391674160957,0.0008566005271859467,0.13967204757779808,0.0010123797655105565,68000,0.82975394,0.5751922145485878,11.455059424042702,0.03259128912165751,0.8478812903165818,0.34,0.6939203649759292,0.7222550958395004,21.89857284538448
0.0011483978014439344,43.92824935913086,0.8250518,1.2696952491998672,0.023525817632675142,110.06298160171517,0.7066491,17.32191858816892,0.7782411426305771,0.00018274466856382787,0.13990696627646654,0.0010181853771209707,70000,0.8189339,0.5613665223121643,11.466306890361011,0.034171268528560304,0.8482684373855591,0.35,0.6939805701375008,0.722207048535347,21.902691572904587
0.0010792964603751898,44.05940628051758,0.8259537,1.269110158085823,0.023039459705352757,107.51623732376088,0.70668185,17.47321099182591,0.7787157118320465,0.00018411193741485476,0.14209755702316668,0.0010133782625198376,72000,0.8083594,0.5464150995016098,11.474949191324413,0.034321451235795296,0.8489310726523399,0.36,0.6940572082996368,0.7221594676375389,21.90157608129084
0.0010800561867654324,44.23350524902344,0.8269904,1.2685086727142334,0.0231370358467102,102.75787987899758,0.7066098,17.561726465683293,0.7790979236364365,0.0004668590263463557,0.14282040715962627,0.0010141119956970218,74000,0.79804057,0.5318607598543167,11.48287020623684,0.03457240409613573,0.8530725389719009,0.37,0.6941207394003868,0.7221094816923141,21.89740282483399
0.001178233651444316,44.33106231689453,0.8281141,1.2681073635816573,0.02315626406669623,100.32053504943842,0.7065603,17.646854246866756,0.7795296505093574,0.0016278986586257815,0.13657363246381277,0.0010142275094985925,76000,0.78807074,0.52076465934515,11.491199932061136,0.031484499822137954,0.8576967373490334,0.38,0.694188591837883,0.7220597922801971,21.89201428554952
0.001034354791045189,44.41123962402344,0.8293062,1.2676275312900545,0.02334031021595002,98.66472378158561,0.70653003,17.726079484126693,0.7799193173646927,0.0014184111496433616,0.13296119239926316,0.0010203441381454537,78000,0.7784435,0.5113615304231643,11.496858298778534,0.031321410142350965,0.8609846279025077,0.39,0.6942518681287766,0.7220144838094711,21.88762375153601
0.0010339637519791722,44.53728485107422,0.8307216,1.2673091530799865,0.023424154996871952,96.68612234878535,0.70659775,17.802164516504853,0.7803778320550918,0.0006759834359399974,0.12896438422426618,0.001014598727226257,80000,0.7691441,0.5015793800354004,11.502946098335087,0.030415833047823995,0.8704284012317658,0.4,0.694307604432106,0.7219758719205857,21.882668463513255
0.0009567020460963249,44.597721099853516,0.8321734,1.2668273866176605,0.023628113508224472,95.04865584564222,0.7066168,17.870167728002755,0.7808784782886505,0.00028970561106689274,0.1273651496022938,0.001025010347366331,82000,0.7601659,0.49341713935136794,11.509593413211405,0.028589833969483138,0.8750919744372367,0.41,0.694376502931118,0.7219424262642861,21.878089616075158
0.0009926268830895424,44.62763214111328,0.83372265,1.2662520974874496,0.023761076688766484,94.09313030242933,0.70660853,17.90775751019828,0.7812944993376731,0.0009119079913944006,0.1293129000142212,0.0010182566642761238,84000,0.7514813,0.4846076421439648,11.514890124090016,0.03108265624823979,0.8790781080722809,0.42,0.6944520622491837,0.7218971088528633,21.873490186408162
0.0009521856554783881,44.783287048339844,0.8353894,1.265506026148796,0.02333091044425963,94.03259119033837,0.7065737,17.939808263697408,0.7816696554422379,0.00012752172187902033,0.12719649745151373,0.001015127301216127,86000,0.7430951,0.47724945172667504,11.521680769510567,0.030368839450180648,0.8866344541311264,0.43,0.6945249363780022,0.7218443274497985,21.86990180052817
0.0009805731242522597,44.93762969970703,0.83710736,1.2648858964443206,0.02294709753990167,93.42567185974121,0.70651525,17.974326636642218,0.7820256814360619,0.0001371194375678897,0.12318650940060616,0.0009963923692703272,88000,0.73500854,0.4699518524110317,11.527218180708587,0.02665622529620303,0.8919859066605568,0.44,0.6945831552147865,0.7217980101704597,21.866605104878545
0.0009759942186065018,45.05218505859375,0.83894813,1.2641853481531142,0.023201076149940447,93.44832438278192,0.7063894,18.01898686404207,0.7824604049324989,0.007842980325222015,0.11984584528952864,0.0010080358982086158,90000,0.7272282,0.46461808383464814,11.532927746884525,0.02186813523410825,0.8972364723682403,0.45,0.694648027420044,0.7217496678233146,21.863368339836597
0.0009408977930434048,45.06024932861328,0.8407757,1.2635970890522001,0.02356056308746332,93.91571541213959,0.7062362,18.069351667098495,0.7828907892107964,0.0035713030956685543,0.1159358779862522,0.0010144118070602418,92000,0.7197679,0.4603413589298725,11.538271745666862,0.01776670846855272,0.9045499697327614,0.46,0.694717501103878,0.7217152163386344,21.859953459352255
0.001050570048391819,45.004573822021484,0.8425889,1.262627264857292,0.02358746969699859,93.8411124649046,0.7060378,18.102802662858487,0.7831827878952027,0.00014638349239248782,0.11952313337475062,0.0010145233869552593,94000,0.71261036,0.4563528515398502,11.542811384424567,0.01798409472708586,0.9057167217135429,0.47,0.6947798386216164,0.7216672360897064,21.855468582361937
0.0009641068172641098,44.932960510253906,0.84446865,1.2620134264230727,0.023627241849899255,92.68834997558577,0.7057558,18.121367247162485,0.783494447171688,0.0010136287892237306,0.11982436680793784,0.0010118757486343366,96000,0.7057046,0.45208020210266114,11.547732935287058,0.016635574590414766,0.9110844358801842,0.48,0.694354946911335,0.721621997654438,21.850558184087276
0.0009784158319234848,44.83807373046875,0.8463903,1.261259001493454,0.02311835074424738,91.62558086395251,0.705429,18.134136863434925,0.783771924674511,0.0001513137249276042,0.12080812762305128,0.0010027484893798827,98000,0.69907916,0.4483975492417812,11.554341414012015,0.01757135660364299,0.9178527265787124,0.49,0.6933508336544036,0.7215726405382157,21.84735299088061
0.0008857608772814274,44.762786865234375,0.848342,1.2602965772151946,0.022854647397994986,88.46035514831549,0.7049845,18.12552244691178,0.7840367838740349,0.00011612389062065631,0.12205519794672767,0.0009895609617233288,100000,0.69267607,0.4451236642897129,11.560235382057726,0.0203461997713894,0.9213963434100151,0.5,0.6896684870123864,0.7215330958366394,21.843746956437826
0.0008776439353823662,44.6763916015625,0.8503349,1.2592700064182278,0.022879809975624037,87.08275280761711,0.7045486,18.115479337801112,0.7843233287334442,0.00012141852494096383,0.11942220544069986,0.0009907305240631104,102000,0.68648195,0.44072459265589714,11.566108744591475,0.017910140793654175,0.9279096916317939,0.51,0.6872687458992004,0.7214894339442253,21.83921243995428
0.0008501578704454005,44.61956024169922,0.8522491,1.2583560556173325,0.02302003943920129,86.29572960662819,0.7041607,18.112056731579028,0.7845832064747811,0.00011708751844707876,0.11712267137691357,0.000999030351638789,104000,0.6805028,0.437357883900404,11.5716498112306,0.018994277143850928,0.9298719927668572,0.52,0.6871862262487411,0.7214514657855033,21.835577907040715
0.0008492688066326082,44.5672492980957,0.85412145,1.2576081722974777,0.023029878377914533,84.11442934799165,0.7037585,18.12569373958679,0.7849453285336494,0.00010761490557342768,0.11484823205694569,0.0009909316301345856,106000,0.67471254,0.43383066207170484,11.57741176430136,0.01805186269606931,0.9320104867219925,0.53,0.6864626362919808,0.7214096948504448,21.831288002431393
0.0008439408848062158,44.55138397216797,0.8559952,1.2568047493696213,0.023192302584648126,82.29307484436028,0.70331156,18.133607398189437,0.785366703569889,0.00011211457604076713,0.11512222763150975,0.0009968435764312797,108000,0.66909885,0.4299145221710205,11.581866256892681,0.02015780389425343,0.9344263434410095,0.54,0.685162840783596,0.7213594362139701,21.826916886493564
0.0008412958704866469,44.54508590698242,0.857904,1.2557643860578538,0.02312684690952304,81.32652083969096,0.7027767,18.147798733164866,0.7857642367482185,0.00010093345917994156,0.10798358032852386,0.0009959713220596311,110000,0.6636701,0.42654418870806693,11.586253927089274,0.017350769607583118,0.9385507002472877,0.55,0.68237913697958,0.7213179022073746,21.822256222367287
0.000861173146404326,44.52241897583008,0.8599055,1.2547647595405576,0.023726341843605076,80.41682934188825,0.7022204,18.169081165394545,0.7861466184258461,0.00016304367454722524,0.10228137506172048,0.0010265735387802106,112000,0.6584415,0.42417627274990083,11.590674077160656,0.014773235020693352,0.943703830242157,0.56,0.6779464244842529,0.7212666064500809,21.818658849224448
0.0008497393573634326,44.486209869384766,0.8620345,1.2537795066833497,0.02395770478248592,80.39175408554068,0.70165145,18.19912360642264,0.7864444762468338,0.00010961055522784591,0.10249486894905553,0.0010331327915191636,114000,0.65337944,0.422289665043354,11.59583164844662,0.016514798882533824,0.9527537226676941,0.57,0.6765177622437477,0.721234279870987,21.815026458352804
0.0010825656354427338,44.4505729675293,0.8642046,1.2529863119125364,0.02412860608100891,78.99008978271486,0.7011259,18.229469840104382,0.7867288514971733,0.0001918238849611953,0.10187436990439878,0.0010417144298553475,116000,0.6484865,0.4195609264075756,11.602699640206993,0.018401337108924016,0.9627112895250319,0.58,0.6761092960834503,0.7211958289146423,21.80902427062392
0.0008319505141116679,44.44105529785156,0.8663763,1.252519530057907,0.02405233705043792,77.02776226425148,0.7006113,18.246768706877315,0.787024638056755,0.00013290098286233842,0.10475462300330415,0.0010372260808944674,118000,0.64376783,0.4182826541364193,11.607753462158144,0.01915031322254802,0.9676685720682144,0.59,0.6757369473576545,0.7211617425084114,21.804750431329012
0.0007667791214771569,44.44561004638672,0.86847556,1.2512864410877227,0.024215400457382158,74.57422448349,0.700166,18.226314010825007,0.7874437049031258,0.0001133558907895349,0.10749745621532164,0.0010371265411376976,120000,0.6391904,0.41679590120911597,11.612854711711407,0.01922854068037119,0.9708068445324898,0.6,0.6757462024688721,0.7211047545075416,21.801088517531753
0.0007521582883782685,44.49623489379883,0.8704985,1.2505589127540588,0.024182409644126945,73.22336840438831,0.69983363,18.205440210342847,0.7878411114215851,9.682648669695482e-05,0.10384746310487379,0.0010354530811309815,122000,0.63473034,0.4142331525683403,11.619924590922892,0.018205308950040546,0.9715144649147988,0.61,0.6757618755102157,0.7210613623261451,21.797244111075997
0.0007317811250686646,44.60456848144531,0.8725054,1.2495843887329101,0.0239710615873337,71.85271965408326,0.69956046,18.190411892271815,0.7881803318858147,0.00010041466157417744,0.1005893770195546,0.0010271099805831923,124000,0.6303734,0.4110163450241089,11.62605695426464,0.01890862584928983,0.9721701845526696,0.62,0.6757765412330627,0.7210275545716286,21.793200075626373
0.000915704236831516,44.69389724731445,0.8745572,1.248916482925415,0.02416505312919616,69.92355780792239,0.6992855,18.161157819653315,0.7884514540433883,0.028174519538879395,0.10093354815617217,0.001033600330352786,126000,0.6261015,0.4074497178196907,11.635742126964033,0.018375836431281645,0.9762978374958038,0.63,0.6757942914962769,0.7209853067994118,21.789826452732086
0.000694777350872755,44.73942184448242,0.87652653,1.2466716855764388,0.02399727499485013,67.41743572998033,0.69905174,18.098045279590966,0.7887134671211242,0.00011446748248999938,0.10250859704241151,0.0010214260816574065,128000,0.621941,0.40343654751777647,11.64537025615573,0.01672867110022338,0.9807799473404885,0.64,0.6758102774620056,0.7209313675761223,21.78597212769091
0.0007020822959020734,44.775978088378906,0.8784721,1.245936357975006,0.023914940714836092,66.28624526405335,0.6989225,18.020604797579686,0.7889430567622184,0.00011592457303777337,0.10089018783345811,0.0010191223621368428,130000,0.617867,0.40102881044149397,11.653101560659707,0.01830118787614629,0.9817351847887039,0.65,0.6758248150348664,0.7208940401673317,21.781753143295646
0.000695120426826179,44.82220458984375,0.8804468,1.2454972952604293,0.023798212289810168,65.04155007743834,0.69883907,17.947311687590886,0.7892130449414253,0.00015375105431303382,0.09842482479661707,0.0010201890468597434,132000,0.61386824,0.3972951538860798,11.663320916704834,0.01752971544861789,0.9842227205634118,0.66,0.6758399575948715,0.7208481937646866,21.776775829494
0.0006670293514616787,44.87105178833008,0.8824497,1.2450265049934386,0.02340026926994321,64.0153418273925,0.69878554,17.88421828892866,0.7895215392112732,0.00013644200225826353,0.09466060097515569,0.001010024309158323,134000,0.60994595,0.3936620503664017,11.670452123507857,0.017421819062903545,0.9901441246271133,0.67,0.6758522257208824,0.7208042740821838,21.772737056016922
0.0006853807717561722,44.94668960571289,0.8844766,1.2439956367015839,0.02315570056438438,63.931958278656104,0.6987803,17.829684169119993,0.789817889034748,9.477858839090914e-05,0.09409474988281706,0.0010025348663330038,136000,0.6061008,0.3901063174009323,11.680422932840884,0.01878743389947341,0.9946019679307937,0.68,0.6758694648742676,0.7207602933049202,21.76944655366242
0.000736755202524364,45.03406524658203,0.88650805,1.2436040490865707,0.02336535286903384,63.46789318656915,0.6987956,17.777067541839333,0.7900344669818878,0.00015202828217297792,0.09333016927167782,0.001000123739242551,138000,0.60234874,0.38681947737932204,11.689122882671654,0.016028755977749828,1.0002226561307908,0.69,0.6758849024772644,0.7207167148590088,21.76604620181024
0.0006625246605835855,45.082027435302734,0.8884985,1.242838656902313,0.022559826493263272,62.43666494178779,0.6987762,17.713735841905386,0.7902794927358627,0.0001029183404170908,0.09500059197098011,0.0009708497524261471,140000,0.59869975,0.38494470044970514,11.701360950246453,0.01334745451412162,1.003730797767639,0.7,0.6758980050683021,0.720674353837967,21.763007109984756
0.0006393777439370751,45.14292526245117,0.8904339,1.242252692580223,0.022582577347755393,61.867802030563354,0.69872946,17.63431482608659,0.7906172662973404,0.0006944150081835687,0.09660899191349738,0.0009734561443328856,142000,0.59515196,0.3832480601966381,11.711725732311606,0.015210061076330031,1.005799064040184,0.71,0.6759131386876106,0.720623143017292,21.759662544354796
0.0006402067956514657,45.16035842895508,0.8923682,1.2412739634513854,0.02263518607616427,60.93072767066955,0.6986794,17.547008854667506,0.7908801287412643,9.647771366871893e-05,0.09581134748086328,0.0009758905172348001,144000,0.59168416,0.3824126675724983,11.722843814641237,0.015519617829704705,1.0071756958961486,0.72,0.6759266167879104,0.7205880880355835,21.756611578166485
0.0006326911970973015,45.143463134765625,0.8942797,1.2401315063238143,0.022577847361564547,60.39677177810672,0.6986228,17.4667050098956,0.791100551187992,0.00010000972542911768,0.09250331257283702,0.0009701098203659048,146000,0.5882994,0.38032855838537216,11.733329156413674,0.014246589098125696,1.0099970191717147,0.73,0.6759394973516464,0.7205413892865181,21.754151303321123
0.000638982281088829,45.137001037597656,0.89609975,1.2385709434747696,0.022875219821929926,60.72904909515391,0.69854903,17.394161090051057,0.79140385389328,9.767576557351276e-05,0.09214454082772139,0.0009790747165679921,148000,0.5850034,0.37854633703827856,11.74656916409731,0.015084562173811732,1.0109365016222,0.74,0.6759543403983116,0.7204914957284927,21.75219622440636
0.0006243320531211793,45.11713409423828,0.8978459,1.237893822789192,0.022577965140342666,60.36508381652829,0.69845015,17.326249084865246,0.7916872024536132,9.233781020157039e-05,0.09183861171081649,0.000968683481216432,150000,0.58180153,0.3774410612881184,11.75848231650889,0.01463875741045919,1.0110904037952424,0.75,0.6759650111198425,0.7204493895173073,21.749373944476247
0.0006331176846288145,45.10688018798828,0.89945906,1.236174589395523,0.022923650383949175,60.055165548324645,0.69834024,17.25912887669366,0.791907399892807,0.00011672660912154242,0.09060227796435366,0.0009805262088775659,152000,0.5786902,0.3769112199544907,11.770187853835523,0.015139815688598963,1.0110715627670288,0.76,0.6759780615568161,0.7203986659646034,21.747222682461143
0.0006303147529251873,45.12770462036133,0.90099293,1.2357851773500441,0.022539858341217037,60.160671443939314,0.69819003,17.19516657636181,0.792120648920536,0.00015885234461165965,0.09051890962943425,0.0009731254577636703,154000,0.5756618,0.3765110053122044,11.784592852927744,0.0163322743107565,1.0110520333051682,0.77,0.6759934291243553,0.7203618660569191,21.744821220636368
0.0006100680911913514,45.126163482666016,0.90245163,1.2349862307310102,0.02280880188941952,59.10589822387681,0.6980115,17.130829194725,0.7923362657427788,9.511903044767678e-05,0.08908745884522831,0.0009850939512252794,156000,0.5727114,0.37593784779310224,11.798942927271128,0.015413004961796145,1.0110350847244263,0.78,0.6760051786899567,0.7203198105096817,21.74269868992269
