train/theta_loss,train/progress,eval/D_high,train/gls_loss,train/sol_loss,eval/R_mean,eval/D_low,eval/M_low,eval/sd_mean,eval/ci_range,eval/R_low,eval/M_high,train/time,eval/sd_low,train/callback_time,train/mse,train/pde_loss,eval/D_mean,eval/M_mean,eval/sd_high,train/epoch,eval/R_high
0.171630859375,0.01,2.4266147553920745,3449.8062116088818,9.202764808297156,0.446934,1.3224916398525237,0.483483125269413,41.3656220594421,407.1141662597656,0.3540536269545555,1.0133107423782348,0.025571399450302124,18.794360291212797,0.0010662617683410702,0.022597387433052063,1.3579839190691732,2.133304,0.6024171,171.3896796107289,2000,0.49765093326568605
0.06618872284889221,0.02,2.263617092370987,1629.6666607665986,3.806692544698719,0.50074154,2.0108228743076326,0.46988912373781205,19.481767707504332,121.78571319580078,0.4956182286143303,0.49552641063928604,0.025655915260314903,18.235478131100535,0.0009688701629638652,0.018588487058877945,0.6445704222917548,2.12463,0.482869,21.70345368795097,4000,0.5040716707706452
0.03215069696307182,0.03,2.007126247882843,1315.194171569826,2.902100510358807,0.4646596,1.569703158736229,0.43678873032331467,29.427947912365198,150.6019287109375,0.43295990154147146,0.47121713757514955,0.024457210659980775,21.958572091534734,0.0009975695610046392,0.012996927835047245,0.7675762484036371,1.852524,0.45607355,36.43071483820677,6000,0.49241955056786535
0.018743736669421196,0.04,1.5391015201807021,1065.030808227539,2.2084029564261414,0.41494313,0.9952232286334037,0.38381467163562777,42.42847774550319,142.42520141601562,0.40519793927669523,0.4370106838643551,0.025641840815544128,37.42275219410658,0.0009837011098861718,0.011838119477033615,0.696129188686609,1.2349737,0.41008654,46.9106282107532,8000,0.42977495193481446
0.034771762788295746,0.05,0.9800582617521285,1010.4245630187958,2.007222111999991,0.4121013,0.7420605987310409,0.34789120256900785,50.146913630887866,156.77137756347656,0.40541673377156257,0.3831354297697544,0.02566371285915375,47.108894772827625,0.000982871890068054,0.011967948637902737,0.633360195323827,0.850198,0.3647005,55.106666311621666,10000,0.418434190005064
0.015371113084256649,0.06,0.7376393809914589,982.6803529357916,1.8176690723896052,0.41537353,0.59187553524971,0.3229746460914612,60.43546500056982,157.13829040527344,0.40887500569224355,0.34926668256521226,0.024626856803894082,54.40919678658247,0.0010076236724853509,0.010694272816181183,0.5902154174428441,0.6599274,0.3359987,66.19229838252068,12000,0.42131957188248637
0.025409942492842674,0.07,0.5947427526116371,973.6395973205566,1.5733142790198344,0.4180605,0.520241217315197,0.3066530510783195,72.53134161606431,162.79566955566406,0.4095827527344227,0.32632314190268513,0.025713782668113767,65.73793347924948,0.0009928659200668373,0.011238272301852703,0.545421127747745,0.5542583,0.31556642,79.35397177934647,14000,0.42401948049664495
0.005151852034032345,0.08,0.5189319655299187,969.4185962524399,1.1082371203303365,0.4067345,0.47917974516749384,0.3017465494573116,87.04600186645985,147.27493286132812,0.39679609313607217,0.3098791681230068,0.024455565690994253,77.10333745926619,0.0009847309589385994,0.011560795828700066,0.4380934615088632,0.49896094,0.3050135,95.55352032184601,16000,0.41438698321580886
0.03482208773493767,0.09,0.4918375723063946,1015.0188348999022,0.6870422915816278,0.3950703,0.4730560787022114,0.3020700432360172,106.84010813385248,135.61253356933594,0.3856287181377411,0.310041482001543,0.022005936503410276,95.59761192649603,0.0009565707445144672,0.014335209503769875,0.3250561723560097,0.4804381,0.30550483,116.2981791421771,18000,0.4045207589864731
0.013088928535580635,0.1,0.4844194710254669,1118.884245910645,0.4406812046095725,0.39016396,0.4598811313509941,0.3056646347045898,115.72420001402497,130.63223266601562,0.3815308853983879,0.3119110532104969,0.02184194135665889,112.25567180663347,0.0009566434621810915,0.014840280637145042,0.23117707269126553,0.47050086,0.30814865,119.29655261337757,20000,0.39715096578001974
0.0008494778885506094,0.11,0.465790256857872,1060.5195530395488,0.2373756122216586,0.39970145,0.41706071943044665,0.2915512152016163,114.4491673745215,77.33329772949219,0.39085473120212555,0.3070638537406921,0.021962347388267443,111.78199760615826,0.0009578855037689198,0.012353122234344482,0.09508390607847832,0.4413769,0.29900345,118.96147280931473,22000,0.4070214070379734
0.0007134797051548958,0.12,0.4630585141479969,983.0153309021005,0.19968470993638038,0.40350965,0.379673158377409,0.27672588378190993,114.15942183509469,74.1396255493164,0.3931560806930065,0.30612466633319857,0.02382735776901246,111.5149475634098,0.0009753882884979235,0.01176393311470747,0.08569837104622258,0.41999504,0.2914399,118.2604618370533,24000,0.41186694130301477
0.0012786684092134237,0.13,0.4601929485797882,942.9535209655749,0.17075021011754887,0.40825838,0.3541571222245693,0.2656005844473839,113.391035998861,70.87696075439453,0.39389793798327444,0.3055938482284546,0.02333302748203281,110.30054781585932,0.0009999214410781857,0.011497793719172478,0.061554089133161925,0.40226686,0.28471813,117.94047020375729,26000,0.4250866688787937
0.0006147975218482316,0.14,0.45894330888986584,889.6597580871568,0.18193439900875105,0.41298932,0.32792597338557244,0.26033998355269433,111.87854931969196,70.81761169433594,0.3943667024374008,0.3052214801311493,0.022087548494338968,104.7526590526104,0.0009773968458175648,0.010688064619898796,0.07123792168917131,0.38606918,0.27920753,117.68395528197289,28000,0.4299424521625042
0.0005638042348437011,0.15,0.45734525993466374,848.3837047119138,0.18348988588899376,0.41418478,0.30735270902514455,0.25247920900583265,109.91395716890693,70.78565216064453,0.3949292451143265,0.3048742040991783,0.021844542860984778,100.97756069153547,0.0009712905883789053,0.01057950034737587,0.06614954801229732,0.37149608,0.27444968,117.5342382863164,30000,0.42938970774412155
0.0005345175159163773,0.16,0.4564384542405605,819.1337770080536,0.179006214439869,0.41439852,0.27607702389359473,0.24326281808316708,108.25942297590275,71.67414093017578,0.39547718316316605,0.30456028282642367,0.02169089007377623,99.08915665000677,0.0009699987173080445,0.01008253451436758,0.07267678658035556,0.3574169,0.26983935,117.32249148190022,32000,0.4291356295347214
0.000497952220030129,0.17,0.45555576160550115,788.8925489196795,0.15287722794711536,0.41543028,0.258228450268507,0.2383728388696909,107.18892373410719,71.4093017578125,0.3958908259868622,0.3041305862367153,0.022012165784835787,98.8356664776802,0.0009808235168457015,0.009938354603946209,0.04858829443925067,0.34394532,0.26552236,117.09339432418346,34000,0.42911719977855683
0.0003660446382127702,0.18,0.4547556027770042,779.3626448059083,0.1310949533022939,0.41753244,0.2526610501110554,0.23357242047786714,106.20539420377463,71.26136016845703,0.3960663087666035,0.3036370277404785,0.02221428215503696,98.17346502095461,0.0009884654283523594,0.009997369721531868,0.03151398706249885,0.33269507,0.2616221,116.85682274401188,36000,0.4335442267358303
0.00028106136596761644,0.19,0.4539684936404228,776.0442507629398,0.1548133740648628,0.4190915,0.25271100774407385,0.23359085470438004,105.38906571020682,70.71748352050781,0.3963465094566345,0.3033070959150791,0.022256051063537688,97.52936568111181,0.0009843010902404793,0.00976170040667057,0.031482613603118804,0.32466474,0.2587163,116.65872950106859,38000,0.43465651497244834
0.00095918751321733,0.2,0.4529301986098289,772.1026618957525,0.16662474935501834,0.4212473,0.2527602851390839,0.23265537358820437,104.78478261195123,70.63658905029297,0.39669243097305296,0.3029819458723068,0.022281832337379504,97.46749326586723,0.0009868191480636643,0.009761461988091469,0.05909712406876507,0.3185246,0.2562356,116.46585091948506,40000,0.44288402572274205
0.000501666625496,0.21,0.4520705640316009,741.1614021301267,0.1821414879411458,0.4231693,0.25203987658023835,0.22861599437892438,103.93216875364834,70.45588684082031,0.3970496267080307,0.3025233015418053,0.022411050915718097,94.24944631755352,0.0009908334016799955,0.009342249482870102,0.06331319861277,0.31267357,0.25377196,116.30185656249522,42000,0.44544856920838355
0.0004899914492852986,0.22,0.4514557063579559,712.5449619445798,0.1702359825521704,0.42383924,0.23928409144282342,0.22019059732556343,103.15813136907916,70.45060729980469,0.39729926735162735,0.3020849034190178,0.022627158641815286,93.32896173000336,0.0009958734512329093,0.008891815319657326,0.07181093511916696,0.3067815,0.25112614,116.11486300826073,44000,0.4453213095664978
0.0002902744454331696,0.23,0.45079981088638305,688.2842951354978,0.15888565932959314,0.42325613,0.22244024723768235,0.21482418924570085,102.34381134693439,70.90202331542969,0.39746310114860534,0.30156711041927337,0.02247094631195077,92.09422655403614,0.0009888424873352106,0.008556702174246311,0.07762479087873356,0.3005375,0.24843575,115.99842570722103,46000,0.44519070610404016
0.0005501480773091316,0.24,0.44999770745635026,677.8016181030266,0.14945989452302424,0.42256215,0.2078789222985506,0.2076859649270773,101.5033904388547,71.3427505493164,0.3975862793624401,0.3010127186775207,0.022349607825279158,90.21589141339064,0.0009847580194473273,0.008875605650246143,0.057228599135298146,0.29411903,0.24562322,115.85957799106835,48000,0.44501944035291674
0.00024408582248724997,0.25,0.44889557287096976,678.7266385803224,0.1461731656789784,0.42217103,0.2043336473405361,0.20434838384389878,100.59812062804897,71.1724853515625,0.3977172620594501,0.30045026242733,0.02213521957397472,87.673319876194,0.0009880286455154384,0.008668611757457256,0.04106658059288744,0.28821304,0.24291646,115.73628038167953,50000,0.44482288509607315
0.00018358819943387061,0.26,0.4478235118091106,684.690006927491,0.15532872784137738,0.42141125,0.2006376452744007,0.20104594454169272,100.04572069598362,72.06181335449219,0.397950392216444,0.2998119920492172,0.023157848119735758,87.71844767034054,0.00098528480529785,0.008789598010480404,0.04289156212448121,0.28276914,0.2403237,115.59385769069195,52000,0.44451398327946656
0.0001941775844898075,0.27,0.44576361700892453,679.1439776000987,0.16359258489310732,0.42086476,0.19532681480050088,0.1986439112573862,99.50988473370671,73.14950561523438,0.3983010798692703,0.2992703832685948,0.024876260161399773,87.76243142783642,0.0010094703435897868,0.008674788288772106,0.04474250441067843,0.27765712,0.23790814,115.48019852489233,54000,0.444211608171463
0.0001796771539375186,0.28,0.44451369419693953,660.4630444641107,0.16677015911042647,0.41998535,0.18616473115980625,0.19414452314376832,99.10023589825465,74.08795928955078,0.39686239808797835,0.2987938098609447,0.025092383503913816,87.78545949608088,0.0010019458532333327,0.00845313910394907,0.036883258989779434,0.2726052,0.23549473,115.34571964293718,56000,0.44397193416953085
0.00019600559608079493,0.29,0.44370736181736,655.518591491701,0.16574438035488126,0.418456,0.1808756571263075,0.18979615196585656,98.73265475446456,74.6362075805664,0.39095700830221175,0.29844697117805485,0.02552157115936278,87.82108556479216,0.0010138902664184558,0.008594725281000137,0.03680245988722884,0.2677873,0.2330934,115.21403566002846,58000,0.4437901511788368
0.00023059351951815188,0.3,0.4422077737748623,659.7092659912096,0.15448459573090043,0.41675097,0.17355559803545476,0.18622844181954862,98.29573412276804,75.14149475097656,0.38376858457922935,0.2980601914227009,0.025159050583839437,87.68479749560356,0.0010184416770935062,0.008462022058665752,0.01707571364939214,0.26306078,0.23076944,115.09348209947348,60000,0.4435541883111
0.00019634208001662046,0.31,0.4409966208040715,635.515882324219,0.17109599814563972,0.41553357,0.16079095639288427,0.18297983072698115,97.65117889571758,75.75194549560547,0.3838620543479919,0.29772006496787073,0.026461516261100774,84.46629177778959,0.0010320984125137321,0.008212368935346603,0.03796487532975164,0.25817883,0.2284655,114.9981889873743,62000,0.44339548647403715
0.0002931681810878217,0.32,0.4386080637574196,618.4732273864724,0.17709056428074896,0.4142036,0.15071433074772358,0.17647128291428088,96.99920482069932,76.27179718017578,0.3836005315184593,0.29737515971064565,0.022897704124450705,83.29756669700146,0.0009932832717895487,0.0077450997196137905,0.04431521659228019,0.25325194,0.22609319,114.90953229367733,64000,0.44327723011374476
0.0002510503400117159,0.33,0.4375575453042984,597.9723660583498,0.18548319162428362,0.4128648,0.13811218366026878,0.1712259441614151,96.35079517231688,77.27950286865234,0.38308109268546103,0.2970858313143253,0.022795342803001408,82.13067818433046,0.0009902198314666758,0.007655425928533077,0.05101841078372682,0.2482165,0.22368366,114.8243498057127,66000,0.4431824803352356
0.0001602431875653565,0.34,0.43651865273714074,593.386579010011,0.15975169117003768,0.41178027,0.13329412862658502,0.16665675714612008,95.7288892917956,78.00328063964844,0.3831030108034611,0.29684235975146295,0.023352138400077764,81.51916824281216,0.001004671573638918,0.007453143130987883,0.030865053237997982,0.24342509,0.22130728,114.71340861171484,68000,0.44308468922972677
0.00023719447199255228,0.35,0.4356562614440918,580.596848144531,0.1577139430120584,0.41078433,0.13030912093818187,0.16331955641508103,95.14883616238832,78.44974517822266,0.38312818109989166,0.29670049622654915,0.02502627754211422,80.98945338279009,0.0010310208797454834,0.007813440635800362,0.04290329458995253,0.2388705,0.2189813,114.60234671831132,70000,0.44299073964357377
0.00023554835934191942,0.36,0.43495696485042573,578.3127019653328,0.1454395103007561,0.4096453,0.12360333371907473,0.15921974331140518,94.64315020207029,79.71321105957031,0.38188879787921903,0.2965395048260689,0.02295080995559691,80.90072274208069,0.0009883865118026748,0.007514161057770252,0.042103171847760544,0.23443308,0.21667598,114.53340370208025,72000,0.4429333545267582
0.0001878647308330983,0.37,0.43411827087402344,573.8609740600571,0.14706026284396648,0.4084752,0.11993449293076992,0.15578984171152116,94.14545101989751,80.92581176757812,0.3774694614112377,0.29640026986598966,0.022970690846443143,80.75285609811544,0.0009886602163314815,0.008149346336722374,0.04329528663610104,0.23013741,0.21439663,114.4613042473793,74000,0.44286984726786616
0.0010382207110524178,0.38,0.43274749591946604,562.0838265380866,0.12981087255850413,0.40727758,0.11118386220186949,0.15088080577552318,93.62272113987378,81.8770751953125,0.3757503941655159,0.2962093472480774,0.023004012823104804,79.70127314329147,0.000990283012390131,0.007236807607114315,0.0440749422500376,0.22586212,0.21209651,114.39130809158087,76000,0.44277970120310783
0.0002515421947464347,0.39,0.4316588968038559,548.8945120544403,0.13231872855499344,0.40612364,0.1048352636396885,0.14531990960240365,93.0529944742548,82.80792999267578,0.37408567368984225,0.2960179202258587,0.02346628046035768,78.30242607742548,0.0009948585033416734,0.007048478815704584,0.04508273132122104,0.22161816,0.20973365,114.31486140936613,78000,0.4426710933446884
0.00015701523807365447,0.4,0.4298539265990258,529.871418884277,0.13906359511613814,0.4050346,0.09745371229946613,0.13836988173425196,92.46853895733754,83.92525482177734,0.372538386285305,0.2958248876035214,0.0259112805128097,75.62516536563635,0.001016696095466615,0.006730983499437571,0.04112855298770592,0.2174446,0.2073123,114.24989867955446,80000,0.44257166087627414
0.0006981042097322643,0.41,0.4279085285961628,506.15014471435717,0.16369180732965452,0.40417698,0.0920233502984047,0.13333060964941978,91.84780672012317,84.71746063232422,0.37258922681212425,0.2955732233822346,0.025395424723625288,73.76793064177036,0.0010155266523361214,0.006487434729933739,0.055639968564035386,0.21332815,0.20486921,114.1855912283063,82000,0.44242608845233916
