eval/sd_high,eval/R_high,train/gls_loss,eval/D_high,eval/R_low,eval/ci_range,eval/M_low,train/progress,eval/D_low,eval/sd_low,train/epoch,eval/M_mean,eval/R_mean,train/theta_loss,train/sol_loss,eval/M_high,train/mse,train/time,train/callback_time,eval/D_mean,eval/sd_mean,train/pde_loss
213.2216129451987,0.5785012766718864,2526.0092933044452,1.4179737627506255,0.443530785292387,349.6787109375,0.5264153391122818,0.01,0.9753473818302154,11.861006845720112,2000,0.73762184,0.51753753,0.1765136420726776,7.161549138128755,1.0152114808559418,0.012708177790045738,0.02491939294338222,0.0010687664747238185,1.1693271,43.9653884912841,1.2228141539692936
11.303023179061709,0.6048457875847817,659.8792644195561,2.061367356777191,0.5782953470945358,90.7239990234375,0.5218071669340134,0.02,1.4446423470973968,5.807025544345379,4000,0.5265064,0.59182054,0.06416594237089157,1.4637003448009447,0.536053740978241,0.005841358099132776,0.02438331377506251,0.0010180160999298101,1.7436887,7.936747543048114,0.30216909378394474
5.675559490919113,0.5880812272429466,480.81079898071187,2.8257163226604463,0.5760137379169464,50.494441986083984,0.5379390776157379,0.03,2.0973596215248107,4.853527364321053,6000,0.55386,0.58047813,0.03141854703426361,1.0590162190496923,0.5694368362426758,0.0053432234562933445,0.024469491839408896,0.0010204882621765183,2.4671054,5.144477444468066,0.22291490487009236
9.195005358196793,0.6083674058318138,482.4615542144784,3.8118862986564634,0.5802514091134071,59.97772216796875,0.5707751959562302,0.04,2.6633729875087737,4.791974648833275,8000,0.5873068,0.58808535,0.020864758640527725,1.0666255300641012,0.6054568216204643,0.006497228052467108,0.024584213733673074,0.0010252751111984244,3.2562099,5.439708658261225,0.2649837268963453
5.051476741209626,0.5899564862251282,425.8750419921867,4.7318124890327455,0.5599826529622078,59.38567352294922,0.605382214486599,0.05,3.8458651125431063,4.451886483002454,10000,0.62047654,0.5795477,0.019694657996296883,0.9482129025757322,0.6352180659770965,0.004630644805729389,0.024778256893157928,0.0010332510471343986,4.3287487,4.719080340350047,0.29044505339488425
4.557911714073271,0.5607359811663627,396.0027136383063,4.899617385864258,0.5041306376457214,70.6440200805664,0.6328508362174035,0.06,4.672126138210297,4.309849219862372,12000,0.63900435,0.5314757,0.00748398108407855,0.8841988910138628,0.6453892394900322,0.005411560647189617,0.02468690884113315,0.001030202984809875,4.8032284,4.408364719711244,0.3037726200595506
4.72644476685673,0.5042990207672119,382.82389424133305,4.675091981887817,0.4548464372754097,81.20252227783203,0.620905478298664,0.07,3.9733879446983336,4.3823617859743536,14000,0.6319609,0.4768524,0.003185617970302701,0.860612945467233,0.6419120401144027,0.004756819922477007,0.02471225166320802,0.001024037837982177,4.340461,4.534366557607427,0.3249692655410616
5.402287887409329,0.46124936640262604,367.3881873474132,3.927332431077957,0.44295261800289154,90.12671661376953,0.595998241007328,0.08,3.030258995294571,4.652850260026753,16000,0.6106643,0.45215192,0.040972303599119186,0.8285865631997612,0.6247926697134971,0.004021740052849054,0.024775439023971557,0.0010212464332580579,3.4940321,4.989393400261179,0.3259118626378473
6.56708599999547,0.4589706562459469,335.40458161926176,2.9662663996219636,0.4415981754660606,88.75098419189453,0.5548091486096383,0.09,2.059555119276047,5.436703923624009,18000,0.57579565,0.45111153,0.003875747788697481,0.7483023065626621,0.5960092648863793,0.004425384104251862,0.02477440011501311,0.0010176392793655384,2.495677,6.004531675251201,0.3331361211389303
9.302616748027503,0.4498649723827839,312.36863641357337,2.0009235739707947,0.4323142968118191,88.2813720703125,0.5046597823500634,0.1,1.3491604447364807,6.690087856259197,20000,0.5285141,0.4416266,0.001062848255969584,0.6851680489182475,0.5524237707257271,0.003722654888406396,0.02462449848651877,0.00101080048084259,1.6505919,7.8439394272863865,0.33036525327526073
