eval/ci_range,eval/sd_mean,eval/D_low,train/gls_loss,train/progress,eval/R_high,eval/R_low,eval/R_mean,train/pde_loss,eval/D_high,train/theta_loss,eval/sd_low,train/callback_time,train/epoch,eval/D_mean,train/time,train/mse,eval/sd_high,train/sol_loss
314.7441711425781,25.161283111665398,0.005584638379514217,1489.6527247314418,0.01,1.0715811878442765,0.5411246240139007,0.6636145,39.77688199120747,0.9293139338493346,0.19414609670639038,3.4407277940772474,0.0010530449151992783,2000,0.1344161,0.023144176721572887,0.003768092952668667,162.78305426239936,4.404546036541462
50.07278060913086,2.337326325243339,0.0038238555483985693,306.8244375000002,0.02,0.6048360839486122,0.5245783209800721,0.5642293,0.9557729326933616,0.005288407206535339,0.06564917415380478,1.702399383066222,0.0009773604869842553,4000,0.0043723118,0.021367645382881134,0.002498518442735076,3.274240205064416,0.6119169858843092
50.75484085083008,1.6945593971177004,0.0030356398434378206,234.27950146484412,0.03,0.521533876657486,0.4937358573079109,0.5016859,0.4852573269680142,0.00427828860701993,0.03454282134771347,1.495824265293777,0.000981838703155518,6000,0.003408022,0.02158225035667418,0.002161145443096757,2.2919042326975614,0.4523271564245227
53.48134994506836,1.7878430197597481,0.002423197595635429,224.23793452453626,0.04,0.5140588253736496,0.4947862908244133,0.5029554,0.37719282522424974,0.002975421032169834,0.6502494812011719,1.6989330266369507,0.0009824825525283811,8000,0.002679074,0.021635965824127194,0.0028583912644535303,1.9733941415324805,0.43513998790085306
68.400634765625,2.271425202547107,0.0021968420303892346,235.02329306793206,0.05,0.5100276514887809,0.4734137624502182,0.489257,0.3254334314428271,0.0031933571503032,0.018989935517311096,1.9540492619853467,0.000978664159774779,10000,0.002535991,0.021596528291702263,0.0021898827981203794,2.9276858258526772,0.4686141922771919
79.63939666748047,2.690390528528951,0.0020357520144898443,256.27934091949453,0.06,0.47429350912570956,0.44606218859553337,0.46106324,0.3313790157325569,0.0022804518928751347,0.23452705144882202,2.3668374633416533,0.0009803079366684003,12000,0.0021405958,0.021696365475654657,0.004550828132778406,3.167775471229106,0.5278696219772114
86.95838928222656,3.894203456817195,0.0019435450754826888,271.1471545791628,0.07,0.4488489806652069,0.4249948047101498,0.4351222,0.34784428698197134,0.00209621723042801,0.010656778700649738,3.2288427057210356,0.0009835506677627573,14000,0.002013424,0.021498184561729403,0.004476317670196295,4.696583154145628,0.5705515165328979
91.08138275146484,5.679513819515705,0.0018775267875753344,273.9463463439938,0.08,0.4287866435945034,0.4140520177781582,0.42142284,0.3562955352589488,0.002006379835074767,0.07483863830566406,4.799391503911465,0.0009809577465057372,16000,0.0019292327,0.021408297777175865,0.002447347855195403,6.500761792995036,0.5771302495896811
95.47626495361328,7.46218272857368,0.0018461157073033974,286.33304153442407,0.09,0.4185420602560043,0.4007029600441456,0.40911126,0.3580986175034204,0.002012938802363351,0.004855942912399769,6.60808616084978,0.0009851979017257676,18000,0.001922226,0.0214524711370468,0.002175655448809266,8.396189427003264,0.6034246518462889
92.8690185546875,8.888484231662005,0.0017911717062816025,281.2725180282594,0.1,0.40847125723958017,0.39201877638697624,0.399191,0.3556277907229964,0.002017198456451297,0.016497235745191574,8.38045033160597,0.0009806402921676634,20000,0.0018911842,0.02152724754810339,0.003278956515714526,9.273482440039515,0.5820040915608407
67.47277069091797,7.173013688996434,0.0013001129758777098,209.70440637207034,0.11,0.40147568583488463,0.39304847568273543,0.3968133,0.20200307065527923,0.0018452729360433295,0.02972540818154812,6.332338135689497,0.0009881602525711067,22000,0.0015122986,0.021686129450798123,0.00191962078679353,8.628762559965253,0.4166428551226849
