eval/R_high,eval/ci_range,train/pde_loss,train/mse,train/gls_loss,train/progress,eval/sd_high,train/theta_loss,eval/D_low,eval/sd_mean,eval/D_mean,train/epoch,train/time,eval/D_high,eval/R_mean,eval/sd_low,train/sol_loss,eval/R_low,train/callback_time
1.0275958955287932,369.2560119628906,54.64214844226856,0.007661683950573206,2225.422030029306,0.01,181.42251260578607,0.1388363242149353,0.027367503428831697,36.09820255776867,0.19282693,2000,0.022065662741661014,1.025600317120552,0.488092,8.769752574153244,6.216721629142791,0.29671706780791285,0.0010195003747940096
0.5598202675580978,138.15206909179688,1.31545891121775,0.0038668347988277674,449.22753265380845,0.02,8.373081567697227,0.052669454365968704,0.01775073823519051,5.824002738343552,0.023205742,4000,0.021317845225334173,0.03243532013148069,0.49456513,5.010336148552597,1.0788718808889362,0.44278869554400446,0.0009580054283142076
0.5991469115018845,96.08474731445312,0.5893105071857577,0.0034709277097135782,305.2596818313603,0.03,5.408547958359122,0.028813257813453674,0.013721734774298966,5.131726186489686,0.015454207,6000,0.02150971949100495,0.017461926769465206,0.5865297,4.998774034902453,0.7383820425272011,0.5643611222505569,0.0009647924900054925
0.6021764203906059,107.96118927001953,0.6837026961036017,0.004643468651920557,312.7307834243787,0.04,8.53325841017067,0.08988618850708008,0.012026613322086632,6.47025835653767,0.013004154,8000,0.021649811744689933,0.015724048065021628,0.5927611,5.425917776301503,0.7581262791454803,0.5526604056358337,0.0009660043716430669
0.5997232377529145,151.8052520751953,0.9939612059611839,0.008951136842370033,409.828922073365,0.05,18.025040300562964,0.016216006129980087,0.011470731999725103,8.921438384102657,0.013319924,10000,0.021532461047172546,0.02463071439415215,0.5700991,7.228417124133557,0.9886204282045348,0.4754361353814602,0.0009673056602478021
0.5661392569541931,122.95669555664062,0.6878346374817204,0.0036136240232735872,347.55774760437146,0.06,13.591668754816048,0.016978180035948753,0.011841409606859088,10.50102484645322,0.013048698,12000,0.02160113549232489,0.017457871139049525,0.54499876,9.52231481205672,0.8332955544889005,0.48458688482642176,0.000971196889877319
0.545499837398529,139.61456298828125,0.8952084482908261,0.010627362877130508,386.86954016113265,0.07,14.833424030803142,0.06562691181898117,0.01259270147420466,11.629913675133139,0.01369467,14000,0.02140732586383819,0.017804959695786236,0.5295867,10.51331686321646,0.9365000353157508,0.4877182647585869,0.0009695816040039065
0.5304608136415482,130.8723602294922,0.7805919265002027,0.008931895717978477,394.97138154602095,0.08,18.446176778525107,0.053082168102264404,0.012826063064858317,12.843109000008553,0.01400668,16000,0.021493691444396976,0.01981399632059037,0.5107182,11.6918999934569,0.9425274416208267,0.4583389960229397,0.000975075840950013
0.5042416259646415,125.8782958984375,0.7157309863232076,0.003644500859081745,382.6400140991217,0.09,17.85356374457478,0.001629280624911189,0.012392095290124416,13.314012683928013,0.013585724,18000,0.02146568453311927,0.0176690055988729,0.46706554,11.934150964953005,0.9164451761543753,0.4218052998185158,0.000970264434814451
0.42950454652309417,119.12596893310547,0.6608769751936202,0.004074211698025465,367.4583539123529,0.1,16.250529745593663,0.0035809860564768314,0.010793597670271993,12.65709789749235,0.012126688,20000,0.02157572770118717,0.014714433206245303,0.3744366,11.590762762352824,0.8778487146794801,0.3145281411707401,0.0009670445919036879
0.3211203135550022,75.10722351074219,0.30559035530593237,0.0032996078953146935,286.04415048980707,0.11,15.160345449112356,0.000796914508100599,0.009697464387863874,13.648876928724349,0.010812181,22000,0.02156877589225764,0.012378303520381448,0.30089298,12.651089206337929,0.650113216996192,0.2869185797870159,0.0009667234420776368
0.319039361178875,64.37042236328125,0.13893835989618675,0.002967808162793517,236.668567451477,0.12,18.922682059928775,0.0005701106274500489,0.00843907769303769,14.939905042760074,0.009998298,24000,0.02143847918510441,0.012144492822699249,0.2887832,12.724720127880573,0.5166093630492685,0.2698628015816212,0.0009645476341247554
0.3175166055560112,58.41864776611328,0.08896578522911298,0.002868253504857421,222.11221427917408,0.13,28.954283287748694,0.0003416019899304956,0.007080081338062883,18.180050206991535,0.009247241,26000,0.021308784604072595,0.011946605588309466,0.2792748,12.781853857450187,0.4309204727560294,0.2507700875401497,0.000977651953697205
0.3160890661180019,55.79278564453125,0.07252231208840364,0.0027813331689685583,217.08510931396495,0.14,35.09387196972966,0.0002600821608211845,0.005775734223425389,21.86692204652354,0.00850663,28000,0.021078746676445055,0.011843069503083824,0.26939636,12.827007402665913,0.3649701703488821,0.23473261259496211,0.000977144122123717
0.31405699774622914,54.09357833862305,0.05640519399335602,0.0026784802321344614,211.27051154327387,0.15,39.12438917905092,0.00019122037338092923,0.005206670518964529,24.963421073555946,0.007887161,30000,0.021094370484352136,0.011728993058204651,0.26131114,12.862727022729814,0.3096927752941851,0.2258260227739811,0.000983353018760685
0.3128198869526386,52.92631149291992,0.04903329319879402,0.0027441673446446657,208.0514896697993,0.16,42.69114714115858,0.0001672004727879539,0.004899336316157132,27.701321499732632,0.007412667,32000,0.021058458209037803,0.01162681218702346,0.25432032,12.908509187400341,0.260056977666914,0.21607906743884087,0.000977457642555236
0.31190662980079653,52.178165435791016,0.04809703351138164,0.0027254391461610794,207.36010899353056,0.17,42.79793119058013,0.0003540804609656334,0.0046302603674121205,29.773079570648925,0.0070287264,34000,0.021494158983230607,0.011561596160754561,0.24878903,12.957790144719183,0.23543120235949763,0.21495974175632,0.0009905254840850814
0.310303919762373,51.70328903198242,0.03858687151642505,0.002735456218943,207.80374282074,0.18,45.23284584283829,0.00018066006305161864,0.0043073249398730695,31.665063560009003,0.0067027966,36000,0.021700999140739474,0.01149785544257611,0.24441375,12.999856704846025,0.1906186324357983,0.21337703727185725,0.0009954843521118178
0.3095881886780261,51.79496765136719,0.04915870140469621,0.00267197797074914,205.14333426666306,0.19,46.15067411214113,0.00022823488689027727,0.004065691761206835,33.218993815696905,0.006416181,38000,0.021739450693130522,0.011444152402691542,0.24098568,13.047022675164044,0.16634629458934064,0.21306115090847016,0.0009997841119766203
0.3079058401286602,51.479366302490234,0.03591208906774417,0.002679618075489998,202.7013326721195,0.2,46.12143700942397,0.00015309274022001773,0.0037860223557800053,34.30998861901462,0.006161224,40000,0.021744710564613388,0.011379395890980958,0.23780693,13.093762868084013,0.16018054748326557,0.20793953724205494,0.000998256683349612
0.30619125738739966,51.40359878540039,0.02411987920315007,0.0026655863039195538,203.31204322814995,0.21,46.084812097251415,0.00015757433720864356,0.003589756356086582,35.10944134318693,0.005931764,42000,0.021573208451271076,0.011294044647365806,0.23474084,13.146070879884064,0.15049883589148552,0.20309694223105906,0.0009934620857238751
0.3047709494829176,51.00879669189453,0.023855983091052666,0.002756308764219284,198.8621001358034,0.22,46.041939966380596,0.0018971603130921721,0.003506077849306166,35.784764211935304,0.005730304,44000,0.02157313573360444,0.011207465943880378,0.23189393,13.189195632003248,0.14486070804297904,0.20034346729516983,0.0009928687810897834
0.30419261232018463,50.86948013305664,0.025745321422349622,0.0025642928667366505,194.66936091613803,0.23,45.99388763308525,0.00013959483476355672,0.0034038582525681704,36.122676039401156,0.005552183,46000,0.021369538903236417,0.01112675149925053,0.22950321,13.242055615410209,0.1713423922508957,0.19989596977829932,0.0009884735345840469
0.30294086039066315,50.66510772705078,0.0189882962163537,0.002573509467765689,193.39700591278034,0.24,45.95321351662278,0.0001427450479241088,0.0032890750968363135,36.31248268152454,0.0053913966,48000,0.021234229683876005,0.011057353066280484,0.22779743,13.288593455217779,0.16484089713543645,0.19992531463503838,0.0009800231456756593
0.3023749344050884,50.509639739990234,0.018552531328517995,0.0025840713642537594,191.58657071685747,0.25,45.927148684859276,0.00011844449181808159,0.003275924362242222,36.48000993368526,0.0052510262,50000,0.021266733527183536,0.010976266232319174,0.22616701,13.328148960135877,0.15831945571303313,0.1999548953026533,0.0009768235683441176
0.30184361189603803,50.871376037597656,0.025267834061873096,0.0026829144917428493,192.70363835906986,0.26,45.877591706812375,0.0002038346865447238,0.0032746916345786302,36.6225027970504,0.00512942,52000,0.021175804972648662,0.01090088307391852,0.22460335,13.37942264508456,0.14557483813911737,0.19997761063277722,0.0009826256036758458
0.3015347883105278,51.088768005371094,0.020580692736082727,0.0026207189075648785,194.25577593231233,0.27,45.81402437761426,0.0005063288263045251,0.0032064452359918507,36.792102773947754,0.005017406,54000,0.021164581894874555,0.010838072979822755,0.22327693,13.412334211170673,0.13351129457354574,0.19999376982450484,0.000984455347061157
0.3011021763086319,51.53086471557617,0.02270277819922199,0.0026340195909142494,195.9731457748411,0.28,45.78164033591747,0.00042087590554729104,0.0030511496064718814,36.9524725947736,0.0049093654,56000,0.021826412439346247,0.01077738872263581,0.22222474,13.445819960907102,0.1322458074651656,0.20001709125936032,0.0010026210546493532
0.3005884148180485,51.638328552246094,0.017919930600910537,0.0026066142600029707,196.89858101654033,0.29,45.745080802589655,0.00010743908933363855,0.0029437858727760615,37.045152234893884,0.004805982,58000,0.021783640027046233,0.010718822875060142,0.22151801,13.481817278079689,0.14210676488280297,0.20003753527998924,0.001000378370285037
0.29871531948447244,51.64418411254883,0.017981128817074945,0.0025855645071715117,192.37682810974115,0.3,45.70707129314542,9.87396269920282e-05,0.0028075195616111158,37.10697311675176,0.00470557,60000,0.02156854760646825,0.010663572070188821,0.22116472,13.524095062166452,0.14026157254725677,0.2000579945743084,0.0009870196580886836
0.29799059480428697,51.779624938964844,0.01663527617871292,0.00250835414044559,190.18131690979004,0.31,45.667303539812565,9.64015707722865e-05,0.002614794939290732,37.207958004126944,0.004605955,62000,0.021368753910064642,0.010608253837563099,0.22091159,13.590500690042973,0.14125166348367915,0.20007450990378856,0.0009705252647399903
0.2971578657627106,51.62824249267578,0.013167345584253807,0.0024968672078102827,184.9888181381224,0.32,45.63940865918994,7.960264338180423e-05,0.0025143847858998926,37.32449176704342,0.0045111696,64000,0.02129766058921811,0.010541929490864277,0.22080955,13.647284894250333,0.14307939489185814,0.20009123682975768,0.0009671918153762807
0.2966807149350643,51.538455963134766,0.010243539592484,0.002511348808184266,185.74669211578308,0.33,45.61471100896597,7.803592598065734e-05,0.0024772878910880535,37.47506629578445,0.0044224905,66000,0.02122735083103174,0.010512534389272332,0.22100565,13.713506003841758,0.13554157511889967,0.20011415667831897,0.0009709410667419446
