train/time,train/pde_loss,train/gls_loss,train/sol_loss,train/callback_time,train/progress,eval/ci_range,eval/sd_high,eval/R_high,eval/D_low,eval/sd_low,eval/D_high,eval/R_low,train/mse,eval/D_mean,eval/R_mean,eval/sd_mean,train/epoch,train/theta_loss
0.026557845354080203,45.44736138302098,1858.617659957892,5.244888412326583,0.0010757598876953134,0.01,312.61260986328125,228.1280048191543,0.9407090052962301,0.013529512425884604,6.0091122053563595,0.9193992421030998,0.26962610334157944,0.003279261291027069,0.1807358,0.53778994,39.57524194335565,2000,0.19770653545856476
0.025595792174339327,1.2899805122911931,270.4647666854853,0.5863147338330754,0.0010187330245971678,0.02,56.61897277832031,5.8986265561543405,0.7050042018294335,0.013712317938916386,5.272826040163636,0.014214133867062627,0.6329356536269188,0.0028996134642511606,0.013929807,0.675649,5.527017827844247,4000,0.07396986335515976
0.024927737712860158,0.5728009377792471,244.38747798919718,0.5341276575624918,0.0010129187107086196,0.03,58.79704666137695,5.337295774370432,0.7056186720728874,0.0134395906701684,5.182114988565445,0.01401988381985575,0.6660475701093673,0.0025885149370878935,0.013754681,0.68934155,5.256128041772172,6000,0.03798193484544754
0.024896828770637532,0.4659525855481619,236.71724884033168,0.5168706237375741,0.0010122300386428832,0.04,66.43463897705078,5.736103048548102,0.6638604551553726,0.013262246851809323,5.173091404139996,0.013869352382607758,0.626242133975029,0.0025751222856342793,0.013496876,0.6409139,5.377473114756867,8000,0.036285046488046646
0.02536003160476681,0.48743415885977465,247.28511886596647,0.5490839271247381,0.0010247415304183943,0.05,76.37494659423828,6.5298793953843415,0.6313305452466011,0.013543214835226535,5.71232148213312,0.014387545268982649,0.6187990665435791,0.002662037266418338,0.013902401,0.62621546,6.07643729634583,10000,0.0954362079501152
0.025635269880294825,0.5044878009911626,264.57773492431687,0.5864680475145594,0.0010393379926681553,0.06,85.49311828613281,8.503748080693185,0.6320511296391487,0.014000537060201167,6.593957939185202,0.014738734811544417,0.6167277753353119,0.0028569279238581657,0.0142797055,0.62505907,7.4960136043373495,12000,0.036984529346227646
0.02580475389957436,0.5306747087389233,276.74250959014915,0.6183669334501025,0.0010322831869125388,0.07,92.78362274169922,10.282152122817934,0.6298763811588287,0.014408783381804824,8.519560098648071,0.01541514191776514,0.6128155991435051,0.0030868996400386095,0.014889803,0.6219071,9.395450212061405,14000,0.010305539704859257
0.02479591798782345,0.5604323750976478,287.89610852813604,0.6486322564482675,0.0010134921073913573,0.08,95.94501495361328,10.909167164936662,0.6270219832658768,0.015126834437251092,10.199732123874128,0.016277778986841438,0.601714663207531,0.002911703661084175,0.015644755,0.6151793,10.5183585123159,16000,0.0034624102991074324
0.02454633593559266,0.5923579520806669,298.64969326019275,0.6736773879080997,0.0010120300054550179,0.09,97.76531219482422,11.086496454663575,0.6156533852219581,0.01589375506155193,10.407578945159912,0.017046096595004202,0.5942726105451583,0.0035740656312555075,0.01631601,0.60549074,10.64106997847557,18000,0.007630047854036093
0.024387128829955994,0.5918160890033453,305.4577489166258,0.6781857274770747,0.0010029376745223982,0.1,100.80400848388672,12.083734478801489,0.6099155828356743,0.01626661028712988,10.41810461319983,0.01752727194689214,0.5845859438180924,0.002900443272665143,0.01671554,0.5981615,11.182598752435297,20000,0.007916925475001335
0.024413951396942107,0.22505867593968362,241.71067565155,0.5200020712465023,0.00100854182243347,0.11,65.13658905029297,12.045097374357283,0.6296398490667343,0.014802685170434416,10.750010795891285,0.016778127895668148,0.5948508217930794,0.002484614495187998,0.015541132,0.61814123,11.138589497189969,22000,0.0011157896369695663
0.025039852023124722,0.10528754966240371,211.00508489990165,0.43250331491232064,0.0010226905345916723,0.12,58.298805236816406,13.241625507362187,0.6346798196434975,0.014054189692251385,10.768682789057493,0.016665666177868844,0.5979860201478004,0.0024325591512024403,0.014947376,0.6245888,11.453507270896807,24000,0.0017398335039615631
0.024527409076690685,0.08053532652277472,202.9779048538214,0.3844150694757699,0.0010235959291458115,0.13,54.57279968261719,18.440139526501298,0.6371379375457764,0.01363796207588166,10.783115681260824,0.01652686707675457,0.6009172901511193,0.0023014433681964874,0.014581459,0.62792516,13.030249907479933,26000,0.0008811925072222948
