eval/sd_high,eval/sd_low,train/sol_loss,eval/ci_range,train/pde_loss,eval/D_high,eval/R_high,train/progress,train/gls_loss,train/time,eval/D_mean,train/epoch,train/theta_loss,train/mse,eval/D_low,train/callback_time,eval/R_mean,eval/sd_mean,eval/R_low
90.38498997688293,7.551079336553812,1.7927349380850686,129.87989807128906,6.275646421633028,0.08691557552665376,0.6316557720303535,0.1,871.1696384963942,0.02216002665758134,0.04056173,20000,0.0008115509408526123,0.010584538760664914,0.01941707096993923,0.001099871325492848,0.6146012,31.62549399258569,0.5443041697144508
114.13447968661785,95.97825836390257,0.18597970548942722,42.495784759521484,0.010509263069555136,0.027687808172777294,0.6170283138751984,0.2,1003.5073309905974,0.021931211626529737,0.0262368,40000,0.00018041300063487142,0.01185012161666549,0.025001590326428413,0.0010791683912277222,0.5961778,105.01297175474465,0.5822647541761399
113.24402075260878,96.10264636576176,0.17649776337668074,50.966407775878906,0.00788948363697853,0.028100586868822573,0.627257975935936,0.3,924.0122020507829,0.02214957880973825,0.026827672,60000,0.00014350077253766358,0.010886045958893361,0.02522701076231897,0.0010934332609176605,0.60574514,102.52999862059951,0.5833652943372727
112.32378538697958,89.01752643287182,0.17735217133983983,55.366878509521484,0.010012630147626711,0.028031593188643456,0.6278487518429756,0.4,915.5159278930665,0.022134067261218936,0.026568951,80000,0.00011926901788683608,0.010888172460626839,0.02502030865289271,0.0010984122037887665,0.60684156,99.21626489534974,0.5843906015157699
111.66652422398329,89.06319532543421,0.1628049250781537,58.94132995605469,0.008458538071403688,0.027984367916360497,0.6275765925645829,0.5,905.7451352050798,0.022226774299144634,0.026331512,100000,6.52750168228522e-05,0.010696312169544357,0.024951378256082533,0.0010991985321044874,0.6026681,97.6389720423147,0.5843899622559547
111.16503830999136,89.17821887880564,0.1665172840863451,58.77004623413086,0.004093302258802545,0.027939115092158316,0.6273316845297814,0.6,901.9231783782917,0.022258769357204573,0.026406689,120000,5.862836405867711e-05,0.010648851184686592,0.024983058078214528,0.001104066395759588,0.60174805,97.93154679574073,0.5847293063998222
110.84196791052818,89.30257968604565,0.18185673380196007,58.49094009399414,0.0036657804161077242,0.027909799106419084,0.6271050363779068,0.7,924.190012982177,0.022262171447276876,0.02636732,140000,5.110319034429267e-05,0.011007472398225195,0.02500045718625188,0.001105202245712294,0.6027932,99.33599687212457,0.5850279077887535
110.51334533840416,89.46654368191957,0.16551616018861398,60.248111724853516,0.004833604403631744,0.02788474187254906,0.6336535826325417,0.8,902.449937579347,0.02224543232917771,0.026249066,160000,4.590422031469643e-05,0.010964538768399701,0.024989441875368355,0.0011027036547660916,0.6065318,100.19788199828139,0.5853039562702179
110.21994315087795,89.59201946854591,0.15551040099933636,61.88265609741211,0.007521626836515546,0.027849574014544486,0.6331927314400673,0.9,862.2665603729215,0.022228488802909986,0.026221631,180000,4.330743831815198e-05,0.010489456292660921,0.025008953036740424,0.0011062823057174718,0.607887,99.92336679245345,0.5855810984969139
109.88726187497377,89.69811666756868,0.15864002506546676,63.46521759033203,0.01233371624852303,0.027890472253784538,0.6328293174505234,1.0,823.7063058074941,0.02227101906538005,0.026362594,200000,4.1097140638157725e-05,0.0098275361203588,0.025026888493448494,0.0011082327604293866,0.60789824,99.54192629882859,0.5852555379271507
