eval/sd_low,eval/D_high,eval/R_low,eval/R_high,train/theta_loss,train/mse,train/callback_time,train/epoch,train/time,eval/D_low,eval/sd_high,eval/ci_range,train/progress,train/gls_loss,eval/R_mean,eval/sd_mean,train/pde_loss,eval/D_mean,train/sol_loss
7.292808126658201,1.1109308540821075,0.3857277438044548,0.8665700331330298,0.23564064502716064,0.002857242478057742,0.0010088129043579106,2000,0.022219943284988383,0.012241551443003118,167.93660297989814,264.0509033203125,0.01,1841.1941457366859,0.6610286,37.92825279687531,23.32511931240559,0.25689283,4.484845980465409
4.044412891380489,0.011245844233781098,0.7959597289562226,0.818480932712555,0.0809614434838295,0.001825253595598042,0.000989175200462342,4000,0.021807159543037438,0.0047505136928521095,7.024918461684138,24.344789505004883,0.02,247.3725717163082,0.8031135,5.461838492192328,0.8112839063704012,0.007148938,0.461738328441977
3.217117633903399,0.0046647037146613,0.8175451681017876,0.835156972706318,0.05034426227211952,0.0014725216897204518,0.0009859383106231693,6000,0.021837471008300816,0.003748731268569827,3.9671351318247616,35.9419059753418,0.03,167.62280654907235,0.82444537,3.524176157079637,0.21726608857512464,0.0041384073,0.31586676107346995
3.1996888283174485,0.004000292462296783,0.8362810537219048,0.8600252866744995,0.05503201484680176,0.0013894515577703714,0.0009865525960922265,8000,0.021972325444221476,0.0035024231940042226,3.4589692135341465,38.19795608520508,0.04,148.40558839416477,0.84964174,3.296977955265902,0.1524291131906209,0.0036694082,0.28555502121895504
3.424576099496335,0.004595091415103524,0.8431138753890991,0.8620930686593056,0.024099744856357574,0.002443116158246994,0.0009832013845443733,10000,0.02192280721664423,0.0032431127794552593,4.420731298159808,39.4854736328125,0.05,143.22260555267408,0.8571123,3.807156018912792,0.1379858820699155,0.003601355,0.275160878084599
3.882088599493727,0.0037759907194413246,0.8324722334742546,0.8547099813818931,0.016024775803089142,0.00137908139731735,0.000987705945968628,12000,0.0219192296266556,0.003049918357282877,4.904410790186374,42.91636276245117,0.06,143.5713336563108,0.843677,4.396865237504244,0.15409912719484423,0.00325284,0.27569294602423916
4.595162463374436,0.003261382598429918,0.8028198421001435,0.8346629813313484,0.0358930304646492,0.0022167335264384747,0.0009941425323486356,14000,0.02197595810890196,0.003030492295511067,5.549184663686901,56.32448196411133,0.07,157.7613711814888,0.8196289,5.079654050292447,0.18702272287011132,0.0030907074,0.30789201560616514
5.5834814556874335,0.0035900550894439214,0.7775960296392441,0.8064995050430298,0.003598944516852498,0.0021332702599465847,0.0009840449094772315,16000,0.021827564716339086,0.0030992727435659615,6.894675735384226,64.64108276367188,0.08,174.97928889465317,0.7917476,6.163759229006246,0.20740325035527338,0.003209029,0.34489191507548267
6.5779824974015355,0.0073928250581957395,0.765680105984211,0.7958141818642616,0.0036580953747034073,0.001731758238747716,0.000986790299415585,18000,0.0217915400266647,0.002944841398857534,14.530190988443769,76.45374298095703,0.09,240.49203690338118,0.77822703,7.859809852205217,0.2162120741950354,0.003352132,0.4619928558915873
6.417884852271527,0.0030357848911080508,0.7596060305833816,0.784625056385994,0.008726834319531918,0.0024447422474622726,0.000983466982841488,20000,0.02172518825531012,0.0027719332778360696,6.872442539315671,58.02891159057617,0.1,184.83322634124744,0.77211106,6.627771333325654,0.16073432150296912,0.0028884998,0.35699815729260415
5.49131752923131,0.0028503406909294415,0.7619406133890152,0.7796089708805084,0.002146447543054819,0.0012867838377133012,0.0009821077585220293,22000,0.02177561962604523,0.002339443383971229,6.831997167319058,42.290889739990234,0.11,154.299015010833,0.77226967,6.141369824763387,0.09886319862306157,0.0025482383,0.2900442343130707
4.558524861931801,0.002790755161549896,0.7635959252715111,0.7799367606639862,0.004028791561722755,0.0012134641874581575,0.0009888091087341291,24000,0.021773496747016903,0.0020647528348490597,6.758070026990026,39.8250846862793,0.12,131.59025560379035,0.7734589,5.5763156621251255,0.07370667431689816,0.0023752237,0.2519917873814701
