eval/D_high,train/sol_loss,eval/M_low,train/theta_loss,train/callback_time,eval/D_mean,eval/ci_range,train/epoch,eval/D_low,eval/sd_low,eval/R_high,train/time,eval/R_low,eval/sd_mean,eval/M_mean,train/mse,eval/R_mean,eval/sd_high,train/gls_loss,train/progress,eval/M_high,train/pde_loss
2.2458322525024412,5.714308782577514,0.8136745095252991,0.15323665738105774,0.0010468572378158525,1.9290816,299.4953308105469,2000,1.2779138326644897,10.413621459156275,0.6263096779584885,0.025547138810157716,0.4302938647568226,40.703087240457535,0.8844813,0.007436901796609163,0.586507,175.01791156828384,2411.1898919067307,0.01,1.0122747898101807,0.790328770633789
2.5926461935043337,1.2741292932033572,0.7994336694478988,0.05937299132347107,0.0009587570428848276,2.4317043,15.585333824157715,4000,2.2614943027496337,6.047928950283676,0.6390370041131973,0.02419737184047693,0.6230704858899117,7.762273525353521,0.8080368,0.006259864661842585,0.63102806,10.13269778341055,641.6601620178221,0.02,0.8415092706680298,0.10879532363265726
2.821822386980057,1.089225522488359,0.7981276750564575,0.03516668081283569,0.0009597837924957285,2.7259798,49.99056625366211,6000,2.610040360689163,4.215808061417192,0.645036806166172,0.024032972812652594,0.6135740756988526,5.018911610124633,0.80005336,0.0052315229550004005,0.6346168,5.913332058116794,550.6696226654051,0.03,0.8017182245850563,0.14686987826973127
2.8699764549732207,0.9232372072637087,0.7901401028037072,0.027835816144943237,0.0009637129306793229,2.8459804,50.95218276977539,8000,2.8262108981609346,3.481186251156032,0.612492461502552,0.024340962529182424,0.5877037048339844,3.8188973766518757,0.79586494,0.0046593789011240005,0.60357946,4.14108372060582,463.6388680877682,0.04,0.800708182156086,0.21674376259371625
2.837196189165115,0.8195895886421206,0.7766580641269684,0.012393382377922535,0.0009674452543258659,2.6774964,61.54326248168945,10000,2.227976733446121,3.13337316038087,0.5993149816989899,0.024376586556434664,0.5662543758749962,3.777805241756141,0.78705806,0.004738436080515385,0.5846294,6.526769872289149,417.7947091827393,0.05,0.8162612438201904,0.3012426292337468
2.5676340579986574,0.7011388849616051,0.7727371603250504,0.008508211933076382,0.0009603613615036012,2.512982,53.36003875732422,12000,2.2934335112571715,3.733087342698127,0.591167776286602,0.02428471469879146,0.5459278002381325,4.041363480151631,0.78532225,0.003879247233271599,0.56809545,5.393881839700041,363.11893649292153,0.06,0.8148435026407241,0.24279028280451803
2.515059506893158,0.6568594251275071,0.7757503896951675,0.0056911068968474865,0.0009728962182998645,2.4654276,53.403343200683594,14000,2.4005049884319307,4.061994003131986,0.5787122771143913,0.024152545809745737,0.5396213561296463,4.525895415339619,0.7818134,0.00332458084449172,0.55281836,5.213871039450167,340.3948005828851,0.07,0.7885713934898376,0.25161334755644194
2.421492213010788,0.7926002776920791,0.770972466468811,0.002807424170896411,0.0009662400484085089,2.2954884,82.19561767578125,16000,1.9621464878320694,5.119400715921074,0.5763388842344284,0.02416122758388518,0.5209871113300324,7.356665019644424,0.78243476,0.004653532523661852,0.54248047,14.912507869303221,414.0775666503898,0.08,0.816306295990944,0.2893999807648354
2.282887226343155,0.7584140103161334,0.776331041753292,0.003855399787425995,0.0009658577442169176,2.2232404,77.6502685546875,18000,2.1448626816272736,7.454588857945055,0.5354481056332588,0.024074428439140327,0.5173024892807007,8.246034044306725,0.78441286,0.003408347489312291,0.52689856,9.696951927617192,396.1741179656971,0.09,0.7925279781222343,0.2567938043922179
2.2865816235542296,0.6743428287208066,0.7901564091444016,0.012944338843226433,0.0009687832593917847,2.2667189,74.52167510986328,20000,2.233408749103546,9.985385416075587,0.5303577601909637,0.024232647180557326,0.5179901868104935,13.119548899121583,0.794321,0.0033687849063426256,0.5241692,15.616005240008235,366.19306272888093,0.1,0.7981619641184807,0.25189536021463527
2.2436966359615327,0.5642240593582382,0.7967198207974434,0.0076996986754238605,0.0009819262027740481,2.2161148,67.60494995117188,22000,2.175241619348526,15.003913431428373,0.5300210997462272,0.02440261030197146,0.5081882253289223,15.747420889791101,0.8095306,0.0030163973569869995,0.5201847,16.72303616069257,322.7926698303224,0.11,0.8246600076556205,0.20495802792534218
2.2422274112701417,0.4514388135075554,0.7980059951543808,0.0047548674046993256,0.0009924050569534272,2.2103236,67.87522888183594,24000,2.175241619348526,15.06770639680326,0.5290109410881996,0.024813747048377993,0.4912849761545658,15.948868405306712,0.8241658,0.002239198423922062,0.5117845,16.740005742758512,266.07062068176197,0.12,0.8541622757911682,0.1533990389686074
2.2410554230213164,0.37279065658152094,0.7989743158221245,0.000720533833373338,0.0009848073720931964,2.1860156,67.7198715209961,26000,2.067207598686218,14.788691350258887,0.5281615927815437,0.024540332674980122,0.4864006146788597,15.917857435221473,0.8365596,0.0019608100410550833,0.5044191,16.5795779787004,219.7710610198973,0.13,0.8650936856865883,0.08938549912255285
2.2395578563213348,0.3345150038599966,0.7998422965407371,0.0008583093294873834,0.0009939478635787949,2.1303082,65.99042510986328,28000,1.893329069018364,14.5860729040578,0.5274473175406456,0.02485694563388821,0.4797806553542614,15.63909401698038,0.8424912,0.0018189403926953673,0.49905184,16.53248593211174,196.97133624267573,0.14,0.8648762688040733,0.06786566859623416
2.2382329046726226,0.30549291494488606,0.8003879502415657,0.0057584987953305244,0.0009958024024963401,2.0632393,64.43497467041016,30000,1.7369577497243882,14.600870618596673,0.5267070397734642,0.024830506801605232,0.4711997382342815,15.568634151760488,0.8444783,0.002300503896549344,0.49425215,16.508697951212525,183.28638055419944,0.15,0.8646830156445503,0.06022785578342153
2.236838346719742,0.27653120353817856,0.8009109303355217,0.00040016829734668136,0.0009940527677535953,1.9930073,63.2202262878418,32000,1.600885620713234,14.612998091615736,0.5261425495147705,0.024648915410041838,0.4645034812390804,15.644641514091441,0.84468275,0.0016257426468655467,0.48982966,16.643816884607077,171.9399911575317,0.16,0.8644859373569489,0.05208059593755729
2.23556889295578,0.2624026866778736,0.801598459482193,0.0011653286637738347,0.0010164532661437976,1.9279096,62.75883483886719,34000,1.5081356555223464,14.624344743788242,0.5257001280784607,0.025114946246147178,0.46056777238845825,15.792040145556841,0.84579337,0.0017331487033516169,0.48587787,16.996900318190455,165.84929029083165,0.17,0.8643336683511734,0.05281999461073433
2.2343504428863525,0.2460344522893438,0.8021474599838256,0.0006425753235816956,0.0010296686887741058,1.8684077,62.76081466674805,36000,1.4279145777225495,14.63786349631846,0.5253307029604912,0.025309031367301955,0.4534261994063854,16.013138829148374,0.84806865,0.001720092142932117,0.48207033,18.04673676379025,159.09657140350333,0.18,0.8681737333536148,0.05147771457396443
