train/mse,train/sol_loss,eval/sd_low,eval/M_mean,train/progress,eval/D_mean,eval/M_high,train/epoch,train/time,train/pde_loss,eval/D_low,eval/sd_high,eval/R_low,eval/sd_mean,eval/D_high,eval/M_low,train/gls_loss,eval/ci_range,eval/R_high,eval/R_mean,train/callback_time,train/theta_loss
0.0074269575998187065,6.339403381526465,9.939380083233118,0.69341785,0.01,1.4408613,1.141278126835823,2000,0.02364931309223167,1.1954355461970003,1.0815536677837372,206.22310042381255,0.4125561036169529,39.87760192388669,1.8823465526103973,0.5221345081925393,2474.849234161373,359.0672912597656,0.618179152905941,0.54178435,0.0010454820394516027,0.21363569796085358
0.004577834624797106,1.0109573693573446,5.405067792162299,0.5481024,0.02,2.4405944,0.5596188485622406,4000,0.022205802202224748,0.18678753446787574,1.9483252614736557,9.34873428195715,0.5675053507089615,6.577367874560878,2.815311920642853,0.5315301969647408,456.0076390533436,53.74740982055664,0.6243285596370697,0.5880919,0.0009689022302627569,0.08013421297073364
0.00422277906909585,0.7959012765586386,5.095530417747796,0.5695209,0.03,3.0892766,0.5805597677826881,6000,0.022737326622009238,0.1997669750768693,2.8467487573623655,5.385578889399767,0.5564906686544419,5.196147067472339,3.2837549686431884,0.5585548117756843,357.6689906768792,34.92741012573242,0.5680552199482918,0.56069016,0.0009861644506454427,0.039888668805360794
0.0037109481636434793,0.7322101929187756,5.058085999917239,0.58220506,0.04,3.3275092,0.587734916806221,8000,0.022868999838829045,0.25430993312783584,3.2744133174419403,5.235978460405022,0.5496593534946441,5.130472735501826,3.3602228820323945,0.5771469861268997,328.36854672241316,42.6309928894043,0.5611889436841011,0.55605555,0.000985980868339541,0.02410244569182396
0.0036543095484375954,0.6851465479433538,5.07220336003229,0.5797428,0.05,3.0882366,0.5864253118634224,10000,0.022872399568557706,0.2783071541450919,2.886850708723068,5.776948586571962,0.5476428911089897,5.339799864217639,3.269801324605942,0.5746983453631401,309.0120722656252,56.092872619628906,0.5567712232470512,0.55205566,0.0009864227771759048,0.033876240253448486
0.004730813205242157,0.666820827066898,5.754043767228723,0.5683333,0.06,2.6358685,0.5771720364689827,12000,0.022825874805450428,0.2827394348233935,2.3866773664951326,7.422476611100137,0.5416162431240081,6.5127114141359925,2.8694280564785,0.5581930071115494,303.06019842529264,72.82279205322266,0.5548327028751373,0.54882085,0.0009927757978439294,0.017548974603414536
0.0035172870848327875,0.673154018491506,7.33050376875326,0.5463253,0.07,2.1229742,0.5597272858023643,14000,0.022911413550376885,0.31739843879640045,1.8775185525417328,9.256460098549722,0.5360509917140007,8.214766696793959,2.3719131708145142,0.5327375531196594,305.56861911010805,85.76078796386719,0.5499568372964859,0.54475164,0.0009823948144912745,0.0042711044661700726
0.003738671774044633,0.666495329111815,8.845729101449251,0.5170686,0.08,1.635885,0.5329684868454934,16000,0.022620096087455757,0.32352514390833675,1.4301537245512008,10.085925064049661,0.5301664233207702,9.43666689703241,1.8567379951477043,0.5006518706679344,302.64577556610163,90.83826446533203,0.5472231701016426,0.54046303,0.0009767557382583617,0.007462651934474707
0.0029831721913069487,0.6230059531927117,9.691328345797956,0.48268983,0.09,1.2193308,0.5004108220338821,18000,0.022505065679550167,0.3245125929228954,1.06281179189682,11.399874510243535,0.5200844228267669,10.591726924292743,1.400138682126999,0.46612130999565127,288.64292583465624,83.95146942138672,0.5406589269638061,0.5329021,0.000979197859764099,0.022396009415388107
0.0030737193301320076,0.5986516809016488,10.915703536011279,0.449126,0.1,0.9149036,0.4656310319900513,20000,0.022417921066284197,0.3280590810729195,0.7940654188394547,12.369238049723208,0.501869398355484,11.650789438281208,1.0436194717884064,0.4330504335463047,280.49164762115487,86.1913070678711,0.5316023841500283,0.5179709,0.0009731391668319694,0.0027553506661206484
