eval/sd_high,train/mse,eval/ci_range,train/time,train/progress,eval/D_mean,eval/R_low,eval/R_high,train/sol_loss,train/callback_time,eval/sd_mean,train/epoch,eval/D_low,train/pde_loss,train/gls_loss,eval/sd_low,train/theta_loss,eval/R_mean,eval/D_high
220.42959630489318,0.013601599261164665,437.2192687988281,0.02250865447521216,0.01,0.21257581,0.22422535866498947,0.9625551804900169,9.004081387162216,0.0010226820707321185,46.99218278750777,2000,0.032514163106679914,65.39663995766641,3270.277271392803,12.464946531690657,0.2283569723367691,0.41583043,1.0428688645362854
12.113539758138359,0.004771274980157614,189.41571044921875,0.021247874140739434,0.02,0.017176202,0.39328921139240264,0.4280588112771511,1.6061059940755396,0.0009632191658020018,8.892387850908563,4000,0.011021660175174475,2.6786650464683706,657.2675747528074,7.452384300995618,0.10781842470169067,0.4112491,0.032109799608588216
7.753932231571525,0.00499165803194046,126.20281982421875,0.021391207814216648,0.03,0.009629146,0.3927464038133621,0.42349670752882956,0.9827210513651364,0.0009664636850357044,7.421845523407683,6000,0.00876614567823708,1.5431557481139926,404.6167604522707,7.1935472544282675,0.05162421241402626,0.40710643,0.01098370803520083
10.041160183027387,0.005270123481750488,141.0550994873047,0.021373457551002506,0.04,0.0089275,0.3891152009367943,0.40024555325508115,0.9987048118412502,0.0009681404829025268,8.734156497521326,8000,0.008668186794966459,1.6007582237720486,403.766370361327,7.667129545006901,0.03479272872209549,0.395252,0.00928771449252963
12.18437640927732,0.007488353177905083,148.84524536132812,0.021456301569938618,0.05,0.009346958,0.3809779785573483,0.39217853024601934,1.0951113449037064,0.0009647203683853128,11.390794969629496,10000,0.008999104192480446,1.7767607388384623,436.63331079101675,10.22602308075875,0.5676128268241882,0.38665268,0.009801895590499043
13.617950375191867,0.017675666138529778,144.74746704101562,0.021355956554412893,0.06,0.009875438,0.3745491199195385,0.3907787144184113,1.1174636583030217,0.0009637739658355723,12.543509900104254,12000,0.009364168811589479,1.8434254154525676,448.4407399597171,12.070911820046604,0.5677959322929382,0.38428324,0.01123397713527083
17.998053133487694,0.005153737962245941,153.12704467773438,0.021284052014350845,0.07,0.010645162,0.35482609197497367,0.39553695619106294,1.204685560822491,0.0009721266031265264,12.64571504900232,14000,0.009718325943686068,1.7184450387638095,490.79757003784096,11.64435907267034,0.010187768377363682,0.38532013,0.01663976041600106
13.888852973468602,0.00493903923779726,145.31771850585938,0.021462294816970838,0.08,0.010287369,0.38521971702575686,0.40011596828699114,1.1731099015772342,0.0009634746313095084,12.864386175293475,16000,0.00975029005203396,1.8032010778598515,476.21155686950743,12.194114737212658,0.006625906564295292,0.39417315,0.011460153525695202
16.799681587144732,0.00594294210895896,142.127685546875,0.02140701496601104,0.09,0.009948581,0.3865451954305172,0.40786459669470787,1.1650737705528729,0.0009662922620773339,15.006679662503302,18000,0.009237335645593703,1.712336963623762,482.673681304931,13.243759796023369,0.003252364695072174,0.39947876,0.011956905922852454
18.290236499160528,0.006050246302038431,140.3084716796875,0.02140990853309635,0.1,0.009224757,0.38855800554156306,0.4111715242266655,1.1521677812039866,0.000966964721679688,16.602906628977507,20000,0.008567819581367075,1.5057241787482005,478.54343984985377,15.609742887318134,0.0031935372389853,0.40367872,0.010408776998519895
17.800810979679227,0.003945427481085062,96.1097412109375,0.021615148544311534,0.11,0.007237378,0.3974843628704548,0.40949677824974057,0.7895343557298182,0.0009690880775451645,16.68144193664193,22000,0.006205537996720523,0.6132661836650221,345.56835472107014,15.842525055631995,0.0010895823361352086,0.40344658,0.008706710394471883
20.591554837301373,0.0032738884910941124,87.31083679199219,0.021460033416748087,0.12,0.0064069033,0.38750879764556884,0.40849632769823074,0.5917293148487798,0.0009687629938125611,18.07974776532501,24000,0.005061664653476327,0.2939247605465362,272.3189901199341,15.888456115499139,0.0006047222996130586,0.39847943,0.008510566293261945
23.68694795295596,0.0030371679458767176,81.59285736083984,0.021426061391830443,0.13,0.0058245673,0.37886550053954127,0.40785016492009163,0.4947968210279943,0.000976047039031982,19.634818693312507,26000,0.004368942091241479,0.21651383349113174,241.07720637512173,15.93219842761755,0.00044692237861454487,0.3932663,0.008393067424185573
23.928317986428738,0.003211735747754574,78.74678802490234,0.021216010928153978,0.14,0.0053806202,0.3749418444931507,0.4073313452303409,0.45400328974425863,0.000976974487304686,20.597945843823254,28000,0.0038415861141402274,0.1904980637524279,224.05687270355182,15.97233610227704,0.0005086759920231998,0.38926104,0.008211006503552198
25.55596618913114,0.002735557034611702,76.39319610595703,0.02101342761516574,0.15,0.005024112,0.3752356134355068,0.40698031783103944,0.4100122286528359,0.000977075934410094,21.41520630978048,30000,0.003455733775626868,0.1622525571510195,211.05624833679155,15.999750979244709,0.0003597058239392936,0.38720345,0.008120907843112944
28.837020928040147,0.002922819461673498,75.155029296875,0.020998200535774243,0.16,0.0047284705,0.37549651190638544,0.4066473737359047,0.36635935786366447,0.0009756757020950309,22.410159018977236,32000,0.0031396590813528745,0.14394655313342788,204.71332628631566,16.023559449240565,0.000336421187967062,0.38606533,0.008047974971123039
30.554626742377877,0.002620172454044223,73.51455688476562,0.02145935738086702,0.17,0.0044684624,0.37574924528598785,0.40636834800243377,0.3301188386380689,0.0009945865869522095,23.492259751872293,34000,0.002782263932749629,0.11463473337329912,198.54214651489266,16.044458374381065,0.00026491069002076983,0.38503474,0.00793756393250078
34.100925270468,0.0026252283714711666,71.8040771484375,0.02174137115478513,0.18,0.004234201,0.3758898049592972,0.40616817101836206,0.28287596424669015,0.000996375203132627,24.644608543254435,36000,0.0025123782863374798,0.09875743138836719,193.96435902404755,16.071646381169558,0.0002421856188448146,0.3842701,0.007848078967072068
37.56308443844318,0.0027022594586014748,70.10698699951172,0.021925216436386154,0.19,0.0040261894,0.3759854927659035,0.40587730258703225,0.23433398439735115,0.0009945000410079934,26.005382739007473,38000,0.0023075090430211276,0.06718488301942126,193.38910979461673,16.098812641575933,0.0002874740166589618,0.3836785,0.007791230571456251
41.34216224774718,0.002632795600220561,68.44683837890625,0.02187891292572014,0.2,0.0038410423,0.3755505941808224,0.4056696601212025,0.19845492392033326,0.0009944581985473614,27.432048909179866,40000,0.002134737273445353,0.05472113961633299,192.94585405731289,16.12872565165162,0.00022272850037552416,0.38293478,0.007751649047713721
42.654094472527504,0.0026241070590913296,66.7906723022461,0.02173261106014251,0.21,0.0036757716,0.373146366328001,0.4054895482957363,0.1764255085662014,0.000994555830955505,28.780982080847025,42000,0.0019978455326054244,0.04186445845570415,188.1417527313226,16.18854315020144,0.00016492197755724192,0.38207653,0.0076674070907756684
45.06953991949558,0.0027998618315905333,65.4146499633789,0.021886374473571737,0.22,0.003528426,0.36881412789225576,0.4052527636289596,0.1674986074417828,0.0009982951879501348,30.081553985054295,44000,0.0018812523368978873,0.03542605950450532,190.67602864837653,16.227534506469965,0.00014249941159505397,0.38101634,0.007619327004067594
48.173967842012644,0.0026281634345650673,64.12910461425781,0.021635899662971417,0.23,0.0033952214,0.3666739672422409,0.4050309702754021,0.14687131569534573,0.0009933555126190187,31.41651526852869,46000,0.0017820974579080939,0.03722509384830484,191.26351091003355,16.25312431715429,0.0001309923973167315,0.37994832,0.0075734052923507955
48.504211846739054,0.002587508177384734,63.283729553222656,0.021657532691955597,0.24,0.0032755295,0.3666739992797375,0.4048067033290863,0.1207231382019818,0.0009972308874130263,32.6213830382164,48000,0.0017036168632330374,0.04137928049988108,187.90846148681578,16.287781158462167,0.00013740683789364994,0.37916213,0.007527303404640405
48.491691797971725,0.002520960522815585,62.56725311279297,0.02173857879638678,0.25,0.0031633293,0.3667114846408367,0.40462820529937743,0.12393469339981669,0.0009973646402359044,33.55921675351759,50000,0.0015829375828616322,0.04239783440483732,183.69590426635762,16.31996836513281,0.00014160008868202567,0.37844446,0.007448527903761712
48.47983969375491,0.0025097772013396025,61.9190788269043,0.021537705659866294,0.26,0.0030590165,0.36651231423020364,0.4043864287436008,0.1270706722289327,0.0009824665784835842,34.359997809282504,52000,0.0014797640847973525,0.03198101077065803,180.55764804840112,16.36659591458738,0.00011711468687281013,0.3777954,0.007355311955325299
48.46901101991534,0.002572529949247837,61.70976257324219,0.0213666534423828,0.27,0.0029634994,0.3665688656270504,0.40414065942168237,0.11747537682577967,0.0009793053865432746,35.15054205728366,54000,0.001435440662316978,0.027941436329623637,181.403058128357,16.42787172459066,0.00012078588042641059,0.37742722,0.007276927423663441
48.45627881586552,0.002563884947448969,61.24079132080078,0.02188595438003541,0.28,0.0028751912,0.36661493480205537,0.4039117157459259,0.11651097904518232,0.0010058518648147583,35.80414285697043,56000,0.0013705978752113878,0.024918561866273975,181.13118764495832,16.494758147746325,9.986101213144138e-05,0.3773787,0.007237148040439934
48.445869237184525,0.002544995630159974,61.103702545166016,0.021854414701461794,0.29,0.0027938532,0.36665471717715264,0.40360167101025585,0.11335937138646851,0.001001280307769771,36.43167932125691,58000,0.001326434695511125,0.02516816448536703,179.12842332458501,16.559208929538727,0.0001343472395092249,0.37744117,0.007192066940478983
48.43981312587857,0.002743449993431568,61.597957611083984,0.021890269875526485,0.3,0.0027186787,0.36668489053845404,0.40334980338811877,0.11395990430191182,0.0010017499923706044,36.98780957236886,60000,0.0012888790719443933,0.032829976913519174,179.45415127563442,16.621774528175592,0.0001863851211965084,0.37758246,0.007151467760559173
48.430363181978464,0.0026204672176390886,61.485618591308594,0.02194233095645911,0.31,0.0026481838,0.36671149358153343,0.4031251728534698,0.12561797117814455,0.0010020524263381985,37.41902594729548,62000,0.0012349649769021198,0.03246835779049429,177.92520749664365,16.68270705267787,0.00011211249511688948,0.3775667,0.007107557111885399
48.42032575979829,0.002507559023797512,61.374908447265625,0.0220072871446609,0.32,0.0025817761,0.3667413152754307,0.40294759422540666,0.1279537763148551,0.00099962341785431,37.81216610697183,64000,0.001187840910279192,0.028267023117048633,176.0485511016841,16.732045263051987,8.496614464093e-05,0.37728757,0.007038720999844374
48.67094848304987,0.0025364644825458527,61.38871383666992,0.021966014385223432,0.33,0.0025196045,0.3667639300227165,0.40272142440080644,0.1288378591798246,0.000996724724769591,38.264351073814474,66000,0.001154839067021385,0.03080574624938887,178.27215882873452,16.76728306338191,8.489267929689959e-05,0.37706292,0.006980163021944464
49.80846121907234,0.002512821462005377,61.712459564208984,0.02206817770004276,0.34,0.0024618073,0.3667913623154163,0.40249314010143283,0.12487690439075227,0.0009989287853240953,38.747930089167006,68000,0.0011327893618727103,0.03410734204365867,183.15556615448043,16.804645024240017,8.209030784200877e-05,0.37680468,0.006911509577184918
49.77538585662842,0.0025246543809771538,61.541351318359375,0.02206869304180145,0.35,0.0024078942,0.36681964322924615,0.4023178905248642,0.13349628242477735,0.0010002244710922267,39.09305948182941,70000,0.001115375687368214,0.03308541558100845,175.71403166198704,16.849178727716208,0.00023520922695752233,0.37653327,0.006883334659505637
49.70096442848444,0.002316792495548725,61.405242919921875,0.02215263795852659,0.36,0.0023571271,0.366854041069746,0.40212699994444845,0.12996237790957083,0.0009961326122283924,39.36262221978261,72000,0.0010931844997685402,0.03515102857328019,171.11613386535603,16.90818858332932,9.736459469422698e-05,0.37644348,0.00685280195903033
49.61226498708129,0.0023300121538341045,61.236114501953125,0.022031266331672617,0.37,0.002308952,0.3668839864432812,0.4019140049815178,0.12711155954003353,0.0010023821592330946,39.56814402341843,74000,0.0010604752344079316,0.0373994348093403,168.69004747772195,16.998088732361794,7.775706762913615e-05,0.37653628,0.006823157274629921
49.575024005025625,0.0023498295340687037,61.10788345336914,0.022142142415046653,0.38,0.002262905,0.3669175788760185,0.4017285108566284,0.12106778661906703,0.0010009571313857985,39.73847393338968,76000,0.0010225295962300151,0.039524387961719226,167.28602044677672,17.071153735741973,9.41436956054531e-05,0.37668797,0.006792810384649784
49.788840394467115,0.007931390777230263,63.33647537231445,0.021967920780181855,0.39,0.0022909888,0.36669456139206885,0.40151743292808534,0.939535726632925,0.0009979884624481195,40.01913777269937,78000,0.001007445072173141,0.458117801375221,538.6127152099609,17.162843653932214,0.006300345063209534,0.37633204,0.007133489334955812
