train/pde_loss,eval/D_mean,train/sol_loss,train/callback_time,eval/R_low,eval/M_mean,train/time,eval/sd_mean,eval/sd_high,eval/D_high,eval/M_low,train/epoch,eval/R_high,eval/D_low,train/theta_loss,eval/ci_range,eval/M_high,train/mse,train/gls_loss,eval/R_mean,eval/sd_low,train/progress
0.7904675158858279,1.1710327,5.212339603841286,0.0010482885837554976,0.43488753512501716,0.6612855,0.022288469791412312,41.87969058100134,185.21213494241212,1.2420647591352463,0.5254754140973091,2000,0.6464448258280754,1.1048337697982789,0.19911016523838043,297.4849853515625,0.7995768874883652,0.006833694409579039,2018.9177784118576,0.60462934,12.208104343153536,0.01
0.14317178399115835,1.2774488,1.1389235363900696,0.000999750137329097,0.6354944661259652,0.64721733,0.021020919084548943,8.462068051099777,11.746047344058752,1.4012168258428574,0.6402593657374382,4000,0.6681671351194381,1.1799573481082917,0.08300267904996872,34.75149154663086,0.66499974578619,0.005354939494282007,557.7173677673319,0.65107876,5.936447728890926,0.02
0.21575823800265853,1.5238638,0.8878191895186922,0.0009897428750991815,0.6453056514263154,0.65685564,0.020938192129135173,4.399495477671735,5.75767622794956,1.620551723241806,0.6478393658995628,6000,0.6822968006134034,1.41365148127079,0.043456047773361206,61.16886901855469,0.6710726663470268,0.0047294930554926395,441.063509262086,0.6722559,3.479477547807619,0.03
0.1414840290620922,1.6828977,0.6078039426505565,0.0009895024299621587,0.6518397197127342,0.6696574,0.02094078433513635,3.4495481632184237,4.585019778460263,1.7280684977769851,0.6591408923268318,8000,0.6901324987411499,1.5866537034511565,0.02063228003680706,47.15836715698242,0.6788207590579987,0.002850568387657404,313.48209307861276,0.67416775,3.0945465026888996,0.04
0.13722877891175445,1.7506711,0.5544329142123451,0.0009968398809433012,0.6203452318906784,0.6894388,0.021048683047294542,3.270310983993113,4.090728983283042,1.7870317101478577,0.6773973286151886,10000,0.6605931654572487,1.7075759530067445,0.014665953814983368,49.25225067138672,0.7010280609130859,0.002762498799711466,286.05706253051625,0.6401301,2.944536495488137,0.05
0.17709608137793828,1.8135788,0.5341239071190352,0.0009952986240386935,0.6022349536418915,0.7118138,0.02120007491111755,3.0839907960034907,3.662128903670236,1.8395875871181488,0.7028400465846062,12000,0.6317291960120202,1.772288864850998,0.009460639208555222,59.92692565917969,0.7199841737747192,0.002649519359692931,273.0997966690066,0.61590904,2.860922203399241,0.06
0.20284510583803064,1.8313428,0.5251681676507002,0.000994219541549682,0.5960243329405784,0.727006,0.02087548041343691,3.029974211123772,3.2374402275308967,1.8495550394058227,0.7181614652276039,14000,0.6220294415950776,1.8000887244939805,0.042787060141563416,67.69975280761719,0.7343681633472443,0.0030251203570514917,266.38171534728946,0.6082455,2.879245934309438,0.07
0.23180801798775766,1.7356361,0.5355570994168527,0.0009914771318435662,0.5835378885269165,0.7414563,0.020992675542831508,3.656373734585941,4.265561490319667,1.797953599691391,0.7306258976459503,16000,0.6165625646710395,1.6729651182889937,0.004030527547001839,78.1299057006836,0.7544456928968429,0.0022556250914931297,267.3757045135487,0.5961806,3.1659502012189478,0.08
0.19156027707085005,1.5962971,0.5180423706173892,0.0009957078695297253,0.571897853910923,0.7655337,0.021038921356201154,4.769235851010308,5.554392782505602,1.670945280790329,0.7546708211302757,18000,0.5960733622312546,1.5146104216575622,0.002396662486717105,84.89178466796875,0.7756621211767196,0.0022025827784091234,252.8849531326299,0.58418274,4.023228527512401,0.09
0.171646291242912,1.4333518,0.4955509767681362,0.0009943220615386994,0.5470348730683326,0.78227174,0.021016627907752973,6.5576142587233335,7.738164660986512,1.5061470568180084,0.7741026595234871,20000,0.5723827674984932,1.3658068597316741,0.004415452945977449,87.20234680175781,0.7880878314375878,0.0022015729919075966,237.7276289138794,0.55876297,5.5990218301303685,0.1
0.11441372768674028,1.293905,0.3736597311943765,0.0009963952302932725,0.5271743834018707,0.7947261,0.0210267337560653,7.972580081317574,8.391190972179174,1.359999167919159,0.7866849794983863,22000,0.5498310774564743,1.2223845988512039,0.0009505032794550061,68.79550170898438,0.800475986301899,0.0016089354176074266,186.63868850707962,0.5380955,7.67495131585747,0.11
0.08382077396102243,1.2186328,0.30561661255359707,0.001004843473434453,0.5125587061047554,0.79514414,0.02100499951839454,8.01197747583501,8.367058751173317,1.3566299736499787,0.7874059349298477,24000,0.5487301230430603,1.0755896717309952,0.001524880062788725,62.531883239746094,0.8002544790506363,0.0015268733259290457,156.1463670272829,0.5292715,7.691033917944878,0.12
0.0661819164911288,1.1457855,0.2718640120774511,0.0010215775966644271,0.5003364592790603,0.7955581,0.021005015015602067,7.913962296675891,8.325122925452888,1.353726065158844,0.7879751637578011,26000,0.5478635489940643,0.945596793293953,0.0013450360856950283,58.331214904785156,0.8001686483621597,0.001709626172669232,141.24382966232287,0.5215928,7.5830591027624905,0.13
0.06460212818626311,1.0800928,0.2517067295834412,0.0010260968208312946,0.4891959443688393,0.79839694,0.02134610450267783,7.768707911833189,8.305120677687228,1.3478611737489699,0.7884353488683701,28000,0.5472350940108299,0.8452023193240166,0.0007091636653058231,56.361576080322266,0.8152516946196556,0.0012462984304875135,131.46612529754634,0.51461893,7.122111495118588,0.14
0.05437109854863947,1.0258132,0.23021712980419387,0.001028306961059572,0.47848412320017814,0.80563307,0.02171539056301109,7.72051089159213,8.290268806740642,1.3455307543277741,0.7888682231307029,30000,0.5464925229549408,0.7913778185844421,0.00048263525241054595,55.82865905761719,0.8460391014814377,0.0011192624224349856,124.02373389434793,0.5082533,7.112140976823866,0.15
0.044216470065061006,0.983153,0.2088287550210954,0.0010309213399887062,0.47237051874399183,0.8145241,0.021779944419860836,7.824315388337709,8.417869289405644,1.34230338037014,0.7892224952578545,32000,0.545752027630806,0.7596138671040535,0.0005805079126730561,54.744773864746094,0.8652128651738167,0.001052190433256328,115.50011578750605,0.5025712,7.120168930850923,0.16
0.04187755046738312,0.9493523,0.19637179268151547,0.001038169026374819,0.46666376367211343,0.8231124,0.021533927321433954,7.9144349056628664,8.558832085691392,1.3405234217643738,0.7895774662494659,34000,0.5449417129158973,0.7411476165056229,0.003621000098064542,53.74278259277344,0.879476997256279,0.0016533538000658154,109.52080978393552,0.49768674,7.12794242426753,0.17
0.038682426611427234,0.9219591,0.18777785978466302,0.0010347979068756133,0.46042071133852003,0.83198255,0.021559424281120305,7.952033808425767,8.554478664882481,1.3370400965213776,0.7900357276201249,36000,0.5442630276083946,0.7256630286574364,0.0006681434460915625,52.99274826049805,0.9007887378334999,0.001017734408378601,103.89025875473014,0.49323505,7.1360842091962695,0.18
0.03342007266776647,0.8990241,0.17969917940348393,0.0010410424470901488,0.4545724391937256,0.84159106,0.021565477848052975,7.888178359872351,8.550675795413554,1.3346273392438888,0.7904251560568809,38000,0.543551079928875,0.7125691875815392,0.0003757994854822755,52.515045166015625,0.9258125096559524,0.0011373861925676465,99.34685889053348,0.48909906,7.1419857908040285,0.19
0.026917660741135482,0.87964064,0.1695116415917867,0.0010364214181899985,0.4495595030486584,0.85217744,0.021640107035636937,7.827157564344816,8.547350740991533,1.3300383597612375,0.7906934350728989,40000,0.5428329765796661,0.7033277004957199,0.0004558609798550606,52.11680603027344,0.9539025485515594,0.0009458953281864524,95.35042232131973,0.4852669,7.148135150782764,0.2
0.023599756044801398,0.86315644,0.16197221832722392,0.0010387974977493298,0.4470603667199612,0.8632129,0.021610453844070458,7.787232894408093,8.543495228514075,1.3279034227132793,0.791016535460949,42000,0.542335844039917,0.6969956859946251,0.001165442867204547,51.6196174621582,0.9789752781391143,0.0009835349628701806,92.1512016334533,0.48182705,7.155769946984947,0.21
0.023105837021488662,0.84883624,0.15973903458565508,0.001035571336746209,0.44439488723874093,0.87438047,0.02158655822277061,7.717272997193504,8.539459435269237,1.3247705221176147,0.7912648066878318,44000,0.5417099490761756,0.6896862059831619,0.000801105285063386,51.13511276245117,1.0004892498254776,0.0009679899085313082,90.0554598007207,0.47876224,6.767462636344135,0.22
0.023336048891767918,0.8361539,0.16015181491523997,0.0010397434234619145,0.4414211869239807,0.8851123,0.021603434920310985,7.584935368217814,8.536069304682314,1.3210355937480924,0.7915468707680702,46000,0.5412242457270622,0.6825836837291718,0.00045717801549471915,50.83754348754883,1.0162469893693924,0.0008216181304305792,88.94097245788558,0.47593045,5.760313326027244,0.23
0.020481712349457608,0.82476354,0.15320422255247815,0.001040152668952945,0.4378522999584675,0.89568394,0.02151328623294836,7.4248138557055166,8.533051540143788,1.3165820360183713,0.7917436793446541,48000,0.5407579317688942,0.6756937503814697,0.00033668940886855125,50.425743103027344,1.0353177338838577,0.0007776819402351975,86.97970413589461,0.47324774,5.28630482731387,0.24
0.01979400166124105,0.8145233,0.15165574509650484,0.001038897752761839,0.43332666233181955,0.9058639,0.02143677234649654,7.268112583753342,8.530402975156903,1.3129858285188674,0.791989229619503,50000,0.5402820691466331,0.6702703922986984,0.0003049226652365178,50.121585845947266,1.0503782778978348,0.0007488708943128586,86.0075542411804,0.47059917,5.028529383707792,0.25
0.018910734797595117,0.8052338,0.14981002718210237,0.0010396414995193456,0.42666956335306166,0.91585255,0.021544914007186874,7.1010004193667555,8.527995087206364,1.3088171392679213,0.7922468438744545,52000,0.5397615775465965,0.6652993991971016,0.00044708402128890157,49.8409309387207,1.0675976276397705,0.0007893972215242684,84.47775626373289,0.46789783,4.541353671811521,0.26
0.01808501048386099,0.7967849,0.14657496582716661,0.001037643432617189,0.4202832005918026,0.9257391,0.021483920335769596,6.940105725148254,8.52430397644639,1.306900468468666,0.7924960821866989,54000,0.539431931078434,0.6612546265125274,0.0007299841963686049,49.63003921508789,1.0848808765411377,0.0008577366825193167,82.416341018677,0.46513718,4.354304680600762,0.27
0.01697534133261075,0.78911597,0.14161464671418086,0.0010429941415786717,0.41218264773488045,0.9356443,0.02158269286155699,6.786265829396951,8.520800922997296,1.3031024992465974,0.7926437705755234,56000,0.5389350831508637,0.658636137843132,0.00021800580725539476,49.4011116027832,1.103987953066826,0.0007032073917798698,79.83226654052743,0.46224356,4.159610392525792,0.28
0.016062549361027783,0.78215784,0.13772532176971441,0.0010476136207580545,0.4044214837253094,0.94597214,0.02156257402896885,6.641588378930464,8.517770399339497,1.2996346354484558,0.7927881568670273,58000,0.5383926823735238,0.6569358423352242,0.0011133047519251704,49.15009307861328,1.1327434808015824,0.0008433956536464393,77.42598247909537,0.45922044,4.035434534307569,0.29
0.01457322563533672,0.7757755,0.13399310536310147,0.001043469190597535,0.3978752538561821,0.9567051,0.021586429834365876,6.498465312074404,8.514749398455024,1.2965210616588594,0.7929246306419373,60000,0.5378993049263955,0.654543399810791,0.0005089660990051925,48.90325927734375,1.1608495175838471,0.0007490429561585188,75.14589612197874,0.45616323,3.779438103083521,0.3
0.014345908291405036,0.7698648,0.13274340043961952,0.001040224313735962,0.39443440958857534,0.9675555,0.021508703470230067,6.355280465451957,8.512252219952643,1.2897652596235276,0.793030908703804,62000,0.5372717216610909,0.6517284214496613,0.0002615594712551683,48.66669845581055,1.184341350197792,0.000658840115647763,73.60600120925909,0.45321083,3.502251557074487,0.31
