train/pde_loss,train/mse,train/gls_loss,eval/R_mean,eval/sd_mean,eval/R_high,eval/sd_high,eval/D_low,eval/sd_low,eval/R_low,train/epoch,eval/D_high,train/callback_time,eval/M_low,train/time,train/progress,train/sol_loss,eval/ci_range,eval/M_high,eval/M_mean,train/theta_loss,eval/D_mean
1.4663563480004664,0.019501835107803345,3122.596756958002,0.44814563,29.026417208835483,0.5032813280820847,153.96965481340848,0.9222620248794555,10.354381147772074,0.2940885923802853,2000,1.734052836894989,0.0009981963634490946,0.3884833432734013,0.020678332686424248,0.01,8.484655472874671,396.50946044921875,0.8842865392565725,0.47640303,0.15402787923812866,1.3449064
0.5741659415811269,0.016371682286262512,1330.891540893551,0.47023663,11.67083050403744,0.5002565011382103,12.408126192167401,1.649094045162201,10.481036943383515,0.4508946679532528,4000,1.811081090569496,0.0009546593427658082,0.4347004540264606,0.020192699313163694,0.02,3.1296591210365334,150.58181762695312,0.4647089309990406,0.451199,0.05520163103938103,1.7557434
0.5836736513189953,0.007690634578466415,844.1569830017078,0.44127917,9.922369269654155,0.4577460765838623,12.168225715868175,0.8701402753591537,8.116076444275677,0.4269691169261932,6000,1.6379798501729965,0.0009667214155197138,0.4222144097089767,0.020630426287651122,0.03,2.02188764351607,147.6815643310547,0.44361531287431716,0.43531182,0.0424681082367897,1.2914939
0.5388004412353035,0.006470885127782822,639.7019803009052,0.44677988,7.940274620661512,0.45700460895895956,8.50093993358314,0.4249884054064751,7.642587332520634,0.43384991213679314,8000,0.833592401444912,0.0009699579477310173,0.36282810643315316,0.020839370131492663,0.04,1.573276193082332,152.0692138671875,0.418916404992342,0.3903239,0.020558644086122513,0.592162
0.5308664036691165,0.005655897781252861,595.9493069000252,0.456617,8.583255735691637,0.4617331080138683,8.972585736773908,0.2684078648686409,8.215860510244966,0.4526433065533638,10000,0.41226096749305724,0.0009736540317535398,0.3241166606545448,0.02089655709266664,0.05,1.4997651546597506,165.72386169433594,0.36195032149553297,0.34168574,0.0073519861325621605,0.3311671
0.5195399333350347,0.006718170829117298,584.4326401214622,0.45729795,8.80072489194572,0.4622179798781872,9.117249143309891,0.19478475488722324,8.551978948526084,0.45293957442045213,12000,0.26410121023654937,0.0009728028774261484,0.30117191523313525,0.020936588764190644,0.06,1.5040719923973083,185.37188720703125,0.32453783228993416,0.31232196,0.19555528461933136,0.22561471
0.5089405891951176,0.007410850841552019,556.561960693362,0.45606482,8.442688285373151,0.4594331577420235,8.939485461451113,0.1554465815424919,8.106238045729697,0.45201276168227195,14000,0.19277555756270884,0.0009844321012496893,0.2917263902723789,0.02099232780933383,0.07,1.4530381182134184,184.71697998046875,0.3037395752966404,0.29757696,0.01984556019306183,0.17271936
0.49391313361004086,0.005138901527971029,518.9255079345711,0.4556253,8.460723587777466,0.4607540965080261,8.936553983949125,0.1336796473711729,8.134477701969445,0.44992586225271225,16000,0.1554462816566229,0.000981886386871338,0.29002556651830674,0.02095115923881534,0.08,1.3585333791971181,189.50010681152344,0.2981504052877426,0.29439583,0.012838330119848251,0.14461087
0.4554477269500496,0.010133110918104649,476.1369689788823,0.45184094,8.40813744161278,0.4587671272456646,8.967155311256647,0.11540157347917557,8.01710372325033,0.4422518625855446,18000,0.134696988388896,0.000980963587760923,0.28888545632362367,0.020908667683601355,0.09,1.2494219285547774,177.5224151611328,0.29695461317896843,0.29312265,0.0022849312517791986,0.12466333
0.44749544042348904,0.007289581466466188,464.0122604675296,0.43846658,9.031652893405408,0.44899669513106344,9.834618004970253,0.10453756153583527,8.32786113023758,0.42700034752488136,20000,0.1169359851628542,0.0009911627769470211,0.2893246956169605,0.020900876879692068,0.1,1.2248089249432108,176.85006713867188,0.3005808837711811,0.29521674,0.001484096865169704,0.110912494
