eval/D_low,eval/R_mean,eval/R_high,eval/M_mean,train/progress,eval/M_high,train/theta_loss,eval/sd_high,train/time,eval/sd_low,eval/R_low,train/callback_time,train/epoch,train/gls_loss,train/sol_loss,eval/ci_range,eval/sd_mean,eval/D_high,train/pde_loss,eval/M_low,train/mse,eval/D_mean
1.3707978308200837,0.496806,0.5096391126513481,0.58339953,0.1,0.9399596184492107,0.005563394166529179,139.37843069434166,0.021312476289272117,6.797463202383369,0.3775432907044888,0.0010123809337615895,20000,1414.4979972351143,2.8132943534716595,165.0780487060547,46.54809279383626,9.365250039100646,5.924385087973054,0.44268634989857675,0.01849201781367888,4.945642
1.1132523745298386,0.47121617,0.4870975732803345,0.39511466,0.2,0.4272185117006301,0.0004683456209022552,147.12545201182365,0.021014920604229374,136.0758788883686,0.45343585684895515,0.0010031634330749564,40000,1633.6697017212107,0.1833102319598213,55.5589485168457,142.28471892923116,1.4609250664710998,0.03098323015547309,0.3832749970257282,0.0206694405075163,1.2202482
1.1255159676074982,0.47461334,0.4876077935099602,0.39026958,0.3,0.4249249890446663,8.926349983084947e-05,146.74499928951263,0.02151345005035408,126.8906157463789,0.45479586645960807,0.0010166931629180867,60000,1507.4943598938073,0.18137676123753144,71.63053894042969,137.92661877628416,1.4510225802659988,0.026006701533449875,0.3759798385202885,0.01910712913926698,1.2238867
1.0520099252462387,0.47706264,0.494727436453104,0.38533863,0.4,0.42160538509488105,0.0001367821532767266,146.21007479727268,0.021439264380931678,124.17609542608261,0.4588661029934883,0.001020766556262957,80000,1443.9005559753416,0.1848284157373006,76.05704498291016,135.17389594937364,1.413389003276825,0.031348722086800264,0.36801504269242286,0.018377543335221635,1.1861683
1.052065098285675,0.47744298,0.49342562183737754,0.38502738,0.5,0.41737662777304646,4.9108373787021264e-05,145.98065987229347,0.021408060312271323,121.8129737302661,0.46075420901179315,0.0010242155432701166,100000,1397.365128173832,0.16853985788636056,77.28700256347656,133.33572821561248,1.3573408961296072,0.019059736730926837,0.3688931055366993,0.017838552168011595,1.1797508
1.0537611067295074,0.48020774,0.49735057577490804,0.3877144,0.6,0.4139201521873474,5.50751865375787e-05,145.70548571646214,0.0214318016886711,122.11166806519032,0.46170675158500674,0.001021584260463718,120000,1333.3698592285389,0.1693914662793281,77.75595092773438,132.91171576477586,1.4526616483926773,0.026105632276088052,0.36921935379505155,0.01704296031706019,1.210693
1.0555431455373765,0.48414978,0.515239143371582,0.39170322,0.7,0.42642377242445945,5.460208922158927e-05,145.48007808625698,0.02144356061220163,121.01718597114086,0.46236314103007314,0.0010220759272575328,140000,1309.9033951904194,0.1814017995089295,78.75647735595703,131.51794145535678,1.663103580474853,0.018377455566521043,0.3694916293025017,0.01677133197328074,1.2621901
1.0562734425067901,0.48969123,0.5310111492872238,0.39828026,0.8,0.4466574527323246,4.99730886076577e-05,145.20007967948914,0.021554993295669338,120.71735579520464,0.46299835592508315,0.0010245298743247933,160000,1270.4556526367169,0.16906273658052004,81.46217346191406,130.45546325652728,1.941598817706108,0.016488475247053772,0.3697824336588383,0.01652591137392454,1.3411299
1.057072040438652,0.4927456,0.5300726324319839,0.40463597,0.9,0.45213634371757505,3.587238461477682e-05,144.9166264384985,0.02159134709835074,120.78826501965523,0.4637763507664204,0.001028903198242188,180000,1227.7168974914498,0.1595729687366634,83.4721908569336,129.61438025794922,2.0291562616825103,0.03487292325175348,0.3700279600918293,0.015999170793686124,1.4200382
1.0582526475191116,0.49552557,0.5296029597520828,0.40821844,1.0,0.45200190469622614,2.7543257601791993e-05,144.7108507156372,0.021605463659763322,120.87267637252808,0.4644534081220627,0.0010286466717720022,200000,1178.2972599731504,0.16474471814409042,83.78397369384766,129.41916672533586,2.019654041528702,0.027598582504689488,0.3702156789600849,0.01521151781156655,1.4720144
