train/progress,train/time,train/callback_time,eval/R_low,eval/M_low,train/gls_loss,train/theta_loss,eval/sd_mean,eval/D_low,eval/sd_low,eval/R_high,train/pde_loss,eval/R_mean,train/sol_loss,train/mse,train/epoch,eval/D_high,eval/D_mean,eval/sd_high,eval/M_high,eval/ci_range,eval/M_mean
0.28,0.021478795528411868,0.001014326333999633,0.3235391952097416,0.17456488236784934,234.46812088775613,0.00016826295177452266,43.46149505064305,0.07076556235551834,22.90898826904595,0.37300299331545833,0.015286868411349134,0.34350818,0.14227771227806782,0.00307677430100739,56000,0.24057286605238914,0.112938255,52.373423893004656,0.28667668178677563,45.53999328613281,0.20780861
0.29,0.0214675756692886,0.001020928978919983,0.323577818274498,0.17222721874713898,237.26189633178734,0.00014412541349884123,43.95931762162792,0.06943382788449526,22.99272194504738,0.3727155111730099,0.012621877665398663,0.34412864,0.14565315699577347,0.0031582561787217855,58000,0.23874484039843086,0.110651165,53.18179884925485,0.285861437022686,45.815391540527344,0.20594619
0.3,0.021447426676750172,0.0010197137594223026,0.3236424341797829,0.16890753731131553,237.01547946166983,0.0002817586937453598,44.395634094718844,0.06758182402700186,23.06755823083222,0.37240957617759707,0.009239559414796523,0.3443801,0.13971121119707763,0.0030831105541437864,60000,0.23735575266182424,0.10849885,53.25966700911522,0.28474310711026196,45.85763931274414,0.20410444
0.31,0.021373983860015842,0.0010189542770385725,0.32375472187995913,0.1682734049856663,233.8210600585938,0.00016510856221430004,44.74273607622655,0.06710008438676596,23.14706202596426,0.37215385437011717,0.011846255215234117,0.34494957,0.13426773913949744,0.003045326564460993,62000,0.23562101423740386,0.10652265,53.24789909645915,0.28333699852228167,45.96635055541992,0.20240095
0.32,0.02136703681945804,0.0010165463685989405,0.32384204044938086,0.16590550802648069,232.24854252624533,0.0001238714758073911,45.05661074512384,0.06582003142684698,23.25400235131383,0.3718577228486538,0.0054799706320045735,0.3454755,0.1274400961175554,0.0030761195812374353,64000,0.23309026248753073,0.104672074,53.246706537902355,0.28257739469408993,45.93843078613281,0.2007436
0.33,0.02133589732646946,0.001016842961311342,0.3238866440951824,0.1660123161971569,236.546272529602,0.00012355958460830152,45.3978179950753,0.06565493941307068,23.35617123171687,0.37152117639780047,0.005611732018413046,0.34601858,0.12122659208998078,0.0031570789869874716,66000,0.23125416301190865,0.10298208,53.30873103812337,0.2812256306409836,46.00677490234375,0.19928855
0.34,0.021300169348716716,0.0010167307853698746,0.32390814945101737,0.16538100652396678,240.4688066558836,0.00012777899974025786,45.72113407806804,0.0648944117128849,23.437077552080154,0.37118798643350603,0.006801907807588595,0.3463244,0.11873234456777583,0.003141201101243496,68000,0.22885351404547696,0.101385884,53.411742113530636,0.2802194021642208,46.43571472167969,0.19786295
0.35,0.02126329910755153,0.0010157326459884616,0.32394054159522057,0.16152334362268447,235.85690820312422,0.0001159055536845699,46.02595119692385,0.06195818865671754,23.52616861462593,0.3708686225116253,0.008905335390940301,0.3466816,0.11865269937738775,0.0030766690615564585,70000,0.22702756524085999,0.09978584,53.53581625968218,0.2792289517819883,47.0950927734375,0.19639085
0.36,0.021334589838981646,0.001018248796463013,0.3240008495748043,0.1575909923762083,231.44343489837652,0.00012629240518435836,46.238126621223415,0.05862662699073553,23.573726136237383,0.3706013731658459,0.0035491342742461733,0.34693292,0.12629683162272023,0.003046568715944886,72000,0.22538216039538403,0.09819903,53.529948461800814,0.2783484846353531,47.1499137878418,0.19488542
0.37,0.021278149962425292,0.0010168271064758285,0.32406893372535706,0.1568866353482008,231.95572602081288,0.00044522515963763,46.48310406954476,0.057997910492122176,23.612755071371794,0.37034885212779045,0.006093887781666143,0.34728372,0.12746128328144526,0.0030143733602017164,74000,0.22327862083911906,0.09668463,53.59402894973755,0.27780966609716423,47.22610855102539,0.1934694
0.38,0.021248260378837553,0.0010149352550506599,0.32412450239062307,0.15232536792755128,228.40318399047845,0.00011509619071148336,46.662044220870094,0.054302736558020114,23.719756957143545,0.37011241242289544,0.007648014123784379,0.347636,0.1378727707862858,0.002957188757136464,76000,0.22211923822760585,0.0951453,53.58862644061446,0.2769155412912369,47.524227142333984,0.19197291
0.39,0.021138349413871826,0.0010156706571579001,0.3241395212709904,0.1507249131798744,227.43120768737785,9.950040839612484e-05,46.85379884430561,0.05251406198367477,23.875424778088927,0.36984963789582254,0.00865032368688846,0.3478748,0.130980133853853,0.002938037971034646,78000,0.2207459650933743,0.093672074,53.58274634927511,0.2757885999977589,47.62350845336914,0.19057316
0.4,0.02153857290744782,0.0010204430818557735,0.32416021823883057,0.1507393717765808,228.6025300140375,0.00011627580533968285,46.988922039978206,0.05168845886364579,23.968089185655117,0.36957478448748593,0.012758376020356094,0.34789154,0.1338638343662023,0.0029544273857027292,80000,0.21912886947393417,0.09224707,53.57744265347719,0.2745154090225697,48.08915328979492,0.18927512
0.41,0.021780586242675783,0.001025356411933899,0.32419980242848395,0.15075536631047726,229.9787759475712,0.0018050286453217268,47.08368605465418,0.04941865159198642,24.044736195355654,0.3691467739641667,0.02000581874477213,0.3477676,0.13748380722105535,0.0030447938479483128,82000,0.21691469065845012,0.090844095,53.57211781665683,0.27402168661355975,48.801177978515625,0.1880501
0.42,0.021518122076988198,0.0010243039131164564,0.3242832385003567,0.1507707230746746,232.5050286407469,0.0023039563093334436,47.1589403389371,0.04784520296379924,24.120466643944383,0.3688186973333359,0.020052945161471138,0.3475693,0.13892062084376766,0.0031095128506422043,84000,0.2155664768069983,0.08949719,53.56587124988437,0.2733072526752949,49.523277282714844,0.18696009
0.43,0.021390352129936237,0.0010210368633270322,0.324360316991806,0.1507840860635042,230.1780658493045,0.0001289496140088886,47.212322776290506,0.0473293099552393,24.218590604141355,0.3685326918959618,0.021569029817008454,0.34733856,0.14209961760044132,0.0029993888456374407,86000,0.21441070288419728,0.088215195,53.559451922774315,0.27264216542243963,50.506595611572266,0.18596259
0.44,0.02147199034690848,0.0010279172658920266,0.3244166448712349,0.15079155191779137,227.54503336334275,0.00012889583013020456,47.24747713622363,0.04734192583709955,24.264329951256514,0.3681842230260372,0.015618721247301435,0.34704363,0.14679164003580789,0.002983350306749344,88000,0.21321235075592987,0.08702589,53.5512899979949,0.2717140547931193,51.09724044799805,0.18510306
0.45,0.0213410904407501,0.0010213489532470688,0.32444615811109545,0.1508010983467102,227.28050544738764,0.00015382813580799848,47.29665925901915,0.047323697432875636,24.295368138700724,0.3675340786576271,0.015522545166546506,0.34674203,0.1374005347266797,0.002959291683509946,90000,0.2116237405687569,0.08589763,53.54246171191335,0.2709546983242035,51.39760971069336,0.18432043
0.46,0.021289118409156864,0.0010147618055343637,0.32445423528552053,0.15081323608756064,225.8408304443352,9.474839316681027e-05,47.37390664887304,0.047104111220687625,24.321530992165208,0.36697712317109105,0.016664027539081867,0.34616983,0.1276457028724248,0.0029817859176546335,92000,0.21022570841014296,0.08481904,53.53581625968218,0.2701892688870429,51.485877990722656,0.1835927
0.47,0.0212476618289947,0.0010161575078964215,0.3243435576558113,0.15083275325596332,226.53218987274167,0.00010773981193779036,47.450401130963016,0.04672815501689911,24.349202355369925,0.3664458192884921,0.015854401379125197,0.3456288,0.12049269290640954,0.002963082166388631,94000,0.20897196047008038,0.08378258,53.530169278383255,0.2694521568715572,51.525020599365234,0.18284853
0.48,0.021283574938774117,0.0010132368803024243,0.3226403072476387,0.15085585303604604,227.3080003280639,0.0001303119643125683,47.542924721382164,0.04608290009200573,24.380033370107412,0.3659844346344471,0.01911786146892699,0.34495443,0.10873842644691473,0.002964125480502844,96000,0.20738452710211272,0.08278385,53.519536554813385,0.2686712756752967,51.76275634765625,0.18214238
0.49,0.02141421020030982,0.0010151226520538357,0.3199812740087509,0.1508803267031908,223.46730464935303,9.503631008556113e-05,47.56729753740514,0.04579969411715865,24.399356869980693,0.36573139280080796,0.0135791696503293,0.34429425,0.11326323918998266,0.002891206182539463,98000,0.20621735416352743,0.08183363,53.50771965458989,0.26807880923151967,52.14086151123047,0.18152282
0.5,0.021657495856285,0.0010179291963577312,0.31840909868478773,0.15089599415659904,218.48291431427032,9.726028656587005e-05,47.5800036800094,0.04580597663298249,24.420396238565445,0.3655420802533626,0.010647583609563317,0.34366786,0.10992887073010212,0.0028338055126369,100000,0.20508027523756023,0.08093851,53.500680066645145,0.26711482852697355,52.324161529541016,0.18100093
0.51,0.021638594508171096,0.001020001649856567,0.318521773815155,0.1509103137999773,217.20310818481465,0.00015709294530097395,47.59723946702008,0.04579810341820121,24.4406433776021,0.36535710543394084,0.010060662308824247,0.34318313,0.10784764632582661,0.002807801589369774,102000,0.20339839160442333,0.08009199,53.49323386326432,0.2665121905505657,52.64051055908203,0.18061747
0.52,0.021433091044425992,0.0010162335634231572,0.31859379932284354,0.1509245451539755,216.09189816284214,8.562544826418161e-05,47.61106161861902,0.04557310827076435,24.46157862432301,0.3651399806141853,0.012583232106873768,0.34273994,0.11903465353697526,0.0027881020214408636,104000,0.2023096248507499,0.0792681,53.48586505278945,0.2657576009631157,53.19852066040039,0.18030529
0.53,0.021541202545166054,0.0010193287134170523,0.31776362136006353,0.15094105452299117,212.16858782958985,9.250549919670448e-05,47.6152549247409,0.04517558002844453,24.482604442164302,0.36491469442844376,0.014244861863553528,0.34217662,0.12218776861578211,0.0027176132425665855,106000,0.2011093355715274,0.07845875,53.478793520480394,0.26486258432269083,53.58826446533203,0.1801047
0.54,0.021612201452255245,0.0010206637382507303,0.3167914189398289,0.15095482654869558,208.3072580566408,7.853226270526648e-05,47.60307484848256,0.04424257818609476,24.50468041934073,0.3647392801940441,0.0156115203764057,0.34159333,0.13232110606878913,0.0027126315981149673,108000,0.19933519437909122,0.0776759,53.47142219543457,0.26411226913332936,53.78491973876953,0.17999204
0.55,0.02156188774108878,0.0010185364484786978,0.31684788390994073,0.15096878185868262,208.4871025466916,7.711673970334232e-05,47.58648329617249,0.04372670343145728,24.52702666632831,0.36456662118434907,0.0213457373685669,0.34112307,0.13432207040488703,0.002724168822169304,110000,0.19810890294611447,0.076909825,53.46352308988571,0.2633790366351604,54.063499450683594,0.17994188
0.56,0.021527407169342094,0.0010212422609329234,0.3167554594576359,0.15098014138638974,207.40184722900355,7.602450205013156e-05,47.55117081640207,0.04286573100835085,24.552897457033396,0.3644234329462051,0.01715648513345516,0.34063724,0.13128847214579584,0.0027234579902142286,112000,0.1967949140816925,0.076155886,53.456713166087866,0.2625558517873286,54.6400146484375,0.1799551
0.57,0.021493881464004518,0.0010220993757247925,0.31498011350631716,0.15099176689982413,205.00791226196264,7.510038994951174e-05,47.50450931913517,0.04195463601499796,24.579538265243173,0.36426447033882137,0.015414426878443953,0.34003988,0.13470123483240568,0.0026440280489623547,114000,0.1959596831351518,0.07541709,53.45133384689689,0.2620881028473377,55.220680236816406,0.17999811
0.58,0.02169661998748783,0.0010254217386245804,0.3114968627691269,0.15100669339299203,198.18430878448453,8.022783731576055e-05,47.434896598182,0.04116789801046252,24.61193948984146,0.3640727140009403,0.01792961195448879,0.33942434,0.14097754708677526,0.002579969586804509,116000,0.19458313025534132,0.07469364,53.445243649184704,0.2615879356861114,55.440528869628906,0.18009794
0.59,0.021663143038749694,0.001025496363639831,0.31156509220600126,0.15101876631379127,196.12281702423087,8.015217463253066e-05,47.34171117310013,0.040490354411304,24.64773920364678,0.3638804450631141,0.013798620471148755,0.33890274,0.1412348129004245,0.0026096974033862352,118000,0.19352944195270527,0.07398292,53.44111658632755,0.2611124724149704,55.74834060668945,0.18023196
0.6,0.021716688275337265,0.0010273603200912462,0.3108822390437126,0.1510311711579561,198.58430771636992,7.392155384877697e-05,47.2769482081756,0.039659257605671884,24.679099721834064,0.36364250332117076,0.009764970731805083,0.33835703,0.13249729408323763,0.002663866151124239,120000,0.19252800531685343,0.073290795,53.434723149985075,0.2604312129318714,56.15618133544922,0.18036114
0.61,0.021826964020729034,0.0010312217473983766,0.3104893632233143,0.15104152373969554,198.10171070098903,8.735415758565068e-05,47.2327266634241,0.03927273619920015,24.725503101944923,0.36342066973447795,0.009936271830927582,0.33781207,0.12214871260896353,0.002631437499076128,122000,0.1914010092616081,0.07261591,53.429194167256355,0.2596152804791926,56.48416519165039,0.18046814
0.62,0.021798619627952587,0.001029067397117617,0.3097806327044964,0.15104681104421616,197.2962511138919,0.00037422601599246264,47.18101944226342,0.038794969022274015,24.765539076179266,0.363015291839838,0.008957710747025003,0.33727655,0.12079082958400263,0.002686954103410244,124000,0.19063684456050395,0.07195752,53.42516405507922,0.25879617407917976,56.646820068359375,0.18058206
0.63,0.021919402599334684,0.001031692743301393,0.30874222293496134,0.15105223543941976,195.93618030548134,8.356710895895958e-05,47.12576594108821,0.03828986585140228,24.80430887080729,0.3626461215317249,0.012626901005161933,0.3366772,0.12567807451635601,0.0025876082945615053,126000,0.18955996334552763,0.071317144,53.42123359441757,0.2581173695623874,56.72147750854492,0.18073377
0.64,0.025668544292449958,0.00108204984664917,0.30545925423502923,0.151058629155159,190.15361663055447,6.908734212629497e-05,47.09005899741142,0.0379651284776628,24.851515097543597,0.3623357236385345,0.014766708162729623,0.33604193,0.1281902194693684,0.0025088374968618155,128000,0.18776539973914616,0.07068524,53.41707766056061,0.2576795123517511,56.7116813659668,0.18091783
0.65,0.0269776309728622,0.0010938894748687756,0.3013120748102665,0.151066192984581,185.21147062683093,0.00032665906473994255,47.0364823942496,0.03696059053763747,24.879414914175868,0.361984521150589,0.01973398535000164,0.33535993,0.14057017303258165,0.0024474416859447956,130000,0.1866955880075693,0.070049435,53.414185624569654,0.2569907948374746,56.78511047363281,0.1811144
0.66,0.025979631900787323,0.0011182907819747942,0.3001186169683933,0.1510732274502516,179.06225000762973,6.247014971449971e-05,46.981221716651426,0.035555406007915735,24.92744866758585,0.36163742616772643,0.018815842767013237,0.3347584,0.14097971232235382,0.0023830903228372335,132000,0.18580703288316708,0.06940759,53.410981595516205,0.25645836889743795,57.0401611328125,0.1813257
0.67,0.026588767170906018,0.0011021573543548652,0.30018790885806085,0.1510817252099514,174.9161481628414,8.070326293818653e-05,46.9282222432983,0.0339578709565103,24.973189644515514,0.3613812953233719,0.014686739063588928,0.33423716,0.13025949111580792,0.0023246004711836576,134000,0.18468997366726397,0.06876326,53.407819010317326,0.2558814264833926,57.4221076965332,0.18156825
0.68,0.026570238351821887,0.0010999536514282255,0.30027069300413134,0.15109031535685064,172.1299215774538,0.00010456836025696248,46.86819094930101,0.03261527754366398,25.012904638424516,0.36109317392110823,0.015516796846175495,0.3337301,0.12931322680413715,0.0023532297927886248,136000,0.1838840197771786,0.06811044,53.404901549220085,0.2553730681538582,57.68355178833008,0.18181948
0.69,0.026803169608116097,0.0011048021316528325,0.30031242296099664,0.15110071003437042,170.73322872161867,0.0003355244698468596,46.80429492568818,0.030936854938045145,25.04970678128302,0.36071837097406384,0.010392305086017602,0.33324555,0.1288625666350129,0.0023640405852347612,138000,0.18293625079095327,0.067453496,53.40169593691826,0.254889316111803,58.0310173034668,0.18206432
0.7,0.026573400974273707,0.0010883542299270597,0.30042037218809126,0.1511117432266474,171.31929026031497,8.039223030209541e-05,46.760442662922046,0.029301582742482422,25.07978896610439,0.36048723608255384,0.010099133674171739,0.33271715,0.12676803055405636,0.002344411564990878,140000,0.18201602697372432,0.066803016,53.399280458688736,0.2538660049438474,58.42639923095703,0.18230748
0.71,0.026842424035072268,0.0010882735252380341,0.2992377907037735,0.1511206541210413,171.63296096038835,0.00013484829105436802,46.73474108919379,0.028387222485616804,25.12043002061546,0.360427375882864,0.008136746509699163,0.33217478,0.1279729487150911,0.0023251408711075783,142000,0.18067212365567675,0.06616078,53.3967450261116,0.2533479489386082,58.851226806640625,0.18258654
0.72,0.02546343612670896,0.0010972493886947613,0.2983154356479645,0.15112973786890507,170.20570949554445,6.834722444182262e-05,46.68472206069818,0.02771950624883175,25.16662678681314,0.36037539094686505,0.012175075100152718,0.3316168,0.13675095873326132,0.002316849073395133,144000,0.17994519099593154,0.06551551,53.39412046596408,0.2526462644338608,59.306617736816406,0.18287668
0.73,0.027215684056282184,0.0010958608388900778,0.29754378497600553,0.1511408444494009,169.0628696975708,7.532622839789838e-05,46.62613444334813,0.026287470106035472,25.20334329456091,0.3603385142982006,0.012949663786217586,0.33104205,0.14012412366271063,0.0023218730930238962,146000,0.1788987390697002,0.064870425,53.3893633633852,0.25216550305485724,59.72047805786133,0.1831803
0.74,0.02595514714717866,0.0010991121530532875,0.2963618226349354,0.15115168280899524,169.72218023681657,9.737576328916475e-05,46.58105619804701,0.024980384297668932,25.242441100999713,0.36030540615320206,0.014492397207883215,0.3304201,0.1343273881226778,0.002307792892679572,148000,0.17817943990230556,0.06423048,53.38363070040941,0.25184444189071653,60.02803421020508,0.18349285
0.75,0.02688740968704223,0.0010953720808029148,0.2914073720574379,0.1511610694229603,167.47500341033975,0.000154685098095797,46.517371697523274,0.024055158253759146,25.34261699765921,0.3602696396410465,0.013328729430679231,0.32977268,0.12616296173632127,0.0022758084814995527,150000,0.1775515653192996,0.0635976,53.378986939787865,0.25126086473464965,60.24715805053711,0.1837877
0.76,0.02582879364490511,0.001101533412933347,0.2888504333794117,0.1511696070432663,166.34144481658916,0.0001971258461708203,46.44617330951785,0.023224231833592058,25.517996679991484,0.3602419711649418,0.011771063350024612,0.3290835,0.12678860018402346,0.002280303044244647,152000,0.17659736759960645,0.062975824,53.37444506585598,0.2503481395542621,60.575294494628906,0.184074
0.77,0.02575156283378599,0.0010963777303695651,0.28565473929047586,0.15117929726839066,166.82713066864122,7.098082278389484e-05,46.40063207635461,0.022653085365891456,25.582447089254856,0.36021444723010065,0.008151507783331917,0.32837155,0.11565592153742915,0.002304832683876157,154000,0.1757220104336738,0.062367756,53.36962370201945,0.2499095298349857,60.85304641723633,0.18437394
0.78,0.025961081981658952,0.0010907521247863765,0.28188958391547203,0.15118801444768906,168.81664908599828,7.772586104692891e-05,46.37055720950422,0.022277103457599878,25.64921914599836,0.3601868458092213,0.009229819894535446,0.32767597,0.11331790615990754,0.002306785201653838,156000,0.1749609816819428,0.061773058,53.36480317637324,0.2494612570852041,61.27716827392578,0.18469727
