train/epoch,train/mse,train/callback_time,eval/R_low,eval/sd_high,eval/D_low,train/sol_loss,eval/sd_low,train/time,eval/ci_range,eval/sd_mean,train/pde_loss,eval/R_high,eval/R_mean,eval/D_mean,train/theta_loss,eval/D_high,train/progress,train/gls_loss
26000,0.001332653220742941,0.0009956372976303095,0.5144984021782875,7.130705495364963,0.0005823326617246493,0.2885005892887714,3.9536637836135924,0.019957932829856886,57.83783721923828,5.283883445818598,0.06345089051593115,0.5470864355564118,0.5256591,0.00083264423,0.003148469841107726,0.0012389057228574525,0.13,138.25091108322147
28000,0.0016542596276849508,0.0010011044740676903,0.510043403506279,7.049694401212037,0.00047060622528078967,0.2690796331092713,3.2805725699290633,0.019901452422142037,57.08638000488281,4.87640657267184,0.0609442104208284,0.5462900042533875,0.52244323,0.0007579802,0.001870791777037084,0.001207946491194889,0.14,128.97707463455214
30000,0.0012475786497816443,0.001005793929100038,0.5058217525482178,7.018443930428475,0.0003846264313324355,0.2528277770578857,2.688522625248879,0.019996671438217147,57.057228088378906,4.488696437212639,0.06481835411302751,0.5453260615468025,0.5198121,0.0006921611,0.0004931340226903558,0.0011991969891823827,0.15,122.31552511215219
32000,0.001493675634264946,0.0010018111467361404,0.49889146238565446,6.979421630967407,0.00031414198892889547,0.2385068657547238,2.1528571320232004,0.019839670062065152,57.26630783081055,4.129912122696017,0.05839923899294808,0.5444178894162178,0.5167571,0.000632975,0.0003743790148291737,0.0011854460841277613,0.16,115.86180211639396
34000,0.001050226972438395,0.0010194410085678075,0.4942520625889301,6.93816237617284,0.00026760539549286477,0.21669884022325317,1.9046465662540868,0.020319977045059168,57.14059066772461,3.8210468619197075,0.055722051073797026,0.5430990427732467,0.513779,0.0005827637,0.00034625790431164205,0.0011749714467441663,0.17,108.10055156707772
36000,0.000948927307035774,0.0010265284776687655,0.49202618896961214,6.888882513158023,0.00023277099171536975,0.196953181445599,1.7857881437521428,0.020404109358787604,56.737674713134766,3.5702920532712596,0.04882762913173055,0.5420273691415787,0.51117015,0.0005402551,0.0003239729849155992,0.0011556314449990169,0.18,100.92979807281493
38000,0.001046562334522605,0.0010210230350494386,0.49061937928199767,6.811858166474842,0.00020841996993112844,0.18316076216846677,1.758607116062194,0.02035807192325582,56.26060104370117,3.3710638266186126,0.042974694015923985,0.5412664547562599,0.50899297,0.0005042032,0.00032040331279858947,0.0011345295119099294,0.19,95.93489892196682
40000,0.0008697551675140858,0.001023251295089722,0.4890419036149979,6.748527812305837,0.00018696186743909492,0.17484204834699624,1.6924820229178295,0.020339458465576173,55.70726013183594,3.205601629783632,0.03612117335689268,0.540559284389019,0.50707406,0.00047300587,0.00043990215635858476,0.001117316109593957,0.2,92.57757439041144
42000,0.001188120455481112,0.0010187169313430758,0.48664933517575265,6.72193720238283,0.00016992938071780372,0.1680177021324637,1.6322964569553733,0.020387689709663363,55.225379943847656,3.0641421817126684,0.030701030148891834,0.5398827016353607,0.5052824,0.00044580645,0.0008131609065458179,0.0011099120893049985,0.21,90.15837382888803
44000,0.0008265306823886931,0.0010174355506896977,0.48448025062680244,6.685505120549348,0.00015601301383867395,0.16300415779650182,1.5566455607768148,0.020421319365501435,54.67539978027344,2.940187874400484,0.02671424802904952,0.5391947075724601,0.5035932,0.00042189923,0.0020524763967841864,0.0011002481245668604,0.22,88.19980002975494
46000,0.0007771934033371508,0.001015717148780824,0.48200486972928047,6.603714916855094,0.00014674942904093768,0.1597396922037005,1.502732461085543,0.0203452912569046,54.15544509887695,2.8303593981500645,0.024966777167981482,0.5384913340210914,0.5019706,0.0004008557,0.00032988766906782985,0.0010819324583280828,0.23,87.14586765289334
48000,0.0007894101436249912,0.0010149486064910942,0.478968907892704,6.5768694621510795,0.00013865317778254392,0.15570597042888412,1.4357170060975477,0.020343797445297258,53.660945892333984,2.731436595902778,0.023593974552815776,0.5379826739430428,0.50035644,0.00038220893,0.001537049189209938,0.0010743579914560537,0.24,85.71967882919304
50000,0.0007341060554608703,0.0010131890773773177,0.47681263387203215,6.55547463102266,0.00013293261945364067,0.15096922011673444,1.4037603395991027,0.02030499720573427,53.17764663696289,2.643170706326297,0.021561564408475474,0.5375097066164016,0.4988069,0.0003656351,0.00015815648657735437,0.0010683340311516071,0.25,84.06172108459478
52000,0.0008688338566571474,0.001017139554023743,0.47446708381175995,6.515654036775231,0.00012744106898026074,0.14783878535032255,1.3793839782010764,0.0204057155847549,52.673282623291016,2.564356672719441,0.020625774969346783,0.5370275601744652,0.4972995,0.00035078038,0.00022563427046407014,0.001056822159443981,0.26,82.80980677413957
54000,0.000729526684153825,0.0010145158767700204,0.47175499349832534,6.484478327911347,0.000122566384379752,0.1449398533999919,1.3390652748057619,0.020432495355606047,52.18143081665039,2.492523200029288,0.020177644887007802,0.5365761682391167,0.49580792,0.0003373769,0.00011482796253403649,0.00104883844323922,0.27,81.20003012466401
56000,0.0007962328963913023,0.001024561285972595,0.4693605288863182,6.4560609520413,0.00011844431755889673,0.1421193739324803,1.2828925711801276,0.02053523826599126,51.72571563720703,2.425454048000069,0.01914330862066709,0.5360680237412453,0.49434423,0.00032522553,0.00013264305016491562,0.0010418684803880753,0.28,79.71185440826424
58000,0.0006875647814013064,0.001021153688430785,0.46727678254246713,6.4226009417325285,0.00011459202105470467,0.1401396031528711,1.2221066281199455,0.020431185960769663,51.3247184753418,2.3622180571087243,0.018778074524598204,0.5353892609477043,0.49292228,0.0003141448,0.00023579354456160218,0.0010330968594644218,0.29,78.29412706375115
60000,0.0007073715096339583,0.0010197780132293658,0.4651333339512348,6.378223106730729,0.00011074955546064302,0.13775086428597563,1.15766869566869,0.02041242957115168,50.95657730102539,2.301957338131615,0.01819472327851691,0.5348062336444854,0.49153242,0.00030397272,0.0003098643501289189,0.0010205238388152793,0.3,76.74871979522715
62000,0.0008554126834496856,0.0010180354118347185,0.4622172586619854,6.337250792421401,0.00010620808170642704,0.13612977362796624,1.0913895413978025,0.020424868583679236,50.6463623046875,2.244302741542924,0.018065465446328696,0.534367923438549,0.49013314,0.00029455216,0.0019098286284133792,0.00101093864068389,0.31,75.37171205902105
64000,0.0008607814670540392,0.0010206267833709787,0.4587175026535988,6.318221427500248,0.00010095879079017323,0.13375734069570908,1.0292682680301368,0.020479555964469928,50.360713958740234,2.1888999933170536,0.017730667692725553,0.5338421672582627,0.48868853,0.00028573954,0.0060151382349431515,0.0010067796305520463,0.32,73.78440201187126
66000,0.0008603838505223393,0.001021013736724854,0.45466239377856255,6.295016175135971,9.550603008392499e-05,0.1310281572118402,0.9745578747242689,0.020460062503814724,50.11845016479492,2.136057156500022,0.01700381348119119,0.5333978667855263,0.4871951,0.00027745805,0.0011098826071247458,0.001002222229726613,0.33,72.1135344886783
68000,0.0006895856349729002,0.0010160115957260113,0.4511413604021072,6.251627928577365,9.092324362427461e-05,0.1296210765503348,0.9461575478781015,0.02036797118186953,49.918827056884766,2.086308524691655,0.016790811863029425,0.5330579936504364,0.48567805,0.0002696614,0.00017372489674016833,0.0009918864758219571,0.34,70.88851989746067
70000,0.0006892987294122577,0.0010136386156082155,0.4482091061770916,6.210959644522519,8.636018119432265e-05,0.1266143754459917,0.9134616848314181,0.02037294209003451,49.74006271362305,2.0392170368297955,0.015361860629753208,0.5327588126063347,0.48416892,0.00026230532,0.0010199383832514286,0.0009832752955844628,0.35,69.1566745796207
72000,0.00059697829419747,0.0010139285326004042,0.4457065016031265,6.16674799239263,8.239514791057445e-05,0.1251561024114486,0.8835256041493267,0.020415235280990585,49.579925537109375,1.994442227115192,0.015009849196998394,0.5323673740029335,0.48267555,0.00025535203,0.000219141278648749,0.0009731096361065293,0.36,68.02816881942728
74000,0.0005957280518487096,0.0010127972364425664,0.44345126375555993,6.115114060230553,7.761631968605798e-05,0.12197995724156488,0.8341935041244142,0.02034606671333309,49.41551971435547,1.9511825711082633,0.014479082417208704,0.5318903684616089,0.48121145,0.00024874476,0.00017061890684999526,0.0009639084964874202,0.37,66.25581052970895
76000,0.0007723288144916296,0.001013538599014282,0.4417340733110905,6.061211088672281,7.351722360908753e-05,0.11963137412071186,0.7876133575337008,0.020250734806060825,49.26280975341797,1.9093840968281646,0.014071790468180606,0.5315273225307465,0.4797904,0.00024246151,0.000365482788765803,0.0009548431422444994,0.38,64.96250587654085
78000,0.0005968522164039314,0.0010095689296722422,0.4401533901691437,6.024587550200523,6.982786744629266e-05,0.1158363606929778,0.7525062319473363,0.020291380643844566,49.06856155395508,1.8692729308135438,0.01309972805599684,0.5310389414429665,0.47841707,0.00023648681,0.000138389048515819,0.0009498568935669029,0.39,63.05577557373031
80000,0.0005673757405020297,0.0010178499221801737,0.4387113071978092,6.004063680302353,6.67795617118827e-05,0.11505742394179082,0.720426048792433,0.02034556639194489,48.92556381225586,1.8307448951808813,0.014107824954437116,0.5306085705757141,0.477077,0.00023080142,0.0010160153033211827,0.0009448599666939117,0.4,62.29554595947269
82000,0.0005702419439330697,0.0010161014795303344,0.4367295950651169,5.958661914337429,6.356281810440123e-05,0.11263932022824871,0.6935098543181084,0.020294859886169376,48.75665283203125,1.7938900626144343,0.014068881718674662,0.5301147818565369,0.47575992,0.00022538153,0.0001533822505734861,0.0009386282865307299,0.41,60.92696302604684
84000,0.000545067130587995,0.0010179027318954485,0.43498909547924997,5.920951371081174,6.087185765863978e-05,0.11091493608430018,0.6756728689651936,0.02048062014579775,48.6025276184082,1.7587403653233196,0.014722477749921413,0.5297708541154862,0.47446844,0.00022021253,0.00014388725685421377,0.000932747454498895,0.42,59.71898100090022
86000,0.0005296460003592074,0.0010169373750686629,0.43312997445464135,5.876682896632702,5.8173489014734515e-05,0.10897121866792432,0.6554200415848754,0.020375806212425154,48.455265045166016,1.725126959431994,0.014715638138470228,0.5292430788278579,0.47320047,0.00021528291,0.0016314508393406868,0.0009278601850382985,0.43,58.430961467742875
88000,0.0005191024974919856,0.0010107156038284297,0.4317353330552578,5.842740228399631,5.6230391601275186e-05,0.10675868868455289,0.6357107689836994,0.0202279411554337,48.30440902709961,1.6928222945023341,0.014629178365925337,0.5288858592510224,0.4719657,0.00021058385,0.0005999022396281362,0.0009223689397913387,0.44,57.07685165023798
90000,0.0005670702666975558,0.0010118360519409146,0.4306675955653191,5.813949136063456,5.4608877053397006e-05,0.10334992406889826,0.612498821283225,0.02028595995903011,48.1257438659668,1.6617384604876861,0.013991583024733675,0.528400094807148,0.47077772,0.00020611596,0.1428738683462143,0.000917213235516101,0.45,55.42074997520451
92000,0.0005369760328903794,0.0010117975473403964,0.4297494128346443,5.78266319353133,5.361077483030385e-05,0.10160690583288665,0.5950719336397015,0.02040283560752866,47.984317779541016,1.6318423694974626,0.014555002855835476,0.5280550286173821,0.46962836,0.00020186914,6.358483369695023e-05,0.0009131991202593778,0.46,54.52769879150392
94000,0.0006921614985913038,0.0010112098455429088,0.4282655671238899,5.743257747963053,5.1500585868780036e-05,0.09956469983980071,0.5665743723511696,0.02026872408390055,47.918617248535156,1.6026887349348604,0.015350294683128613,0.5277806505560875,0.46849763,0.00019777729,0.0034881792962551117,0.000906457832024897,0.47,53.538230918884395
96000,0.0006372424541041255,0.0010137616395950334,0.4273461624979973,5.687822634354232,4.9228353236685504e-05,0.09582423015311359,0.5358455891837366,0.02032730448246006,47.9024658203125,1.5742320881775078,0.014737511877203348,0.527483594417572,0.46740276,0.00019384183,0.0003934370179194957,0.0009013055183459062,0.48,52.004827297210845
98000,0.00042703619692474604,0.0010113190412521396,0.42604520842432975,5.652932135853916,4.687109785663779e-05,0.09125558092072603,0.5024178419262171,0.020318264722824088,47.931793212890625,1.5464392534497444,0.013512687664013371,0.5271806016564368,0.46632507,0.00019005385,7.93709114077501e-05,0.0008945920024416398,0.49,50.278910757064764
100000,0.00044924431131221354,0.0010080329179763816,0.42444861978292464,5.627402092795817,4.5193376627139516e-05,0.0870956564433873,0.47680390052846633,0.02032784068584443,47.9453239440918,1.5193748128211155,0.012193031886592544,0.5269546434283257,0.46525893,0.00018640913,0.0007973023457452655,0.0008877648826455696,0.5,48.72336040878288
102000,0.0004107746353838593,0.0010169275999069216,0.4230849497020245,5.585186206735666,4.344893914094427e-05,0.08314323762804271,0.45283686777111143,0.02051287972927095,47.89311981201172,1.4930999189407264,0.011355959468404727,0.5266997963190079,0.4642114,0.00018290205,4.432314744917676e-05,0.0008813114633085193,0.51,47.273761426925645
104000,0.00039313649176619947,0.0010143940448760966,0.42157440483570097,5.54170202231034,4.193165732431225e-05,0.08152358157560227,0.4338323211413808,0.02058701455593107,47.840877532958984,1.4676235030644984,0.011123933215625574,0.5264545053243637,0.46316713,0.00017952334,4.831026672036387e-05,0.0008769190055318176,0.52,46.66027241897581
106000,0.00039096298860386014,0.001015161037445069,0.4194037437438965,5.512403196189549,4.0399515819444785e-05,0.07862526857852914,0.415612382494146,0.020446350097656302,47.74421310424805,1.4429867692815606,0.01015551183244679,0.5262047067284583,0.46212214,0.00017627268,5.119965135236271e-05,0.0008719976976863107,0.53,45.594197513580376
108000,0.00037752362550236285,0.0010136590003967272,0.4170465476810932,5.484210012946272,3.9141324123193044e-05,0.07782838344201447,0.40186333426390775,0.0206058374643326,47.65389633178711,1.4190979897674962,0.010418122834991689,0.5260292157530784,0.46105775,0.00017313295,4.587893272400834e-05,0.0008675607343320731,0.54,45.26298912048356
110000,0.0005562691949307919,0.0010184115171432508,0.4142444133758545,5.4665967705659515,3.751418971660314e-05,0.07632403671368974,0.3860584809444845,0.020649599790573157,47.5572624206543,1.3959387180867553,0.010203893321449845,0.5258244678378104,0.4599831,0.00017009831,9.64067003224045e-05,0.0008643266628496349,0.55,44.65758346939091
112000,0.0004119675431866199,0.0010147124528884848,0.41179728135466576,5.443765816744415,3.604133962653577e-05,0.07485436870530231,0.3718739695614204,0.020608834743499737,47.46181869506836,1.3735024011358568,0.010070138429757222,0.52561477124691,0.45890158,0.00016716537,0.00015266115951817483,0.000861423960304819,0.56,44.023904754638764
114000,0.0006338400999084115,0.0010199484825134323,0.40945385545492174,5.382518214173613,3.476635747574619e-05,0.07381606541201477,0.3599296891479753,0.02065975916385646,47.3767204284668,1.3517780034168763,0.010480517609161338,0.525368583202362,0.45781916,0.00016433025,0.001077807042747736,0.0008579301123972981,0.57,43.547824150085326
116000,0.00037780258571729064,0.0010205516815185553,0.4073930598795414,5.339352402370414,3.356985698701465e-05,0.07236702417582248,0.349406867462676,0.020596747040748663,47.29118728637695,1.3307514365915267,0.010295916431699864,0.5251875653862953,0.45674354,0.00016158893,0.0001003807337838225,0.0008519037728547111,0.58,42.89253063201908
118000,0.0003516111464705318,0.001026950120925904,0.40572588741779325,5.306195805314926,3.2434199783892834e-05,0.07179785319417718,0.3398952008865308,0.020685825467109682,47.21333312988281,1.3103778327019928,0.010634077672380955,0.5250157520174981,0.4556812,0.0001589371,0.0003275704802945256,0.0008474386922898689,0.59,42.51880081558235
120000,0.00034036210854537785,0.0010241461992263824,0.40433987975120544,5.284482892602681,3.135342631139792e-05,0.07001491816714407,0.3295773043646477,0.020684399962425278,47.12942886352539,1.2906015877955361,0.01044565963675266,0.5248535081744194,0.4546359,0.00015637069,5.3956602641846985e-05,0.0008431729540461674,0.6,41.702844152450545
122000,0.0003627960686571896,0.0010249010324478146,0.4031212694942951,5.262087949085981,3.0362165625774653e-05,0.06841050883941364,0.31884086565696634,0.02072077202796933,47.03601837158203,1.2713958233644542,0.010314243699191093,0.5246817305684089,0.45360857,0.00015388694,0.00015075500414241105,0.0008398877820582129,0.61,40.98051607704174
124000,0.0004300193686503917,0.001022188663482665,0.4020248331129551,5.244905641302466,2.952891068161989e-05,0.06680509591661404,0.309252933220705,0.020609016299247735,46.93798065185547,1.252771076551793,0.010115763730718758,0.5245192930102348,0.45259863,0.00015148433,0.0005122928414493799,0.0008363873188500288,0.62,40.291065732955936
126000,0.0003379776608198881,0.001024325847625732,0.40091403275728227,5.223801778629421,2.887600867325091e-05,0.06430219839699548,0.3019645737367682,0.02066653358936304,46.8068962097168,1.2347672929913729,0.009902546383789767,0.5243751838803291,0.45161,0.0001491653,0.0017272341065108776,0.0008328843803610652,0.63,39.26770529556274
128000,0.0003385227173566818,0.0010269728899002047,0.4002156652510166,5.2106148563325405,2.8680297191385762e-05,0.06317805153690283,0.2992397356138099,0.02072747910022734,46.66089630126953,1.2174508076026944,0.008149332857923587,0.5241840198636054,0.4506394,0.00014693777,2.5331441065645777e-05,0.0008299743320094421,0.64,38.753620344162144
130000,0.00032067621941678226,0.0010245903730392448,0.39853890165686606,5.198516324162483,2.84119026218832e-05,0.06313716537877945,0.2964948216686025,0.02068714737892153,46.52805709838867,1.2006123152008512,0.009294138984172579,0.524031774699688,0.44966552,0.00014477478,0.00014883308904245496,0.0008272476436104622,0.65,38.61731019592296
132000,0.00033220514887943864,0.0010282963514327975,0.39695165306329727,5.186621693428604,2.793239132188319e-05,0.061860080633312664,0.29072532706777565,0.02079726111888891,46.390159606933594,1.1842921480752662,0.008984505723812632,0.523864209651947,0.44870317,0.00014268151,0.007925361394882202,0.0008252911866293286,0.66,38.06138599014273
134000,0.0003157438477501273,0.0010295594930648812,0.3960490174591541,5.169660248793661,2.7778361072705593e-05,0.060089707266539304,0.2888470051402692,0.020771720051765447,46.216819763183594,1.1687112866958047,0.00664471884060185,0.5237569719552994,0.447783,0.00014068553,5.604208490694873e-05,0.0008235243207309394,0.67,37.37967559623721
136000,0.00031412721727974713,0.001030594587326049,0.39516343027353285,5.15377029078081,2.7778361072705593e-05,0.06012928713858119,0.28828336726292036,0.020744978427887025,46.05821228027344,1.1535705019379183,0.008190278532449186,0.5236144050955772,0.44684818,0.0001387464,0.00024353378103114665,0.0008202283992432048,0.68,37.37204209899894
138000,0.00031122335349209607,0.0010289345979690532,0.393709447234869,5.142296070698648,2.765268718576408e-05,0.05949292832426734,0.28691341867670417,0.02072663414478307,45.89957809448242,1.1389290503723453,0.007475190907134692,0.5234807550907135,0.4459356,0.00013687207,3.799538899329491e-05,0.0008162924976204516,0.69,37.057964761733885
140000,0.00031094648875296116,0.0010280560255050662,0.3924605704843998,5.12734861113131,2.7571474720389234e-05,0.05905038205720481,0.2861714478058275,0.020642108440399123,45.742671966552734,1.124713057805396,0.008066401306423337,0.5233781993389129,0.4450201,0.00013505237,3.681742600747384e-05,0.0008126225380692624,0.7,36.87360010337827
142000,0.00031988805858418345,0.0010271521806716963,0.39102761149406434,5.107912688981741,2.740365562203806e-05,0.05882214992120869,0.2841427565726917,0.020564326882362448,45.60047912597656,1.110843335054328,0.008191244534566036,0.5232500210404396,0.4441085,0.00013327709,0.0009196408209390938,0.0008091234820312817,0.71,36.705610565185644
144000,0.00030413336935453117,0.0010274533033370974,0.38951755464077,5.095422849990427,2.6793417146109277e-05,0.05824901561811561,0.2789209633192513,0.020592473030090295,45.46202850341797,1.0973371909199012,0.008201496105990377,0.523143146932125,0.44320196,0.0001315485,0.0002547134645283222,0.0008020772176678259,0.72,36.43833407211297
146000,0.0003077098517678678,0.001030316948890685,0.38797434121370317,5.0830287276767185,2.614863678900292e-05,0.0576129633095115,0.27381381660234183,0.020656406402587882,45.31853103637695,1.0842193113203393,0.007886669522849868,0.5230427056550979,0.44230062,0.00012986935,6.962952465983108e-05,0.0007969365266035308,0.73,36.16311771965011
148000,0.0002995224203914404,0.001032139301300049,0.38665671050548556,5.05697326734662,2.5777197106435778e-05,0.0572070759255439,0.270990560966311,0.020756083011627256,45.17809295654297,1.0714443438096168,0.008240886930492707,0.5228979110717773,0.44139865,0.0001282334,3.003789061040152e-05,0.0007909193067462169,0.74,35.988345348358216
150000,0.00029987021116539836,0.0010320990085601854,0.3847761832177639,5.031058925669639,2.5229159246009657e-05,0.05685948287509382,0.26704249103204347,0.020693939685821495,45.037818908691406,1.0590015081176087,0.008170396349974933,0.5228198170661926,0.44049957,0.00012663881,6.824049341958016e-05,0.0007847007116652088,0.75,35.81362775039651
152000,0.0002994684036821127,0.0010334417819976795,0.3832015939056873,5.012078152503817,2.4662076612003148e-05,0.05639502523280692,0.2631605246278923,0.02073547303676606,44.900875091552734,1.046883444676606,0.008345995075302187,0.5227144509553909,0.43960345,0.0001250847,9.791732736630365e-05,0.0007806063178577456,0.76,35.60397065734859
154000,0.0003044154145754874,0.001030179262161255,0.3816416099667549,4.997931211255491,2.4159920940292068e-05,0.05599148106016207,0.25988930647145025,0.020741547703742896,44.76622009277344,1.035074123375573,0.00827355686656666,0.5226309850811958,0.43871185,0.00012356952,8.580512803746387e-05,0.0007772422293783165,0.77,35.423920894622675
156000,0.0002953109215013683,0.0010274866819381739,0.3802255176007748,4.977044463157647,2.3668900166740058e-05,0.055683328626677464,0.25638085207901895,0.02069869887828829,44.63032150268555,1.0235591959820287,0.008441630279179652,0.5225347027182579,0.43782365,0.00012209185,3.0129893275443465e-05,0.0007746085830149233,0.78,35.28231710052491
158000,0.0003098704037256539,0.001028908848762512,0.3786291033029556,4.952667653560632,2.31954214086727e-05,0.055192522846162266,0.2528753590013366,0.02069639873504641,44.495460510253906,1.0123244239438318,0.008441121382405948,0.5224639669060707,0.4369408,0.00012065019,0.0003122094494756311,0.0007699181791394937,0.79,35.0775001659394
160000,0.0002915013174060732,0.0010347262620925906,0.3772325851023197,4.928886808920643,2.2732944808012688e-05,0.05483770582079867,0.24930552899604663,0.02073111259937292,44.36009216308594,1.0013597824632599,0.008370790266199024,0.5223861023783684,0.43606365,0.00011924332,3.1761454010847956e-05,0.0007644745637662704,0.8,34.93272924232492
162000,0.0003046566271223128,0.001034483194351197,0.37595480903983114,4.90671647712588,2.2280902703641915e-05,0.05450588460080313,0.24567297659814358,0.020688590884208696,44.22702407836914,0.9906539479574938,0.00832116624910852,0.5222985789179801,0.43519267,0.00011786997,0.00015912464004941285,0.0007597713134600777,0.81,34.79335100555427
164000,0.0002941755810752511,0.001031598806381223,0.3745695285499096,4.886165854986753,2.187192358178436e-05,0.05408451059274372,0.24238510268332902,0.020698422074317886,44.095211029052734,0.9802001368341533,0.008456354677560722,0.5222033843398094,0.43432948,0.000116528965,6.217459304025397e-05,0.0007565736494143493,0.82,34.64083866882329
166000,0.00028633675538003445,0.001029740571975706,0.3733375214040279,4.870858252979813,2.1445485754156834e-05,0.053766615051776205,0.23892591998446733,0.02073167800903312,43.964866638183594,0.9699914161026579,0.00848096600279679,0.522079287469387,0.43347636,0.00011521912,0.00016634221537970006,0.0007526435700128784,0.83,34.51992480468758
168000,0.00028816674603149295,0.0010333837270736714,0.37241519913077353,4.85089315334335,2.1060299150121865e-05,0.053407904433086434,0.236090921680443,0.020777851462364206,43.838470458984375,0.960016193893377,0.008409334531053898,0.5219366103410721,0.43263203,0.00011393915,0.0006076663266867399,0.0007499305065721272,0.84,34.387080146789515
170000,0.0002838865329977125,0.0010331467390060445,0.3714208878576756,4.82779432786627,2.0673324888775825e-05,0.05304124786704771,0.23314820246014278,0.02078670525550838,43.71324157714844,0.9502659780346827,0.008329151612357227,0.521794556081295,0.43179777,0.00011268805,4.062329389853403e-05,0.0007460685214027757,0.85,34.2495157909392
172000,0.0002806165430229157,0.0010353616476058965,0.3704354986548424,4.787555476650594,2.0278920055716297e-05,0.05284459810331458,0.23014835605863482,0.020809197902679474,43.5900993347168,0.9407216100014346,0.008393767926259905,0.5216380581259727,0.43097255,0.00011146403,0.0005580881843343377,0.0007391734237899066,0.86,34.161492654800256
174000,0.00028364683385007083,0.0010410110950469973,0.3695447564125061,4.769537574611602,1.9858186215060412e-05,0.052547074789181386,0.2266565843456192,0.020871357560157858,43.470890045166016,0.931372309131956,0.008402515275753097,0.5214971661567688,0.43015626,0.00011026588,5.289172986522317e-05,0.0007348963146796446,0.87,34.04238943862908
