eval/M_high,eval/D_low,eval/R_high,train/time,train/progress,eval/sd_mean,train/gls_loss,train/epoch,eval/R_mean,eval/R_low,eval/ci_range,train/sol_loss,eval/sd_high,train/pde_loss,eval/M_low,train/mse,train/callback_time,eval/D_mean,eval/M_mean,eval/D_high,eval/sd_low,train/theta_loss
0.6060434997081718,0.848425529897213,0.4977805346250534,0.022405615639686672,0.1,46.900336023094134,1403.3193083190883,20000,0.48887768,0.4179759219288826,163.7338409423828,2.81869089303686,138.9942169189453,3.5854440616209295,0.4051067717373371,0.01822710317471047,0.001061606752872462,2.9759843,0.51642394,4.48672069311142,14.547722623683512,0.0008767928229644895
0.4476668670773506,1.2468745291233063,0.5122640803456306,0.02250835402011852,0.2,139.89859784319998,1463.613479638672,40000,0.4985783,0.48046413958072665,55.908878326416016,0.1914596234153945,145.00269256532192,0.029708594992850272,0.4022005654871464,0.018960076952539456,0.001056082808971399,1.4743,0.4228609,1.7166875958442687,133.46574157476425,0.0004408720415085554
0.4618733413517475,1.250105196237564,0.5220398232340813,0.02183902565240864,0.3,133.97861146964132,1367.5740084838922,60000,0.5026516,0.48137068301439284,54.539268493652344,0.1683576944798233,144.4454099982977,0.021999887471086957,0.4026002578437328,0.017871053426526198,0.0010294543862342767,1.6173716,0.43292183,1.9926267862319946,121.59719690680504,0.00016693296493031085
0.46116320639848707,1.2536453276872634,0.5213784039020538,0.021818802475929405,0.4,130.50379928797483,1340.4050780578498,80000,0.50326425,0.48261544331908224,60.26072311401367,0.1886158489599826,144.1571220755577,0.019159687260771288,0.40288328006863594,0.01742971199816074,0.001032743489742286,1.7050112,0.43823922,2.041665196418762,118.00728738307953,0.00010105004184879363
0.4798821657896042,1.2582271844148636,0.520874698460102,0.021490036523342596,0.5,129.2400821471587,1363.8313586914185,100000,0.4984751,0.46704291254282,66.07722473144531,0.17521510635987214,143.91842372715473,0.01681733657422014,0.4031499207019806,0.0177403743389062,0.0010177792549133356,1.7964993,0.44335854,2.504601848125457,118.60565263777971,0.00010367455979576334
0.47937629893422123,1.2730811804533004,0.5204735428094864,0.02088762465715408,0.6,128.15112157844007,1315.3198655578665,120000,0.49526644,0.46746822968125346,69.91746520996094,0.17097289237528948,143.647276237607,0.03055744258493659,0.4036950536072254,0.017208907063119026,0.0009849041104316653,1.8412727,0.4458643,2.4920063972473145,119.48357578366995,8.88964714249596e-05
0.4899408295750618,1.2879758447408676,0.5201022788882256,0.02102765725851038,0.7,126.70965412048002,1310.551083599845,140000,0.49237958,0.467744966596365,73.61925506591797,0.16930909199491082,143.38345676660538,0.021688322490244206,0.404704213142395,0.017309036528691542,0.0009871312618255732,1.9196718,0.45081094,2.52997744679451,116.07967354357243,6.631483847741038e-05
0.48932638987898824,1.309000888466835,0.5198056772351265,0.02110700974464422,0.8,125.8294101282422,1249.8512639038045,160000,0.49282038,0.4679636061191559,78.36634063720703,0.1860792541764681,143.08109618723392,0.030983702817861804,0.40679755210876467,0.016486953070946074,0.0009953731894493077,1.9622006,0.45428342,2.525485563278198,116.17419924587011,3.8003599911462516e-05
0.4954368814826012,1.333730474114418,0.5194599360227585,0.021177607870101936,0.9,126.04416952277533,1240.4820611816403,180000,0.49409336,0.46823158785700797,79.19338989257812,0.1557288616590199,142.75427646934986,0.014583363714441692,0.408999715000391,0.016383864650782145,0.0009982291817665105,2.005834,0.4576361,2.585799312591553,116.28862861543894,9.842703002505004e-05
0.5086247354745865,1.353418728709221,0.5190321311354638,0.02116904225349434,1.0,126.03001103459133,1264.3653530090226,200000,0.49330422,0.46847603693604467,83.91136169433594,0.16421084034517172,142.44604744017124,0.01657245164846541,0.40988400802016256,0.016692284879647093,0.0009974837303161545,2.0806386,0.46235546,2.8693069517612457,116.3969486951828,4.281389556126669e-05
