train/theta_loss,train/epoch,eval/D_high,eval/R_low,train/sol_loss,train/callback_time,train/progress,eval/R_mean,train/gls_loss,eval/sd_low,eval/sd_high,train/mse,train/pde_loss,eval/sd_mean,eval/ci_range,eval/R_high,train/time,eval/D_mean,eval/D_low
0.005371334962546825,20000,0.07910024598240814,0.3870120458304882,3.425287623026985,0.001025670659542089,0.1,0.49623188,1592.0643122131273,5.507308396045119,141.39591455459595,0.02079067154931839,7.2407000835733655,34.80949259498156,188.7818603515625,0.5373409390449524,0.020854272532462963,0.062153447,0.0394930399954319
0.00024142084293998778,40000,0.050489254482090476,0.5072351679205894,0.1800097842842337,0.000993610632419587,0.2,0.5197375,1710.6168624450654,136.97939589619637,149.83495026826859,0.022604923122562508,0.012292300123593322,143.42400491461157,62.434993743896484,0.530601280927658,0.020099099707603287,0.047024306,0.0447120956145227
0.00018473656382411718,60000,0.05303251696750522,0.49718647450208664,0.18474649059549042,0.0010036119937896636,0.3,0.5123708,1637.7790103393652,137.71267794072628,152.28341706097126,0.02152121042273935,0.010460261543595781,144.6150908280164,74.68650817871094,0.529825009405613,0.020465240240097073,0.049394898,0.04486203119158745
0.00022418922162614763,80000,0.052953910548239946,0.4978682518005371,0.17436361720859858,0.0010083284020423865,0.4,0.51376295,1592.1471960754407,135.47125458717346,153.012166172266,0.021363956473767865,0.008964044416020616,144.01646548857292,78.05042266845703,0.5292628198862076,0.02061354751586941,0.04987135,0.045007025636732576
0.00017010483134072274,100000,0.053407929837703705,0.4988237589597702,0.16871319227777395,0.00101198025941849,0.5,0.51791537,1570.1721397399792,134.6060175448656,152.59233191609383,0.02099220703365289,0.01154801800966945,142.77123771235347,80.92586517333984,0.538623183965683,0.020674795472622055,0.05049736,0.045077770762145516
9.750286699272692e-05,120000,0.05455851787701249,0.49962644651532173,0.17997202583029934,0.0010110331058502198,0.6,0.51821244,1546.0750157409623,133.16882327198982,152.2599332034588,0.02047860453678294,0.011973649606411323,141.52915035396813,80.54238891601562,0.5385775446891785,0.020622858119010948,0.05117976,0.04515251107513905
8.409808651776984e-05,140000,0.054956313129514454,0.5004748478531837,0.18170276467129595,0.0010125233530998182,0.7,0.51703733,1494.5980664734032,133.31618756055832,151.93113274872303,0.01972247414607552,0.013975921078934262,141.44677577540278,80.95893859863281,0.5383077263832092,0.020643288207054196,0.05170697,0.045226352754980326
0.0001511499285697937,160000,0.054925177432596686,0.5009300112724304,0.19422601641118406,0.0010145450592041001,0.8,0.5187511,1462.8824151000838,133.4883201867342,151.6870904713869,0.01935464481832478,0.013302290188043858,141.67372177935073,81.44648742675781,0.5382966428995133,0.020615042638778783,0.051961858,0.0452947405166924
0.00011016200005542487,180000,0.05502343950793147,0.5013580188155174,0.17128163096234283,0.0010157065629959165,0.9,0.5199897,1466.114082379149,132.41995237767696,151.43102072179317,0.019335251604951923,0.01617499263824428,140.80695302728563,86.00792694091797,0.5381328493356705,0.020688283574580982,0.052241515,0.045370207726955415
6.27565968898125e-05,200000,0.05500385211780667,0.5017345383763313,0.1671751624591651,0.0010181389093398858,1.0,0.52097136,1487.3635712219163,131.4473569393158,151.2282881885767,0.01961536270910886,0.00857307559360045,140.09973861368167,87.50509643554688,0.5379804074764252,0.02073497389554977,0.052340094,0.045433121547102925
