eval/sd_low,eval/R_mean,train/time,train/epoch,eval/sd_mean,eval/D_mean,eval/D_high,train/gls_loss,train/sol_loss,eval/R_high,eval/ci_range,train/progress,eval/sd_high,train/callback_time,eval/M_mean,train/mse,eval/D_low,train/theta_loss,train/pde_loss,eval/R_low,eval/M_low,eval/M_high
7.110800291411579,0.5862746,0.023953580498695344,2000,27.458818248473108,1.0431931,1.2770652115345,1623.6322953796443,4.752960712313639,0.63724365234375,253.41249084472656,0.01,147.9613997042176,0.0010584219694137551,0.5005716,0.007841093465685844,0.9083573698997498,0.1269955039024353,0.9141103901565041,0.47789885103702545,0.440452478826046,0.8100340589880942
4.785135050769895,0.6133213,0.022631270766258208,4000,5.5140666528604925,1.6268735,1.812377381324768,538.7849238739004,1.2038953299224355,0.6429665744304657,83.24313354492188,0.02,6.877096847165376,0.0009757834672927893,0.49305123,0.004924390465021133,1.3143101006746292,0.040903739631175995,0.26302396518737103,0.5742166101932525,0.46210377514362333,0.5187120467424392
3.596787335118279,0.5726793,0.023329247236251915,6000,4.090280848671682,1.7423238,1.840089777112007,340.5537146606441,0.7538644795417786,0.5846047878265381,61.02583312988281,0.03,4.740739718545228,0.001038443446159368,0.52229285,0.003102542832493782,1.5334740668535232,0.028810536488890648,0.29157529013231476,0.5629909828305244,0.5129064068198204,0.5285440355539321
3.4573933051433414,0.5708533,0.023278676986694405,8000,3.5324699468910694,1.2583828,1.4989592403173446,258.24391139221177,0.5652540093660353,0.5750583872199059,54.802024841308594,0.04,3.6653918214142323,0.0009956939220428463,0.5014052,0.003686164505779743,1.0519381701946258,0.05425962433218956,0.2291256446782499,0.5640844851732254,0.48554938063025477,0.5181086078286171
3.728633129503578,0.5689238,0.023292003154754697,10000,4.241768411011435,0.91454226,1.0354224920272828,251.8476927261355,0.558606476083399,0.5744215086102485,66.28533935546875,0.05,4.725705191958696,0.0009967970848083526,0.47284716,0.0031385798938572407,0.8103845074772835,0.005980559624731541,0.20736596030928206,0.5637771308422088,0.46178451403975485,0.48516964688897135
4.73883964587003,0.5526071,0.0233073118925094,12000,5.325148121220991,0.7304492,0.8010379776358604,264.49262309265134,0.5975007274001833,0.5652657821774483,78.43268585205078,0.06,5.9320876840502015,0.000988337516784664,0.45284557,0.0041625844314694405,0.668670828640461,0.0055346242152154446,0.22264647422172132,0.5381547898054123,0.44493415802717207,0.4617925681173801
5.969680438283831,0.5252836,0.023064908266067493,14000,6.686969425762072,0.6218809,0.6633251175284386,274.8596637115483,0.6267709131240854,0.539668108522892,86.04672241210938,0.07,7.482797431293875,0.0009991880655288686,0.43947417,0.0034934687428176403,0.5842751041054726,0.008325374685227871,0.22340366853587348,0.512604832649231,0.43480334579944613,0.4455607943236828
7.565550168510526,0.49587673,0.02279814720153807,16000,8.264308098936453,0.55535805,0.5813109412789345,271.23062055969183,0.6207525338828547,0.5139161586761475,87.77276611328125,0.08,8.739190711639822,0.0009901069402694718,0.43250299,0.0029082526452839375,0.5326289296150207,0.013667657971382141,0.21655901399161664,0.47825985699892043,0.42997382283210756,0.4358427353203297
8.727244893088937,0.45700318,0.022781519651412976,18000,9.162577870767564,0.5196401,0.5321025267243386,265.7815064010607,0.6097953108549126,0.47647182568907737,87.28755187988281,0.09,9.556805924512446,0.0009924874305725123,0.43444216,0.0028558692429214716,0.5102706655859948,0.0037725460715591908,0.20225161317177143,0.43629170283675195,0.43051479682326316,0.439863071590662
9.718615747988224,0.40837663,0.022631588459014883,20000,10.763246383983642,0.526385,0.5478638663887978,255.7904585418697,0.5794290597736833,0.43400602117180825,91.10484313964844,0.1,11.804600153118372,0.0009832656383514447,0.45218572,0.006379441823810339,0.5114434748888016,0.0009839563863351941,0.18868762976117404,0.3843560181558132,0.4390389762818813,0.4651764012873173
