eval/R_low,eval/sd_low,train/gls_loss,train/epoch,eval/R_mean,eval/M_mean,train/pde_loss,eval/D_mean,train/callback_time,train/progress,eval/sd_high,train/mse,eval/R_high,eval/sd_mean,train/sol_loss,eval/ci_range,train/theta_loss,eval/D_low,eval/D_high,eval/M_high,train/time,eval/M_low
0.5074656426906585,7.9003161285072565,232.14378076934815,22000,0.5131731,0.43025836,0.10825097601208816,0.68901944,0.0009851862192153974,0.11,9.164151456207037,0.0023708180524408817,0.5169255748391152,8.348568585235626,0.5076565293520686,66.08462524414062,0.0014629021752625704,0.5658726826310158,0.8270007357001304,0.45128835588693617,0.020612387657165523,0.4087673410773277
0.5087119296193123,7.843894301913679,208.36809571838364,24000,0.5156931,0.40974447,0.0672492946297863,0.581844,0.000995598196983335,0.12,9.063928993418813,0.0024768109433352947,0.5208924263715744,8.199473244254477,0.4376784325987103,58.096187591552734,0.0009827885078266263,0.411946315318346,0.8202651008963585,0.4502351850271225,0.0211130572557449,0.37374424636363984
0.5093883857131004,7.855890179052949,199.77086910247814,26000,0.51776475,0.39271647,0.05726603835681448,0.5065779,0.0010054483413696241,0.13,11.71169695444405,0.002251019235700369,0.5237261444330216,8.846417832110697,0.3976526381671436,53.6126708984375,0.000502728100400418,0.32102288231253623,0.8136741250753402,0.4494904547929764,0.02107883012294772,0.3476927846670151
0.5098704174160957,7.8648712718859315,195.81977698516837,28000,0.51844424,0.37803224,0.0512911075418815,0.4504041,0.0010123937129974322,0.14,14.29285507183522,0.0022165265399962664,0.5236079573631287,9.906642285583075,0.3757118662744759,51.19757843017578,0.004139470402151346,0.25864244624972343,0.805199085175991,0.4485638365149498,0.021205443024635288,0.3250987872481346
0.5103120654821396,7.872229511849582,192.6450215530395,30000,0.51858467,0.3650801,0.04761036489158868,0.4067647,0.0010128740072250337,0.15,14.607634209096432,0.0020605679601430893,0.5234533607959747,10.820613743690775,0.36062316530942884,49.709224700927734,0.0004142214311286807,0.21794916354119778,0.7985867589712142,0.44746015742421147,0.020949904680252134,0.3062688559293747
0.5106614500284195,7.880462612956762,189.0798577804564,32000,0.5187794,0.3536251,0.04417056463379413,0.37216088,0.001023948311805725,0.16,14.657735079526901,0.002023415407165885,0.5233418494462967,11.41262811961739,0.34675212830305197,48.68364334106445,0.0004096945049241185,0.18954712375998498,0.7921805456280708,0.4463901691138744,0.02083335185050964,0.29094595909118653
0.5109329208731651,7.886780495755374,187.29578641510008,34000,0.51933235,0.343506,0.04308664293959739,0.34386334,0.0010280543565750124,0.17,14.949123747646809,0.0019958068151026964,0.523965622484684,11.88867731029833,0.33693215577304325,48.25709533691406,0.000592482159845531,0.16751618459820747,0.7838933125138282,0.44531521052122114,0.020812140941619876,0.2789622828364372
0.5112126782536507,7.891732314601541,185.32584866333013,36000,0.51983804,0.33436748,0.03861087082186705,0.320212,0.0010332107543945326,0.18,14.941864390857518,0.0019429902313277125,0.5244361817836761,12.186152145179221,0.33077532060444403,47.97025680541992,0.0046189287677407265,0.14938539639115334,0.773971189558506,0.4441891208291054,0.021272311806678754,0.2664801627397537
0.5114455327391625,7.89700064342469,183.446980682373,38000,0.520454,0.32613504,0.03202056900132445,0.30024275,0.0010388751029968256,0.19,16.607375722378492,0.0019454172579571605,0.5265026822686195,12.610301575338882,0.30899105347693023,47.40522766113281,0.0005738119361922145,0.13737189434468747,0.7679376155138014,0.4434279158711432,0.021386959910392744,0.2582318365573883
0.511641938984394,7.901326846331358,182.24104414367645,40000,0.52117133,0.318709,0.03088072581659079,0.28315994,0.0010424096584320084,0.2,17.139370227232575,0.0019486222881823778,0.5284410908818244,13.052343606227078,0.3000922000557177,47.05892562866211,0.00041689310455694795,0.1263918586075306,0.7590971410274497,0.44217600524425504,0.021536019086837815,0.24969640150666236
0.5118119552731514,7.905190228484571,180.38733267211953,42000,0.5217425,0.31186894,0.027688112410949522,0.26819897,0.0010391664505004935,0.21,18.8998534809798,0.0019011967815458775,0.52855866253376,13.533760273342274,0.285056241959333,46.728599548339844,0.00024544549523852766,0.11640940997749567,0.7500553801655764,0.44065965339541424,0.021467125773429928,0.24156076461076736
0.5119738340377807,7.91018137242645,179.4697869262692,44000,0.5221885,0.30549386,0.025211627355311038,0.2549485,0.0010336821079254164,0.22,21.409424301236868,0.0018989936215803027,0.5285668015480042,14.162661001493689,0.26946961750090065,46.331966400146484,0.00019985286053270102,0.10715741403400898,0.7412496522068973,0.43954381272196746,0.02154432773590085,0.23356586657464504
0.5121430605649948,7.913390616886318,178.72053476715126,46000,0.52248,0.2995128,0.025760679030558096,0.24311766,0.0010346947908401525,0.23,22.178476536646485,0.0020135752856731415,0.5285563468933105,14.773081764238528,0.26341485858708563,45.99055480957031,0.00020178448176011443,0.09984957203269004,0.7349259495735168,0.43811836168169976,0.021598723053932168,0.22660320736467837
0.5123760774731636,7.917442731559277,179.97194815063466,48000,0.5230652,0.29410768,0.023882096869172514,0.23263972,0.0010304987430572526,0.24,24.592039408162236,0.0019161012023687363,0.5310802921652794,15.435030907143041,0.24437591136246964,45.67947769165039,0.0007365204510279,0.09587774816900492,0.7284601092338555,0.43707779943943015,0.021553235411644035,0.22332118675112725
0.5125702500343323,7.920420984737575,179.52150077056885,50000,0.5238513,0.28921452,0.021896302240202215,0.22330128,0.001037835478782659,0.25,26.643058145418753,0.0018879086710512638,0.5351941227912903,16.167801818763838,0.2293541560843587,45.41641616821289,0.0001922168885357678,0.09189431760460139,0.7200139895081514,0.43583152592182145,0.02158858656883239,0.22049723230302334
0.5127733141183853,7.924755639396608,181.29275354003897,52000,0.5250049,0.28482178,0.025178077652119137,0.21491754,0.0010299586057663005,0.26,28.37111479602754,0.001919055008329451,0.5442771434783935,16.93035942532879,0.2136727631688121,45.339378356933594,0.00023557098757009953,0.08876484222710132,0.712797045707702,0.43478415459394454,0.021553434610366802,0.21852749437093735
0.5129280999302864,7.928440417163074,183.08768130493198,54000,0.52646625,0.28080872,0.024767695278860677,0.20731768,0.001030004501342772,0.27,30.263003055006266,0.0019017570884898305,0.5507898524403572,17.703443779514227,0.1994108303710815,45.49847412109375,0.00020276656141504645,0.0855577988550067,0.7042191311717036,0.43360745012760166,0.021527121663093545,0.21643140390515328
0.5130711033940315,7.933087251149118,181.02077309417768,56000,0.527993,0.27696875,0.022085818904684803,0.20031434,0.001029382705688477,0.28,31.668821536004547,0.0018302256939932704,0.5541912391781807,18.467888222192414,0.19024828607589017,45.50666427612305,0.0001824583305278793,0.08090162612497806,0.6986626148223877,0.43252824023365977,0.021673887968063348,0.21168077662587165
0.5132200121879578,7.937408308498561,175.29467123413127,58000,0.5293312,0.27318573,0.021868306183954755,0.1937769,0.0010356435775756819,0.29,32.15279001742602,0.0018104927148669958,0.5543781518936157,19.176458545384538,0.17550701135396934,45.43155288696289,0.0001540450903121382,0.07576942592859268,0.6910539776086807,0.4314145036041737,0.021534964919090252,0.204998866468668
0.513342198729515,7.941068289801478,172.6819043960569,60000,0.53045833,0.26945618,0.01851260066218674,0.18766984,0.0010372318029403733,0.3,33.65099569782615,0.0018584689823910594,0.5544794335961342,19.90348609011853,0.1576764008402828,45.43628692626953,0.00019881267508026212,0.0715474097058177,0.6841979876160629,0.4298791959881783,0.0215708948373795,0.19845489524304866
0.5135170444846153,7.947104307822883,173.10939373016336,62000,0.53187656,0.2659495,0.01393964036321265,0.18201074,0.0010336158275604228,0.31,34.98177686706185,0.0018078931607306004,0.5607183128595352,20.622397809300484,0.14969994959980254,45.39543151855469,0.00021737595670856535,0.06877799592912197,0.6764403864741327,0.4289146840572357,0.021528621912002548,0.19576803557574748
0.5137027695775032,7.952219760045409,171.02850043487518,64000,0.53319025,0.26277286,0.010974034977727556,0.17680025,0.001033661484718322,0.32,35.64696907997131,0.0018066781340166926,0.5615689605474472,21.29056244306478,0.14568902843445586,45.23870086669922,0.00017697624571155757,0.06747874282300473,0.6703574821352961,0.4276257462799549,0.021527233839035,0.19570806622505188
0.5138621747493743,7.959031034260988,172.14300178527841,66000,0.5343122,0.25986695,0.012255557257449238,0.17197551,0.0010361789464950577,0.33,35.65479042008519,0.0018252171576023102,0.5615237221121788,21.877323382220272,0.14512868060171666,45.285430908203125,0.0004349648079369217,0.06589874532073736,0.662456658482552,0.4263378158211708,0.021483756303787266,0.19566802270710468
0.5140068382024765,7.966043893247843,175.17228872680633,68000,0.5352826,0.25719133,0.013329173821373856,0.16746524,0.0010355964899063123,0.34,35.643738228827715,0.0018347405130043626,0.5614829078316689,22.38205616475898,0.15543051005899908,45.41226577758789,0.00013274406956043094,0.06401363331824542,0.6553465664386751,0.42530454918742183,0.02152376902103421,0.1955044526606798
0.5141563728451729,7.973058661445975,177.06608832550006,70000,0.53606725,0.2546758,0.012086365500115763,0.16326837,0.0010331494808197047,0.35,35.660438891500235,0.0019377432763576508,0.5614452660083771,22.884958869935943,0.1463208552300927,45.46364974975586,0.00013041077181696892,0.06270955763757229,0.6497141748666764,0.4241833291947842,0.02142856562137603,0.19450068548321725
0.5142884060740471,7.978953211568296,180.11662893676754,72000,0.5367666,0.25227132,0.015035186382941896,0.15933323,0.0010335489511489858,0.36,35.86508957669139,0.0019322797888889909,0.5613958612084389,23.38336604286451,0.1362129758857198,45.65518569946289,0.00021322316024452448,0.061294103227555755,0.6427141621708871,0.42293091341853145,0.021355091214180034,0.19252073504030703
0.5144096255302429,7.98401334322989,181.24396695709203,74000,0.537438,0.24993116,0.012756732045323588,0.15562461,0.001033427238464358,0.37,36.0175397247076,0.0018992620753124356,0.5613580942153931,23.8540907573662,0.1304809080883861,45.825958251953125,0.0001518618082627654,0.05950696347281337,0.6365479767322545,0.42213643416762353,0.021419062376022358,0.18967058546841145
0.5145427539944649,7.989311940036714,180.77854888915988,76000,0.5380421,0.2476312,0.01359673778759318,0.15213308,0.0010336929559707636,0.38,36.00936597213149,0.0019032005220651627,0.5613310068845749,24.270785306754988,0.13515838524699259,45.93345260620117,0.0002631273528095335,0.05809743078425526,0.6296324431896211,0.4212607301771641,0.021355553507804898,0.1860915221273899
0.514650508761406,7.995472871698439,180.3037203292845,78000,0.5388262,0.24540423,0.016275259457761454,0.14883032,0.0010321608781814545,0.39,36.52220303192735,0.001956190913915634,0.5618879139423371,24.69166326115775,0.12871707960963233,46.197731018066406,0.0001355054700979963,0.056860260851681235,0.6235259279608728,0.4200143113732338,0.021267928481101955,0.18417202942073346
0.5147575259208679,8.000589977018535,182.4764140014645,80000,0.53975344,0.24323621,0.01397241268353538,0.14565974,0.0010477069616317758,0.4,37.04358683899045,0.0019400091841816902,0.5655725285410881,25.111248768656516,0.1302535553649071,46.58192825317383,0.00016512638831045479,0.05450166715309024,0.617410331964493,0.41915080919861797,0.022186352849006687,0.18094393461942673
0.5148416325449944,8.006790606305003,184.31021440887466,82000,0.5407064,0.2410848,0.010278834780678167,0.14260915,0.0010714620351791398,0.41,37.639554776251316,0.0019429575186222792,0.5689527481794358,25.522960219569804,0.12046630015969244,46.98661422729492,0.00021645416563842446,0.05170203037559986,0.6114731952548027,0.4175062477588654,0.02443770217895497,0.17782378606498242
0.5149750992655754,8.014546614140272,181.66998139953563,84000,0.54161966,0.23893872,0.0061795142022892935,0.13970396,0.001070941686630252,0.42,38.19666961207986,0.0019488312536850572,0.5696893364191056,25.919735073846823,0.10463696156442165,47.184730529785156,0.00013207682059146464,0.04991087410598993,0.6057030394673347,0.41634476408362403,0.02461307919025416,0.1734519399702549
0.5150678634643555,8.022639411501586,181.5946857681276,86000,0.54245466,0.23687014,0.008345422249054537,0.13695069,0.0010653243064880392,0.43,38.1822275929153,0.002014159457758069,0.5702496409416199,26.274834696012974,0.10866691033169629,47.33294677734375,0.00014520803233608603,0.04916211273521185,0.600291068851948,0.4150731861591339,0.02475210118293759,0.1713547557592392
0.5152075216174126,8.033855655230582,178.59021118927004,88000,0.5431493,0.23482722,0.007590087477234184,0.1343102,0.0010668020248413102,0.44,38.185269478708506,0.0020411768928170204,0.5701892450451851,26.604081568616333,0.10182479849457748,47.40229034423828,0.00024101370945572853,0.047821820620447396,0.5934167340397832,0.41425734907388645,0.024449169635772726,0.16797807179391383
0.5153294801712036,8.04789459798485,179.45259834289567,90000,0.5439896,0.2328663,0.008826104706735357,0.13178165,0.001039729952812196,0.45,38.575214613229036,0.002079889876767993,0.571646374464035,26.946186886335322,0.09505128744244591,47.3527717590332,0.00012380931002553552,0.04616588624194264,0.5880076020956028,0.4133136540651321,0.022595884561538677,0.1666230272501707
0.5154362618923187,8.058949513360858,182.46280590820345,92000,0.5449735,0.23100844,0.012190715531702171,0.12936167,0.001029032826423645,0.46,38.66474004462361,0.002024675952270627,0.578401717543602,27.271206356099963,0.0988332357406615,47.49886703491211,0.00010699708218453452,0.045343408826738596,0.5830195739865298,0.4122523032128811,0.021292115569114638,0.16608406491577626
0.515543220937252,8.070222986862063,181.06583814239406,94000,0.5459841,0.22919272,0.008501719255466037,0.12703589,0.0010304349660873418,0.47,38.67740202695131,0.002014125231653452,0.5809346660971642,27.571398784614143,0.10556957667693503,47.569557189941406,0.00016669656906742603,0.04353909660130739,0.575462272763251,0.4111890889704227,0.021468996047973643,0.1644778147339821
0.5156364887952805,8.08033812791109,179.92149643707296,96000,0.54708266,0.22738543,0.014288221248541974,0.12479409,0.0010295330286026012,0.48,38.70529681444168,0.002004333073273301,0.5847427189350127,27.852739993023295,0.10180559747293598,47.617305755615234,0.0003912616812158376,0.04286856967955828,0.5703220158815381,0.41015084013342834,0.021586416602134745,0.1624045968055725
0.5157646387815475,8.090761653147638,182.1060655899044,98000,0.5482256,0.22558439,0.00994346010102893,0.12261558,0.001029793620109553,0.49,38.70156891644001,0.002110919216647744,0.5909740701317787,28.116069928844436,0.10258200047537676,47.73543930053711,0.0026786858215928078,0.04052457679063082,0.5657916530966753,0.4087661519646644,0.021524743080139106,0.15813955403864383
0.5158803448081016,8.098056120797992,185.11704273223882,100000,0.5493195,0.22384104,0.009670932209235664,0.12051531,0.0010324977636337268,0.5,38.82470913231373,0.0020305542275309563,0.5919508442282677,28.391605648054973,0.09960101646557463,48.124820709228516,0.00017834760365076363,0.039190259948372844,0.5611658930778495,0.4079866617918013,0.021773738026618968,0.15639520138502122
0.5159783065319061,8.107402781024575,185.03649500274645,102000,0.5503673,0.22214644,0.008584229370113506,0.11848785,0.0010300413370132441,0.51,38.88881579041481,0.0020100234542042017,0.5925820156931877,28.642755292157258,0.11135329058393832,48.27819061279297,9.782386769074947e-05,0.03800138328224421,0.5542267471551883,0.4070173263549804,0.021534832715988148,0.15499300360679627
0.5160675048828125,8.115676674060524,181.7066757888788,104000,0.5513095,0.2205229,0.007081107500474888,0.11653358,0.0010327321290969826,0.52,38.89312241226435,0.0019983339589089155,0.5925648435950279,28.87042835419665,0.11898917959630495,48.372798919677734,9.860656427918002e-05,0.03691142108291388,0.550021329522132,0.4062147080898284,0.02163172674179069,0.15422506295144559
0.5161541238427162,8.125737449154258,180.4527676773076,106000,0.55228823,0.21895254,0.008930551122990439,0.114656,0.0010373816490173355,0.53,38.88881579041481,0.001998943742364645,0.5932385385036468,29.06798806893206,0.12382173779606805,48.52214813232422,0.0001109592558350414,0.03621733291074634,0.5449372425675391,0.4044945344328878,0.021702722191810575,0.1536450657993555
0.5162434101104736,8.137595746666193,173.5723964157106,108000,0.553362,0.21738201,0.012931549254339139,0.1128411,0.0010353724956512454,0.54,38.885127287358046,0.0018907982157543302,0.5961208686232566,29.247263242136054,0.13196517230197835,48.62268829345703,0.00015797025116626173,0.035485928412526846,0.5409240603446946,0.4038899146020412,0.02165573203563692,0.15174090191721917
0.5163276642560959,8.145294664427638,165.0297013931279,110000,0.5544474,0.21581654,0.015548726354492837,0.11107653,0.00103779900074005,0.55,38.879951648414135,0.0018181942868977785,0.5998208180069924,29.36331296735443,0.14293352347612404,48.69859313964844,0.000113908332423307,0.03435398414731026,0.5353832468390458,0.4031557239592075,0.021662874817848253,0.14844838455319403
0.5164066344499588,8.152960147708654,161.58615930938686,112000,0.55565906,0.21429744,0.020779206019826257,0.109367475,0.001035900473594664,0.56,38.875877391546965,0.0017910836031660438,0.6044565960764885,29.472198420270022,0.13745567275583692,48.792694091796875,0.0001309137005591765,0.0328587144613266,0.529255437850952,0.4022745043039322,0.021572079658508398,0.14663349688053132
0.5164867147803307,8.163095847703516,158.66552265167226,114000,0.55694675,0.2128296,0.019430377926677508,0.10771712,0.0010377956628799462,0.57,38.87036954984069,0.0018710707081481814,0.6125076413154602,29.56189380192317,0.13677946046739847,48.930091857910156,0.0003644932294264436,0.03234433690086007,0.5255153402686115,0.4010251000523566,0.0216642698049545,0.14569057263433932
0.5165694281458855,8.174169948324561,156.472265052795,116000,0.5581995,0.21141432,0.019729535447899207,0.106114,0.0010411778688430794,0.58,38.86725381016731,0.0016954492311924696,0.6161619082093239,29.63140407987036,0.13927964968979387,49.00960922241211,7.384540367638692e-05,0.03149237437173724,0.5211092934012413,0.3998981684446334,0.021658694744110116,0.14528476670384408
0.5166359081864357,8.189380378462374,154.83574380493167,118000,0.5594725,0.21002436,0.019720288788899785,0.10456013,0.0010371527671813932,0.59,38.86467171832919,0.001677962252870202,0.6180058017373085,29.689204843548527,0.1433762977719305,49.11603546142578,0.0005059056566096842,0.03056412972509861,0.5171181336045261,0.39909460991621015,0.021765675187110933,0.14451757855713368
0.5167155385017395,8.203450171276927,152.19584494781478,120000,0.56067836,0.20869783,0.01804700473928821,0.10305661,0.001041098356246953,0.6,38.862214144319296,0.0016828461084514856,0.619720458984375,29.732829622537828,0.14579856374859815,49.19124221801758,0.0009073778055608273,0.02979207211174071,0.5124773904681205,0.39797183796763413,0.021623792886734036,0.14352833591401576
0.5168014720082283,8.216769201681018,150.38180198669394,122000,0.5618193,0.20745663,0.017682912133866902,0.101601325,0.0010431425571441652,0.61,38.85817527770996,0.0016588857397437096,0.6199341058731079,29.783352832862303,0.1441321635469796,49.257205963134766,0.000140153628308326,0.02927995752543211,0.5070709601044651,0.3971587516367435,0.021923189520835915,0.14354297406971456
0.5168837875127792,8.236178569495678,151.23839803314297,124000,0.5628974,0.20625865,0.015949296199600126,0.10019193,0.0010414812564849844,0.62,38.85471923276781,0.0017223709728568792,0.6199100628495217,29.841195015366583,0.1398125589787959,49.332889556884766,0.00011716399603756145,0.028747585974633692,0.5026755854487401,0.39597160965204237,0.021825626850128177,0.1435573983937502
0.5169654816389084,8.249446493573487,152.85825341796914,126000,0.5639942,0.20508878,0.01858112672215797,0.0988214,0.0010570496320724458,0.63,38.850896526128054,0.0017385206883773208,0.6207242861390114,29.893546839284202,0.14429758230596718,49.388973236083984,0.002709337044507265,0.028203718550503253,0.49873636066913596,0.3951681539416312,0.022313886880874555,0.14354931712150573
0.5170403644442558,8.25931413564831,153.74163276672368,128000,0.5650928,0.2039332,0.018748652067850338,0.097485825,0.0010746160745620731,0.64,38.8470683246851,0.0016321607399731874,0.6221747070550918,29.941012091990732,0.1507837131842973,49.48884582519531,7.171887409640476e-05,0.027477344498038292,0.49347815290093355,0.3943427845835683,0.022820566534996,0.1431597001850605
0.5170973718166352,8.270638226531446,149.8224138336178,130000,0.5661361,0.20280586,0.014098310225759607,0.09619135,0.0010817455053329385,0.65,38.843403570353985,0.0016625788994133472,0.622729018330574,29.992863537121394,0.14354508297890423,49.5060920715332,5.466092989081517e-05,0.026587355136871337,0.49025301635265334,0.3931924588978288,0.022998986124992384,0.1425499316304922
0.5171632394194603,8.287338400259614,151.53328659057672,132000,0.5671718,0.20171277,0.009346663886564787,0.09493889,0.0010762792825698875,0.66,38.839974626898766,0.00168707687407732,0.623537789285183,30.076862311809755,0.13173948332667407,49.5251350402832,0.0002560325083322823,0.026275077648460866,0.4861043810844414,0.3924453757703303,0.02288598096370691,0.14203313812613488
0.5172093093395234,8.303015981800854,151.21113861084058,134000,0.5681368,0.20065868,0.009996877715224414,0.09371974,0.0010717142820358269,0.67,38.83669003844261,0.0016655792715027928,0.6236528217792511,30.166259870182298,0.1279457874223586,49.554283142089844,5.4932279454078525e-05,0.026053066784515976,0.48275122791528696,0.3915740877389908,0.02267220473289502,0.14164705239236355
0.5172795161604882,8.319084625691175,150.57330290222154,136000,0.5690109,0.19962543,0.013066685937577864,0.09252704,0.001074228405952451,0.68,38.833650294691324,0.0017259585438296199,0.6236343413591385,30.281628512283625,0.11547899720072734,49.682594299316406,0.00015565674402751029,0.025478332256898283,0.4778760768473148,0.39050162732601157,0.02269844257831577,0.14131402634084225
0.5173286184668541,8.336034743115306,149.10742085266185,138000,0.5698091,0.19861692,0.016663292415323626,0.09136006,0.0010774048566818272,0.69,38.830120116472244,0.0016258674440905452,0.623616661131382,30.402904896274745,0.11127526917681121,49.83039855957031,5.9260884881950915e-05,0.024522924050688743,0.47460244297981236,0.38974900990724565,0.022716801166534465,0.14071927703917025
0.5173953130841256,8.356439881026745,146.48873036193856,140000,0.5705853,0.19761735,0.016290323200635615,0.09022373,0.0010738018751144391,0.7,38.82637992501259,0.0016337948618456721,0.6235988140106201,30.526953504471262,0.11022528087720268,49.90304946899414,9.980919276131317e-05,0.023696269281208514,0.4695598363876325,0.3887412257492542,0.02268138825893401,0.14014700055122375
0.5174493670463562,8.382770232856274,145.23248543548573,142000,0.5713695,0.19662248,0.023174730812548665,0.0891129,0.0010760844945907604,0.71,38.82283857092261,0.0015687949489802122,0.6235792845487594,30.62332692814487,0.11178258906304817,50.040184020996094,0.00020757713355123997,0.023246618127450346,0.4657754167914376,0.3877186670899391,0.0226359139680862,0.13873343542218208
0.5175186693668365,8.404560131020844,143.03184317016624,144000,0.57211,0.19560796,0.02016623884486037,0.088027336,0.0010644689798355103,0.72,38.81919030100107,0.001554948277771473,0.6235603198409081,30.693950628580136,0.10834763341397016,50.25498580932617,6.499925075331703e-05,0.022503558127209545,0.4618791356682777,0.3868397235870361,0.022271479964256317,0.13716532215476035
0.5175817742943764,8.422576915472746,142.55019514465337,146000,0.5728005,0.19458514,0.021263441837858388,0.08697061,0.0010810425281524648,0.73,38.81534310057759,0.0015345042338594794,0.6235438004136086,30.750522831650745,0.1100416286997496,50.44744110107422,5.209252776694484e-05,0.0218108088709414,0.46007589995861026,0.3863537505269049,0.02288343155384055,0.13401748090982438
0.517635503411293,8.455352298915386,141.33524279022149,148000,0.5734207,0.19357222,0.014470037515973668,0.08593848,0.0010770277976989736,0.74,38.81186991930008,0.0015387828461825848,0.6235255032777787,30.80718878143307,0.11123004304990168,50.674461364746094,5.0456557801226154e-05,0.02150609586387873,0.4567124232649796,0.38487912714481354,0.022777843475341807,0.13124201111495495
0.5177053183317184,8.475574827753007,141.94702853393576,150000,0.57407826,0.1925757,0.02140554483956658,0.08492838,0.0010774251222610495,0.75,38.80743095651269,0.0015010935021564364,0.6235133409500122,30.851822785076756,0.11648385154455865,50.852874755859375,5.2322626288514584e-05,0.02095832834020257,0.4523380577564233,0.3841533981263637,0.02269967246055609,0.12992507740855216
0.5177703455090523,8.497829851694405,139.95474107360806,152000,0.5747225,0.19160064,0.016857953238533865,0.08393841,0.001074546456336978,0.76,38.803940173238516,0.0015290372539311647,0.6234970211982727,30.887257205932684,0.1105835258774458,50.97101974487305,8.245580829679966e-05,0.020396526157855987,0.4493889652192591,0.3834204159677029,0.022698048114776593,0.12891755029559135
0.5178186878561973,8.517024433240294,139.9909753952032,154000,0.57527804,0.19065422,0.01814279862353579,0.08296892,0.0010778623819351235,0.77,38.80110802128911,0.0015007400652393699,0.6234828263521195,30.920317756835676,0.10309766247495994,51.12251663208008,5.5333930504275486e-05,0.019695379631593825,0.44515965133905355,0.3826668292284011,0.022737090587616044,0.1284387018531561
0.5178820088505744,8.536256779916584,138.2951803207391,156000,0.57578325,0.18972984,0.01968784939392932,0.08201986,0.001083238959312437,0.78,38.79855144768953,0.0015969687374308705,0.6234642863273621,30.938857991375055,0.10306382661685326,51.28049087524414,0.0003412068181205541,0.01911190552636981,0.4423792667686933,0.3818746894598007,0.02276817631721498,0.12813827395439148
