eval/D_mean,eval/D_low,train/time,eval/D_high,eval/sd_low,eval/R_mean,train/pde_loss,eval/ci_range,eval/R_low,train/mse,train/theta_loss,eval/R_high,eval/sd_high,train/callback_time,train/progress,train/sol_loss,train/epoch,eval/sd_mean,train/gls_loss
0.032704387,0.00672292368253693,0.020667824959755096,0.2329746767878507,2.673491492168978,0.8375683,3.4043793410299124,103.54486083984375,0.649686549603939,0.004451996560732402,0.0054189665243029594,0.8720057979226112,19.106051698326937,0.0010176434278488134,0.1,0.9612881656378391,20000,5.619970913371072,419.56833943863046
0.011640313,0.010583565616980196,0.020537419617175978,0.012071377062238754,4.548539430834353,0.87226504,0.051475218604132726,18.083581924438477,0.8568264231085777,0.003488897469989008,0.0002499656693544239,0.8793700024485588,28.17009533755481,0.0009951197028160107,0.2,0.6069176309302469,40000,12.00340212143492,335.5215705291748
0.011136888,0.010139923659153283,0.020937858033180455,0.012030698568560183,4.602948820684105,0.86309844,0.02308788752751447,27.093433380126953,0.8451585665345192,0.003851167633989809,0.03424650803208351,0.8786639004945755,55.37723982706666,0.0010066132187843233,0.3,0.31185866369157983,60000,29.93964882901637,377.6773820938129
0.010507768,0.00842747134156525,0.020732936167716855,0.012015080801211298,4.692375671584159,0.8567061,0.009376764214434695,32.600196838378906,0.8207236260175705,0.004145053524291154,7.512987212976441e-05,0.8783713072538376,55.004251562058926,0.0010144795775413533,0.4,0.1724444922618564,80000,37.641867122232604,430.1163249053933
0.0099302335,0.00745885546784848,0.020685498440265723,0.012001887103542686,4.77267149835825,0.84438896,0.008088414994161554,36.023399353027344,0.7973477706313133,0.004142260374245215,4.83047915622592e-05,0.8780541002750397,56.56968504190445,0.0010139983534812936,0.5,0.15642858971580914,100000,41.94599776276736,451.33727963409
0.009538236,0.0074565379996784035,0.020831280767917616,0.011987983831204474,4.833193123340607,0.83599097,0.013110436717839959,38.626426696777344,0.7962807938456535,0.0039967979259555985,4.365820132079534e-05,0.8777873575687408,59.5173429697752,0.0010163998007774553,0.6,0.17187653556838567,120000,45.022979486580006,460.34866436157387
0.009488302,0.0074770635226741435,0.020808185422420404,0.011974773555994033,4.906261106953025,0.83246845,0.010363772433530555,40.70763397216797,0.796243830025196,0.0037979868471389694,6.900418520672247e-05,0.8776107102632522,59.55072250217199,0.00101624447107314,0.7,0.1519655769273652,140000,46.858753772076064,424.6243658447269
0.009541477,0.007488071185071022,0.020828328025341084,0.011966937803663313,4.976446367800236,0.8323498,0.011520594728318949,42.26394271850586,0.7964580044150352,0.0037058078739326274,8.828089630696923e-05,0.8774028480052948,59.49201351031661,0.0010206663131713876,0.8,0.15780800142288218,160000,47.910310398358185,436.65884043426615
0.009449338,0.00750342917162925,0.020952140557766227,0.011957975407131016,5.115405889227986,0.8304297,0.012319197893398678,43.94112014770508,0.7966593489050865,0.0035307077752077176,3.017850212927442e-05,0.8771447613835335,59.43398689851165,0.0010272594928741605,0.9,0.1479006110481914,180000,48.4196416763094,421.6394945800807
0.009357681,0.007537644973490388,0.02088196727037416,0.011951910611242057,5.356321227736772,0.8289769,0.007144277440710025,44.93443298339844,0.796846866607666,0.003368716968328226,2.960149140562862e-05,0.8769577234983444,59.365947265177965,0.001024678373336791,1.0,0.14302698170170186,200000,48.80328211885515,354.8933594772368
