train/sol_loss,eval/sd_low,eval/sd_high,train/progress,eval/ci_range,train/epoch,train/time,train/theta_loss,eval/D_high,eval/R_high,train/pde_loss,train/mse,train/gls_loss,eval/R_low,train/callback_time,eval/sd_mean,eval/D_low,eval/R_mean,eval/D_mean
2.966161929546296,3.011822607368231,450.080393999815,0.1,425.8531188964844,20000,0.02009031009674077,0.0007061290671117604,0.21174002736806655,0.8893453836441036,2.388328761358481,0.04604405063553746,4945406.442894572,0.5065422907471657,0.0009991971731185888,69.81259735869244,0.0015028833702672272,0.7748846,0.038085423
0.1783043936625126,94.69016846269369,344.92300078272814,0.2,244.6287841796875,40000,0.01988539328575146,0.0005875221686437726,0.10482996013015508,0.8099473133683205,0.006471326158189919,0.04147930773033259,4313.727349340837,0.6048354089260102,0.000980720996856695,175.353622289747,0.014211640367284417,0.7144683,0.047857948
0.15200252796560523,71.8463484197855,339.74213302135473,0.3,260.777099609375,60000,0.020087567377090377,0.00027307088021188974,0.10184452570974827,0.8210911616683007,0.006555525443190694,0.0066103799696779035,621.4964798278835,0.6094598472118378,0.0009938426613807546,126.68179325759411,0.00787370908074081,0.7616196,0.028567713
0.1767677245624374,60.94699325039983,310.9596833586693,0.4,241.33279418945312,80000,0.019811597359180325,0.00019995156617369503,0.10101755484938622,0.8198849841952324,0.006645965627045335,0.005173052197135973,494.0203707382216,0.6142768487334251,0.0009796300768852163,106.18429904909183,0.007439055014401674,0.774144,0.021833535
0.171222378309072,60.986792389303446,288.14416825771326,0.5,225.15213012695312,100000,0.019282426321506573,0.0001559126249048859,0.0957887675613163,0.824651888012886,0.007177636972162827,0.004677858435036732,454.5171780181909,0.6207295224070549,0.0009539119005203276,95.4881345300004,0.007468817161861807,0.78370917,0.018858844
0.17247637463360993,61.11642653122544,275.965928286314,0.6,220.57431030273438,120000,0.019419525122642414,0.00012998933380004019,0.09346677605062723,0.8265341550111771,0.006642298340494719,0.004372233564103944,428.9832077026398,0.6256628453731536,0.0009567616343498206,89.19321560200304,0.00757086263038218,0.789925,0.017008465
0.16291039980947977,61.210980266332626,259.4378262758254,0.7,214.126708984375,140000,0.019741545784473593,0.00011198058200534433,0.08405549842864275,0.8261050671339035,0.006947772778570674,0.004292140836734333,415.9922083938615,0.6348158940672874,0.0009689666748046877,85.0923500235503,0.007634748239070177,0.79285276,0.015684657
0.16663039886728023,61.31230080500245,241.0636272281408,0.8,203.84127807617188,160000,0.01964457577466939,0.00010738101991591975,0.07412795536220057,0.8257420718669891,0.007638774813036441,0.004294810863491091,434.0536450408951,0.638830104470253,0.0009697654724121057,82.17303557853613,0.007685642165597528,0.79378533,0.01474928
0.1566522322274732,61.429839581251144,230.46195805072747,0.9,196.78799438476562,180000,0.020031546294689125,9.27979635889642e-05,0.06781853511929511,0.8413360074162483,0.007603944282303518,0.004231445387611214,443.1718927215572,0.6425805032253266,0.0009855357289314211,80.2434962650761,0.007759991334751248,0.7975067,0.014100754
0.15751695779710928,61.50471195578575,225.61243325471878,1.0,191.3775177001953,200000,0.01971673092842115,8.46639959490858e-05,0.06446384880691762,0.8409108027815819,0.0056072838081512024,0.004335541389649724,450.03357110442744,0.6461863651871681,0.0009746130943298379,78.77868373555442,0.007784920942503959,0.8001751,0.013488639
