train/mse,train/epoch,train/sol_loss,eval/ci_range,eval/R_mean,eval/D_low,train/gls_loss,eval/sd_high,eval/M_mean,train/progress,eval/sd_low,train/theta_loss,train/time,eval/D_high,eval/R_low,eval/M_low,train/pde_loss,eval/R_high,eval/M_high,eval/D_mean,train/callback_time,eval/sd_mean
0.029150720685720444,2000,9.408662347316763,325.5738220214844,0.43886212,1.089867901802063,3635.90606469728,180.86438253521894,1.9127636,0.01,10.868475562892854,0.12259936332702637,0.024657210469245884,1.127847346663475,0.4122431933879852,1.3547207832336425,1.4232207985669332,0.442217106372118,2.1343782901763917,1.1148306,0.001019187808036805,35.32677833084017
0.029417213052511215,4000,5.825784626483918,94.63105010986328,0.43494022,1.0907980173826217,2610.20086273194,21.97400857694447,1.9787596,0.02,8.36063576862216,0.03833682835102081,0.02560582721233372,1.1117595613002778,0.4240107282996178,1.8145163357257843,0.872940121501683,0.44512360990047456,2.245555955171585,1.0973402,0.0009849624633789075,13.470392493065447
0.0252118781208992,6000,4.600937442302716,163.3927764892578,0.4201628,1.078034010529518,2085.3851055908144,12.348033254966138,2.0912588,0.03,6.031594437081367,0.07816121727228165,0.024481154203414957,1.1019268482923508,0.37999661043286326,1.9195414900779724,1.0551797229796638,0.4352812021970749,2.2214013278484344,1.0910249,0.0009838025569915802,8.32598404912278
0.01001422107219696,8000,2.4082427603006393,178.4683074951172,0.42024446,1.0176541566848756,1138.999257354732,11.355971009470514,2.05207,0.04,7.287470472510904,0.019756773486733437,0.025669334411621135,1.094851130247116,0.38298008739948275,1.9276060551404952,1.2320900297388384,0.4489647299051285,2.166268581151962,1.0556267,0.0009881424903869633,8.868924812646583
0.006230432074517012,10000,1.9290799673795682,184.44012451171875,0.4367796,0.9962253600358963,902.7141549072259,17.82640595920384,1.8979214,0.05,8.933831239119172,0.016650600358843803,0.025646953582763667,1.0214179158210754,0.37112159132957456,1.7311526894569398,1.2292421951368482,0.4743073135614395,2.0069478392601012,1.0081502,0.000984962105751036,11.609471172560006
0.003968987613916397,12000,0.9735319415926939,106.33108520507812,0.45023847,0.9901741519570351,462.3630937805181,11.934478906914592,1.874627,0.06,8.578544319607317,0.009889358654618263,0.024705321311950683,1.0044476836919785,0.41698171123862265,1.8166273176670074,0.5753419328667211,0.47558882012963294,1.9069390833377837,0.9957095,0.0009912995100021349,9.425032015424222
0.005508536472916603,14000,0.7751458559930315,82.21866607666016,0.41196406,0.9840197443962098,360.43716342163043,9.62772537022829,1.8425121,0.07,8.352825976908207,0.18443892896175385,0.025753665566444376,0.9917974635958672,0.3850259199738503,1.805504670739174,0.4542243261784329,0.4374682307243347,1.87038796544075,0.9875834,0.0009965667724609363,8.817718968261033
0.0035324348136782646,16000,0.7590918887555596,96.46734619140625,0.36918017,0.9836821883916855,349.916743820191,10.582967335358262,1.779614,0.08,8.733554789796472,0.006004130933433771,0.024746734619140627,0.9915143862366677,0.34456691816449164,1.7377673774957656,0.410155092997476,0.395934434980154,1.8209120273590087,0.9871939,0.0009981299638748176,9.563248123042285
0.0032977319788187742,18000,0.7416274975240201,104.34964752197266,0.32672736,0.9831318646669388,332.3145039062496,10.561981424689293,1.7031188,0.09,9.353853110224009,0.008958378806710243,0.022183642745018002,0.9915423557162285,0.3022482380270958,1.660604152083397,0.3403045870428911,0.35109512507915497,1.7510522842407226,0.98699087,0.0009742854833602913,9.866146487183869
0.003031103638932109,20000,0.7547261023521427,127.97173309326172,0.28784066,0.983863577246666,324.6649203567501,10.401070257648826,1.6038677,0.1,9.262934676371515,0.0010258464608341455,0.02216254806518562,0.9915220513939857,0.2714353673160076,1.5449851125478744,0.2838899411447342,0.30473909452557557,1.6590535312891006,0.98853606,0.0009696114063262935,9.717520848847926
0.0025317457038909197,22000,0.5583655712902538,80.68681335449219,0.26191136,0.9866389811038971,245.1264690170281,10.031448514200747,1.5014956,0.11,9.146165009588003,0.0006541654001921415,0.022181154251098737,0.9955024391412735,0.2520506426692009,1.4682986110448837,0.13506393887754467,0.2745534382760525,1.5378513574600219,0.9905834,0.0009685131311416641,9.424215651117265
0.002379175741225481,24000,0.4757423568814984,71.766845703125,0.2533557,0.9872524991631508,208.03316486358608,9.856319171376526,1.4722012,0.12,8.705237461254,0.0019109670538455248,0.023975274205207734,0.9990678638219833,0.2393133495002985,1.4291102409362793,0.06982324006594703,0.2720825277268887,1.5358846694231034,0.9937713,0.0009830729961395248,9.20582598587498
0.0022941024508327246,26000,0.4420134868174798,67.53033447265625,0.24755475,0.9875151589512825,192.8766747817994,9.79212534148246,1.4569883,0.13,8.442461513914168,0.0005655504646711051,0.02401386988162997,1.0011778682470323,0.23376481384038925,1.4238966077566146,0.04300153582729399,0.27098611518740656,1.5344999521970748,0.9959703,0.0010177304744720442,9.05423606156061
0.0022134988103061914,28000,0.42489697462320336,65.3525619506836,0.24414805,0.9876980289816857,183.9781407318111,9.728082618676126,1.4508051,0.14,8.048818702809513,0.0005268597160466015,0.02265234005451198,1.001076152920723,0.23280013874173164,1.424229595065117,0.036262431831099166,0.26989705935120584,1.532939299941063,0.99638414,0.0009979311227798463,8.827554877963848
0.002882084110751748,30000,0.4040724544972184,63.68659210205078,0.24189769,0.9878979220986366,176.22697129821728,9.67910485342145,1.446882,0.15,8.056674571707845,0.0005218769074417651,0.022410962581634532,1.0010146021842956,0.23172683492302895,1.4244656085968017,0.034817818048177275,0.26910604611039163,1.531518366932869,0.9953163,0.000992533922195441,8.786588987801224
0.0023277942091226578,32000,0.3930512891113754,63.159358978271484,0.24004446,0.9845572501420975,169.56725588989252,9.627426997758448,1.4421899,0.16,8.062699949368834,0.0005895271897315979,0.022451794624328517,1.0009778916835785,0.22969109565019608,1.410640674829483,0.035547739787492774,0.2681981034576893,1.529787865281105,0.9937347,0.0009888684749603297,8.86831343282635
0.001984953647479415,34000,0.365622385799885,62.55882263183594,0.23837008,0.9824596792459488,160.66428495788526,11.335399607196448,1.4339565,0.17,8.067897334694862,0.00039839991950429976,0.02218295538425451,1.000911408662796,0.22720170766115189,1.3709172785282135,0.03290969072515144,0.26727931797504423,1.5282716155052185,0.9922278,0.0009896682500839264,9.09823866208483
0.001951036392711103,36000,0.3446456855684512,62.20267868041992,0.2368585,0.9821715235710144,154.83286433410632,14.402050944045186,1.4209062,0.18,8.075599046424031,0.0008030851604416966,0.022672972083091745,1.00082668364048,0.22529499903321265,1.3098504573106766,0.030312644878635123,0.2667594142258167,1.5252689659595489,0.99103713,0.0009988968372344961,9.66606002219487
0.0019253715872764587,38000,0.32813307623565285,62.093048095703125,0.23542774,0.982161146402359,150.0447920684811,16.151149524375793,1.402956,0.19,8.081534318625927,0.00038475648034363985,0.02283399558067317,1.0007856041193008,0.2234615057706833,1.2408500969409944,0.027445090176537637,0.2663570001721382,1.5226011484861373,0.99010473,0.001001054883003238,10.3400379643879
0.0018493448151275516,40000,0.3131594264060258,62.3337287902832,0.23425806,0.9812417685985565,145.67794884490976,17.02784043736754,1.3827797,0.2,8.086377941071987,0.00037417554995045066,0.022797299504280073,1.0007383942604064,0.223143095895648,1.1893037885427475,0.02884756515547638,0.26605198085308074,1.519342964887619,0.98929715,0.0010008363723754859,10.970237014256417
0.001808827742934227,42000,0.3029769497662788,62.848854064941406,0.23324159,0.9809883132576942,143.16568849182164,17.77326543815434,1.3625658,0.21,8.091084961779416,0.0003663073293864727,0.02281275773048405,1.0007026314735412,0.22248581610620022,1.154580995440483,0.02795797095587484,0.26578654199838636,1.5174688696861267,0.9886888,0.0009990000724792462,11.576203819194978
0.001765834167599678,44000,0.28377550756931363,62.979183197021484,0.23223983,0.9810257464647293,136.50524467468287,18.46307059749961,1.344397,0.22,8.095426950603724,0.00031485274666920304,0.023171072125434754,1.0006599694490432,0.220880488678813,1.1419956594705583,0.02255523033859198,0.26554163470864295,1.516267254948616,0.9883843,0.0010171765089035053,12.125111111750206
0.0018065959447994828,46000,0.26883997226506484,62.731422424316406,0.23112397,0.9810606643557549,133.1128239479064,19.95892976410687,1.3282739,0.23,8.100952976383269,0.0003095954598393291,0.023076597213745064,1.0006305307149888,0.21708104200661182,1.1323872745037078,0.022824808298610173,0.2651527740061283,1.513549992442131,0.9884828,0.0010180455446243315,12.687790087066018
