train/mse,train/gls_loss,eval/ci_range,train/pde_loss,eval/D_mean,train/theta_loss,eval/D_high,eval/R_high,eval/sd_mean,train/time,eval/sd_high,eval/R_low,eval/R_mean,train/progress,train/callback_time,train/sol_loss,eval/sd_low,eval/D_low,train/epoch
0.01573982834815979,3014.7299854126063,395.6112060546875,83.2641675922866,0.19819376,0.20914363861083984,1.1275657147169114,1.092830017209053,51.63305034674704,0.020137189865112284,224.21467490494217,0.32302132472395895,0.46343243,0.01,0.000999212622642515,8.10167583346366,17.486729845404625,0.033112752996385095,2000
0.006188694853335619,1001.0914722290003,201.44778442382812,3.6469573710262684,0.029910106,0.08219132572412491,0.04112665485590696,0.46869870722293855,11.312541782855988,0.019752213954925504,17.0084445271641,0.34624780565500257,0.41458032,0.02,0.0009668895006179815,2.3827498162984853,7.408410659991205,0.015459006535820663,4000
0.004930353723466396,478.80793383789154,164.24002075195312,0.996867462746796,0.01142685,0.047534842044115067,0.015064236847683788,0.34185388758778573,6.269491862971336,0.019839342474937415,7.397117186337709,0.29570493996143343,0.31666738,0.03,0.000970187187194825,1.212019974887371,5.422179913148284,0.008863822580315173,6000
0.005968988407403231,1194.0120761871328,261.7173767089844,2.0794641247391645,0.030452486,0.03880269452929497,0.04690549913793802,0.46110349670052525,11.570885031018406,0.01976696383953093,29.06853756867348,0.2949833422899246,0.38733032,0.04,0.0009623534679412847,2.8856719211638073,5.362332647200674,0.008388552418909966,8000
0.0038925029803067446,573.1021961059581,209.56765747070312,0.7319915244728329,0.013611761,0.011012866161763668,0.019758195569738745,0.3695260979235172,7.848396454704925,0.01985945224761963,8.70952804107219,0.33623616248369215,0.35465318,0.05,0.0009682580232620245,1.5139256747961032,7.395310781430453,0.011063427571207285,10000
0.003863993100821972,478.35238531494105,206.3223419189453,0.7498771857842831,0.010615129,0.010607046075165272,0.011763918749056756,0.33437239825725557,9.69411588832736,0.019778538107871953,10.399558139033616,0.3110749386250973,0.32247213,0.06,0.000965097665786745,1.2718267624080166,8.753460366278887,0.009982769330963492,12000
0.005609405227005482,448.04329760742195,197.00839233398438,0.7385076326504344,0.009801366,0.004487474448978901,0.010517591959796846,0.31199149414896965,9.70533628668636,0.019823560476303084,10.297335800714789,0.30041851103305817,0.30574304,0.07,0.0009652562141418476,1.2048037635385973,9.1526287375018,0.009264168748632073,14000
0.004796908237040043,442.2143016662603,186.72750854492188,0.7072738801725195,0.009168526,0.0057675838470458984,0.00980629043187946,0.3048734076321125,9.163621564861387,0.019554012417793303,9.589386056177318,0.29455593079328535,0.2996369,0.08,0.0009605668783187883,1.1943567588329351,8.843142003752291,0.008684200141578913,16000
0.004114920273423195,434.42031007385367,182.73019409179688,0.680369735661894,0.008501108,0.009043917059898376,0.009245237521827218,0.2994638569653034,9.100757766980678,0.019791156172752324,9.861862775869668,0.28451079577207566,0.291455,0.09,0.000969470381736753,1.1755651240944858,8.542723767459393,0.007886943919584156,18000
0.01896449737250805,414.7255141220095,184.1033935546875,0.6104902488123635,0.007590478,0.01683643087744713,0.008312529069371521,0.2897013038396835,8.812318502459675,0.01983065676689148,9.399842726998031,0.26789775788784026,0.2801594,0.1,0.000968857169151306,1.1232252495884893,8.470616093836725,0.007025918958242982,20000
0.0026336859446018934,288.7911690597531,145.0542449951172,0.2991079893149435,0.0062645115,0.0007655153749510646,0.007381273165810851,0.2698509559035301,7.182082150597125,0.019828516602516177,8.82830990012735,0.24092341028153896,0.25371248,0.11,0.0009688454866409313,0.777406908348202,6.015640974510461,0.0054324347875081,22000
0.0024285931140184402,225.85162892150865,134.56288146972656,0.1771385309323667,0.0056753205,0.0011151632061228156,0.007183432288002223,0.2679188556969166,6.401305130682886,0.019992067098617526,8.568767574615777,0.22834748812019826,0.244584,0.12,0.0009810343980789168,0.6159347592890262,5.163311364594847,0.004651589808054269,24000
0.0021769877057522535,192.97765441131563,125.74923706054688,0.13407022531144228,0.0052321213,0.0004651211202144623,0.007077931240200996,0.26648487225174905,5.885405028161283,0.01993822860717774,8.443053276278077,0.2179042760282755,0.23734179,0.13,0.0009884380102157628,0.5250734926909226,4.621145175769925,0.004050345974974334,26000
0.0023016848135739565,172.82542976379375,116.0651626586914,0.10839595107268513,0.0048704376,0.0004245639138389379,0.006973302527330814,0.2648150116205215,5.556738020677585,0.01968749392032627,8.37495916057378,0.21208817213773729,0.23163608,0.14,0.0009869909286499003,0.4670946280956263,4.470835963729769,0.0036014920042362064,28000
0.0021355433855205774,158.0412741165157,108.24695587158203,0.08258550564059966,0.004576745,0.0004336765268817544,0.006913039425853639,0.26378744244575497,5.376475093094632,0.019697497367858897,8.218332682736216,0.20918444991111756,0.2274131,0.15,0.0009842694997787467,0.4224615635871883,4.472815047483891,0.003269281605025753,30000
0.0019917204044759274,147.12361936950663,101.91181182861328,0.06544862486282366,0.0043362477,0.0003134059370495379,0.006831497151870281,0.2628245368599892,5.354361836798489,0.01962919211387632,8.065085718408227,0.2076934188604355,0.22425976,0.16,0.0009893947839736952,0.38745847818255413,4.478461423423141,0.0030491914483718576,32000
0.0019092144211754203,139.6090275878908,96.74520111083984,0.05469195861322823,0.0041368557,0.00025919321342371404,0.006763692584354429,0.262064565718174,5.507149988552555,0.020128489017486574,7.979354937560856,0.20598960518836976,0.22175045,0.17,0.0010124720335006714,0.36388306833803663,4.483225801959634,0.002878375299042091,34000
0.001873012981377542,134.25477349472067,92.46145629882812,0.047137559741037,0.003966804,0.00026088551385328174,0.0067116084275767205,0.26141915321350095,5.78106706624385,0.02019441604614256,8.26869138982147,0.20456596724689008,0.2196855,0.18,0.0010146995782852111,0.3494317727237941,4.488866333849728,0.0027268744073808194,36000
0.0018571255495771766,130.15308888244624,88.6197509765625,0.04027146216132681,0.0038192715,0.00020750398107338697,0.006649894581641995,0.26076471135020257,6.180481416845901,0.02033942604064949,9.93586555123329,0.2037460308521986,0.2179487,0.19,0.0010116025209426834,0.3338996443152427,4.4924655463546515,0.0026022179692517964,38000
0.002089379820972681,126.91517020416251,85.15360260009766,0.03491664855810815,0.003689901,0.0003510604437906295,0.006607039272785186,0.26012950912117955,6.685373903019354,0.020649446368217486,11.680658906698225,0.20357794016599656,0.2165419,0.2,0.0010178381204605095,0.3225078127831225,4.495977819897234,0.0024980421585496515,40000
0.0018904608441516757,125.14764339828493,82.13326263427734,0.03434153283271008,0.0035760775,0.00019758878624998033,0.006577654066495597,0.25935939773917194,7.221768100153316,0.020642340421676654,12.810449907556173,0.20359451696276665,0.21545652,0.21,0.001017161130905151,0.3183613540381193,4.500855831429362,0.0024213111959397794,42000
0.0017987241735681891,122.9952191467284,79.63506317138672,0.03238394391536697,0.0034757063,0.0001920051290653646,0.006543340266216546,0.2585906758904457,7.770152567691791,0.020694432616233823,14.08229894004762,0.20360769629478453,0.21460514,0.22,0.0010174461603164667,0.30823410347103947,4.504832229577005,0.0023573780548758806,44000
0.001798577606678009,121.44612683868384,77.34730529785156,0.029825481582200077,0.0033878551,0.0001478458143537864,0.006502354436088347,0.25782102420926084,8.378369251552682,0.020804351329803406,16.066806530579925,0.2036174524575472,0.2140475,0.23,0.0010180370807647702,0.29326620583236157,4.5087108155712485,0.0023236239270772786,46000
0.0018230442656204104,121.73388297653209,75.43292999267578,0.03013684564759027,0.0033120895,0.00012351317855063826,0.006460347725078463,0.2568439185619354,9.142196723725647,0.020687481522560124,19.652877561748028,0.20362819507718086,0.21371903,0.24,0.0010143303871154785,0.2749440629035248,4.512910742778331,0.002314242417924106,48000
0.001856161397881806,123.81438423919685,73.9449691772461,0.029670316992094676,0.0032423448,0.00011322170030325651,0.006410637113731354,0.2559312306344509,10.00033557911714,0.020642604827880884,22.36777557991445,0.203641577064991,0.21366765,0.25,0.0010188605785369882,0.2631928280219434,4.5169131946749985,0.002254634944256395,50000
0.0018985153874382377,125.90496100616457,72.70291900634766,0.02965353005961519,0.0031764745,0.00013324039173312485,0.006367415969725692,0.2550791665911674,10.885624994232785,0.020689970850944473,24.274868331849575,0.20365261808037757,0.21362159,0.26,0.0010168168544769317,0.24906791206449266,4.520323232281953,0.0021811259037349375,52000
0.0019265463342890143,125.76034813690178,71.50482940673828,0.025702879138989432,0.0031176293,0.0001283635792788118,0.006320966896601022,0.2545094914734364,11.727232750066939,0.020746398806572,25.39159343577923,0.20366383120417594,0.21370052,0.27,0.0010186405181884768,0.23451302800327598,4.523621441330761,0.002163865475449711,54000
0.001940879737958312,127.08866007614142,70.48894500732422,0.024135224830592036,0.0030648082,0.00010575299529591575,0.006273599364794791,0.25390118435025216,12.596498053624398,0.020768782854080188,27.395153790712357,0.20367582850158214,0.21388985,0.28,0.0010241767168045058,0.21553886659443397,4.526916518807411,0.002158280281582847,56000
0.0019071752903982997,126.76133891677863,69.43540954589844,0.020261378519004135,0.0030168074,0.00013692298671230674,0.006224509235471489,0.25315242260694504,13.419279947043641,0.020765033245086637,28.208454232662916,0.20368851348757744,0.21410239,0.29,0.0010218696594238253,0.21333337406069083,4.530177731066942,0.0021507229132112114,58000
0.0019140173681080341,125.627017501831,68.45994567871094,0.026549749113153727,0.0029711023,9.978646266972646e-05,0.006192386592738331,0.25224114581942564,14.162934741424397,0.020764176368713264,28.366895206272602,0.20369822904467583,0.21430376,0.3,0.0010220502614974954,0.20754218616336567,4.534218925982714,0.0021009893738664688,60000
0.0019582463428378105,126.1362126235963,67.36804962158203,0.023914912506472312,0.002927588,0.00010279830894432962,0.0061520616873167455,0.2514237329363823,14.917942315295694,0.020587383270263597,29.949260083958507,0.20370678044855595,0.21456859,0.31,0.0010199724435806302,0.1908725716695188,4.537839686963707,0.0020552268892060966,62000
0.002093676244840026,128.95376214599602,66.5375747680664,0.021290504112141197,0.0028873913,0.00014584659948013723,0.006112222175579518,0.25091067850589754,15.637337017973715,0.02057586181163785,30.74835343286395,0.20371575616300105,0.21476367,0.32,0.0010237443447113053,0.1874134351089603,4.54100362258032,0.002040665986714885,64000
0.002004761015996337,129.39451518631014,65.63117980957031,0.015890838175779177,0.0028512345,9.577313176123425e-05,0.006069153244607151,0.25046134144067767,16.336957085432243,0.02050432431697845,31.267374753952026,0.2037266779690981,0.21501881,0.33,0.0010193853378295894,0.17498498981445998,4.544764920137823,0.002040830551413819,66000
0.001977301202714443,129.38042207717905,64.79686737060547,0.013924938422860569,0.0028185786,8.429142326349393e-05,0.0060384370619431145,0.2500056490302086,17.02930767046443,0.020604333639144937,32.93240014463663,0.20373805984854698,0.21520391,0.34,0.0010203466415405294,0.1630638426318764,4.547502787318081,0.0020411605190020056,68000
0.0019570125732570887,128.42610923004133,64.0373306274414,0.018937824134714912,0.0027868114,0.000301421619951725,0.00601491704583168,0.2496580056846142,17.62241218689829,0.020602442622184688,32.9260571859777,0.20374825410544872,0.21535245,0.35,0.0010212070941925091,0.16674502335488806,4.550706164445728,0.002028197725303471,70000
