train/pde_loss,eval/sd_low,eval/R_high,eval/ci_range,train/progress,train/theta_loss,eval/D_low,eval/D_high,eval/D_mean,eval/M_low,eval/M_mean,eval/R_mean,train/epoch,train/sol_loss,eval/R_low,eval/sd_high,train/gls_loss,eval/M_high,eval/sd_mean,train/time,train/mse,train/callback_time
2.818032689317754,7.209955377038568,0.6522127538919449,108.50560760498047,0.1,0.002301002386957407,1.3101092457771302,24.02802743911743,13.447415,0.5462668463587761,0.74891776,0.6289581,20000,1.399842229527228,0.47196376472711565,37.14283928275104,575.1081499999988,1.048627808690071,15.785185607196762,0.021321908390522202,0.007114036447624698,0.001028392469882953
0.046902875081449316,40.92813329771161,0.6309168606996536,41.344703674316406,0.2,0.0006232595187611878,16.579364013671874,29.2507125377655,23.474476,0.7828784316778183,0.825704,0.61770445,40000,0.29097255054861537,0.6026313304901123,79.62321657687424,544.936352600099,0.8513794064521789,70.6699123300612,0.02123656963109968,0.006417171821184387,0.001007724416255965
0.02091374958881634,44.774943590164185,0.6346978172659874,43.27085494995117,0.3,0.0001669042103458196,16.839954710006715,32.017508316040036,26.68446,0.7864823386073112,0.8390783,0.6218671,60000,0.1760829702757299,0.6037132650613785,79.18550688773394,514.9291708511325,0.8619810521602631,71.91525049898773,0.021442385733127473,0.006013394213048705,0.0010154830932617258
0.01707413440651716,48.180628940463066,0.6385978624224663,44.95359802246094,0.4,0.00011365392128936946,17.259447526931762,34.6111762046814,28.029737,0.7897436559200287,0.8461834,0.6229295,80000,0.17408475000709392,0.6053596690297127,78.8650680333376,498.7472148757945,0.879594686627388,70.8410711346815,0.021718227851390912,0.005877859801054028,0.0010267469406127772
0.02235951417218887,53.21875652298331,0.6377237170934678,46.65632629394531,0.5,9.291590686189011e-05,17.695646715164184,48.05251674652099,31.679337,0.7931141063570977,0.8606719,0.62035125,100000,0.16425675064176407,0.6064891397953034,78.68365328758955,488.8391216033965,0.9171471700072289,69.96694227289409,0.021362967109680418,0.005711844569118731,0.001009328496456143
0.02547161111820028,56.349238473922014,0.6368739739060402,46.140995025634766,0.6,7.850356632843614e-05,18.262549018859865,60.03463134765625,36.550323,0.7961537778377533,0.8753391,0.6198527,120000,0.16911810103431354,0.6070431873202324,78.5710683092475,469.4627131317142,0.9421906188130379,69.73245814993977,0.0208825997829436,0.0055017928440356636,0.000978368902206418
0.020065447998535758,58.524779975414276,0.6398703530430794,46.38337707519531,0.7,5.2672352467197925e-05,18.697437858581544,80.04567909240723,41.798664,0.7986757680773735,0.88872916,0.62119806,140000,0.176153640440851,0.6074282392859459,78.44200041145086,464.7052727569592,0.977692149579525,70.2122313991189,0.020840306246280724,0.0055091185281518195,0.0009844782590865955
0.029888096538488833,60.38947384804487,0.6498445928096771,48.04207992553711,0.8,5.226780558587052e-05,18.850423049926757,97.97599029541016,48.772007,0.8005824863910675,0.9034065,0.6245466,160000,0.16075575138703,0.6077200710773468,78.29476557672024,440.40952491455266,1.0010277092456819,69.93516616406185,0.02113676084280016,0.005296465543517853,0.0009963256001472322
0.02534021986201442,62.23411709070206,0.6493912383913993,49.15312194824219,0.9,9.496048005530611e-05,19.057392358779907,97.56660499572753,54.29758,0.8021962285041809,0.9144418,0.62651575,180000,0.15110237003117732,0.6079744696617126,78.16094812005758,422.0857120925867,1.0003898352384568,69.25796377854422,0.021320855212211894,0.005100209695682871,0.001005878508090974
0.018074479323090094,62.36034631729126,0.6499413922429085,49.242794036865234,1.0,3.097961962339468e-05,19.206489896774293,97.217063331604,57.35798,0.8038347005844116,0.9204487,0.62842065,200000,0.15292516851648463,0.6082080528140068,78.04274875670671,415.9700333755497,0.99973566532135,69.02197697758675,0.021306500816345095,0.005016554799862201,0.001008720946311953
